,Team,Home,Opponent,Victory,Wins,Losses,Ties,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts.1,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks.1,Sack Yards,Interceptions.1,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing.1,First Downs Passing.1,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards.1,Rushing Yards / Attempt.1,Rushing Touchdowns.1,Passing Yards.1,Passing Yards / Attempt.1,Yards / Reception.1,Passing Touchdowns.1,Kickoff Return Yards.1,Punt Return Yards.1,Penalty Yards.1,Turnovers Rank,Turnover +/-,Interceptions.2,Fumbles Opp Recovered.1,Interceptions.3,Fumbles Lost.1,Opponent Wins,Opponent Losses,Opponent Ties,Opponent Passing Rank,Opponent Completions,Opponent Attempts,Opponent Completion %,Opponent Passing Yards,Opponent Passing Yards / Attempt,Opponent Yards / Reception,Opponent Passing Touchdowns,Opponent Interceptions,Opponent QB Rating,Opponent Sacks,Opponent Passing Yardage Lost to Sacks,Opponent First Downs Passing,Opponent Fumbles,Opponent Fumbles Lost,Opponent Rushing Rank,Opponent Attempts.1,Opponent Rushing Yards,Opponent Rushing Yards / Attempt,Opponent Rushing Touchdowns,Opponent First Downs Rushing,Opponent Kicking Rank,Opponent Kicking Points,Opponent Field Goals Made,Opponent Field Goals Attempted,Opponent Field Goal %,Opponent Longest Field Goal,Opponent Field Goals Blocked,Opponent Extra Points Made,Opponent Extra Points Attempted,Opponent Extra Point %,Opponent Extra Points Blocked,Opponent Punting Rank,Opponent Punts,Opponent Punt Yards,Opponent Punt Yards Avg,Opponent Returning Rank,Opponent Kickoff Returns,Opponent Kickoff Return Yards,Opponent Kickoff Return Avg,Opponent Kickoff Return Touchdowns,Opponent Kickoff Return Long,Opponent Punt Returns,Opponent Punt Return Yards,Opponent Punt Return Avg,Opponent Punt Return Touchdowns,Opponent Punt Return Long,Opponent Defense Rank,Opponent Points Allowed,Opponent Total Tackles,Opponent Solo Tackles,Opponent Assisted Tackles,Opponent Sacks.1,Opponent Sack Yards,Opponent Interceptions.1,Opponent Interception Return Touchdowns,Opponent Forced Fumbles,Opponent Fumbles Opp Recovered,Opponent Fumbles Opp Recovered Touchdowns,Opponent Passes Defended,Opponent Stuffs,Opponent Stuff Yards,Opponent Safeties,Opponent Downs Rank,Opponent First Downs,Opponent First Downs Rushing.1,Opponent First Downs Passing.1,Opponent Third Downs Made,Opponent Third Downs Attempted,Opponent Third Down %,Opponent Fourth Downs Made,Opponent Fourth Downs Attempted,Opponent Fourth Down %,Opponent Penalties,Opponent First Downs Penalty,Opponent Penalty Yards,Opponent Yardage Rank,Opponent Points,Opponent Yards,Opponent Rushing Yards.1,Opponent Rushing Yards / Attempt.1,Opponent Rushing Touchdowns.1,Opponent Passing Yards.1,Opponent Passing Yards / Attempt.1,Opponent Yards / Reception.1,Opponent Passing Touchdowns.1,Opponent Kickoff Return Yards.1,Opponent Punt Return Yards.1,Opponent Penalty Yards.1,Opponent Turnovers Rank,Opponent Turnover +/-,Opponent Interceptions.2,Opponent Fumbles Opp Recovered.1,Opponent Interceptions.3,Opponent Fumbles Lost.1
ARZ_17_2016,ARZ,0,LA,1,6,8,1,12.5333333333,24.0666666667,40.2666666667,0.592533333333,258.4,6.44,11.7333333333,1.66666666667,1.0,83.5,2.66666666667,19.0666666667,14.2666666667,0.6,0.2,14.8,25.0,109.866666667,4.4,1.26666666667,6.26666666667,16.7333333333,6.13333333333,1.2,1.66666666667,0.611133333333,30.7333333333,0.0666666666667,2.53333333333,2.8,0.8422,0.0666666666667,23.0,5.06666666667,208.133333333,40.9533333333,17.4666666667,1.66666666667,36.2666666667,15.3866666667,0.0,18.4666666667,2.26666666667,13.6,6.00666666667,0.0,9.53333333333,16.3333333333,23.7333333333,54.3333333333,42.6,11.7333333333,2.73333333333,20.1333333333,0.8,0.0666666666667,1.13333333333,0.866666666667,0.0666666666667,4.13333333333,3.73333333333,8.26666666667,0.133333333333,9.0,23.1333333333,6.26666666667,14.2666666667,5.53333333333,13.3333333333,0.407333333333,0.266666666667,0.533333333333,0.233333333333,6.66666666667,2.6,55.8666666667,12.9333333333,24.9333333333,368.266666667,109.866666667,4.4,1.26666666667,258.4,6.44,11.7333333333,1.66666666667,36.2666666667,13.6,55.8666666667,14.1333333333,-0.0666666666667,0.8,0.866666666667,1.0,0.733333333333,4,11,0,21.6,19.6666666667,33.8666666667,0.578066666667,192.0,5.70666666667,10.7533333333,0.933333333333,1.2,69.2533333333,2.8,19.3333333333,9.73333333333,0.533333333333,0.2,20.3333333333,23.5333333333,80.0,3.36666666667,0.6,4.4,20.8,4.93333333333,1.13333333333,1.33333333333,0.588866666667,27.2,0.0,1.53333333333,1.53333333333,0.733333333333,0.0,10.2,6.06666666667,289.533333333,48.3133333333,11.2666666667,2.86666666667,69.9333333333,23.2866666667,0.0,28.6,3.06666666667,23.4,8.51333333333,0.0,14.5333333333,15.6666666667,23.3333333333,55.8,42.2,13.6,2.0,12.8666666667,0.533333333333,0.0,0.733333333333,0.533333333333,0.0666666666667,4.6,3.8,8.53333333333,0.0,21.9333333333,15.7333333333,4.4,9.73333333333,4.33333333333,13.2666666667,0.324666666667,0.466666666667,1.2,0.344666666667,7.8,1.6,68.6666666667,21.9333333333,14.5333333333,272.0,80.0,3.36666666667,0.6,192.0,5.70666666667,10.7533333333,0.933333333333,69.9333333333,23.4,68.6666666667,16.8666666667,-0.666666666667,0.533333333333,0.533333333333,1.2,0.533333333333
OAK_17_2016,OAK,0,DEN,0,12,3,0,14.6,23.9333333333,37.6,0.635333333333,259.133333333,6.86,10.9866666667,1.86666666667,0.4,95.2733333333,1.06666666667,5.26666666667,12.7333333333,0.133333333333,0.133333333333,12.7333333333,27.8666666667,124.333333333,4.36666666667,1.13333333333,6.4,13.0,8.26666666667,1.93333333333,2.33333333333,0.6922,33.2,0.0,2.46666666667,2.6,0.973333333333,0.0666666666667,9.4,4.86666666667,232.333333333,48.2466666667,16.8,1.73333333333,35.6,16.4066666667,0.0,18.8,2.6,24.1333333333,7.79333333333,0.0,10.2,16.3333333333,24.0666666667,50.6666666667,40.0666666667,10.6,1.66666666667,9.8,1.0,0.0666666666667,1.26666666667,0.933333333333,0.0,4.73333333333,1.66666666667,3.26666666667,0.0,12.4666666667,21.5333333333,6.4,12.7333333333,5.4,13.8,0.388,0.4,0.8,0.288666666667,8.93333333333,2.4,75.0666666667,10.2666666667,27.3333333333,383.466666667,124.333333333,4.36666666667,1.13333333333,259.133333333,6.86,10.9866666667,1.86666666667,35.6,24.1333333333,75.0666666667,8.33333333333,1.2,1.0,0.933333333333,0.4,0.333333333333,8,7,0,16.8666666667,21.4666666667,36.2,0.5922,231.933333333,6.47333333333,11.6933333333,1.2,0.666666666667,81.9066666667,2.66666666667,15.2666666667,11.5333333333,0.333333333333,0.133333333333,18.3333333333,24.6666666667,89.4,3.56666666667,0.666666666667,4.73333333333,13.6666666667,7.53333333333,1.86666666667,2.13333333333,0.858933333333,37.4666666667,0.0,1.93333333333,2.0,0.911133333333,0.0666666666667,14.9333333333,5.6,256.266666667,45.7333333333,18.8,1.26666666667,30.4666666667,11.0333333333,0.0,12.8666666667,2.2,17.7333333333,8.7,0.0,11.6666666667,11.1333333333,19.4,58.2666666667,42.4,15.8666666667,2.66666666667,14.7333333333,0.866666666667,0.2,0.866666666667,0.733333333333,0.0666666666667,5.33333333333,1.4,2.93333333333,0.0,17.6666666667,18.1333333333,4.73333333333,11.5333333333,4.66666666667,13.6,0.334666666667,0.533333333333,0.933333333333,0.266666666667,7.6,1.86666666667,62.8,17.1333333333,20.6,321.333333333,89.4,3.56666666667,0.666666666667,231.933333333,6.47333333333,11.6933333333,1.2,30.4666666667,17.7333333333,62.8,13.9333333333,0.0,0.866666666667,0.733333333333,0.666666666667,0.933333333333
NYG_17_2016,NYG,0,WSH,1,10,5,0,15.6,24.0,38.0666666667,0.630466666667,247.2,6.53333333333,10.78,1.73333333333,1.06666666667,87.5666666667,1.4,9.26666666667,12.0,0.466666666667,0.266666666667,19.3333333333,23.8666666667,83.4,3.52,0.333333333333,4.53333333333,18.3333333333,5.8,1.26666666667,1.33333333333,0.65,26.5333333333,0.0,2.0,2.26666666667,0.916666666667,0.0,11.8666666667,5.66666666667,262.266666667,47.0666666667,13.8666666667,2.06666666667,49.2666666667,18.82,0.0,23.0666666667,2.6,15.2666666667,6.48,0.0,9.0,9.6,18.2666666667,62.5333333333,44.8,17.7333333333,2.06666666667,13.4,1.0,0.0666666666667,1.0,0.466666666667,0.0666666666667,6.33333333333,2.46666666667,5.0,0.0,19.0,18.1333333333,4.53333333333,12.0,4.8,13.4666666667,0.354666666667,0.6,1.2,0.266666666667,5.53333333333,1.6,54.3333333333,18.3333333333,19.4,330.6,83.4,3.52,0.333333333333,247.2,6.53333333333,10.78,1.73333333333,49.2666666667,15.2666666667,54.3333333333,15.2,-0.333333333333,1.0,0.466666666667,1.06666666667,0.733333333333,8,6,1,9.33333333333,25.6666666667,38.1333333333,0.670533333333,300.8,8.04,12.5666666667,1.6,0.666666666667,99.5533333333,1.26666666667,9.93333333333,14.1333333333,0.4,0.133333333333,16.0,24.2666666667,110.533333333,4.38666666667,1.13333333333,5.86666666667,10.5333333333,8.93333333333,2.2,2.66666666667,0.8,37.6666666667,0.0,2.33333333333,2.53333333333,0.883333333333,0.0,19.4,2.8,124.066666667,42.8733333333,14.4,1.8,38.0,19.9866666667,0.0,20.6,1.6,20.2666666667,10.5533333333,0.0666666666667,16.5333333333,16.6,24.2666666667,60.7333333333,43.0,17.7333333333,2.46666666667,16.2666666667,0.866666666667,0.0,1.13333333333,0.533333333333,0.0,4.8,2.66666666667,6.13333333333,0.0,11.4,21.9333333333,5.86666666667,14.1333333333,5.73333333333,12.4666666667,0.448,0.466666666667,0.933333333333,0.366666666667,7.0,1.93333333333,57.8,12.4666666667,25.7333333333,411.333333333,110.533333333,4.38666666667,1.13333333333,300.8,8.04,12.5666666667,1.6,38.0,20.2666666667,57.8,13.0,0.2,0.866666666667,0.533333333333,0.666666666667,0.533333333333
SEA_17_2016,SEA,0,SF,1,9,5,1,13.2,23.0,35.2666666667,0.655933333333,255.666666667,7.37333333333,12.0,1.46666666667,0.8,93.62,2.66666666667,19.1333333333,12.6666666667,0.333333333333,0.0,16.8,25.2,100.266666667,3.92666666667,0.8,5.33333333333,14.0,7.66666666667,1.93333333333,2.2,0.900066666667,38.9333333333,0.0666666666667,1.86666666667,2.2,0.6334,0.266666666667,18.0666666667,4.53333333333,196.133333333,43.1466666667,12.7333333333,2.2,51.7333333333,21.4,0.0,23.6666666667,1.93333333333,16.2,6.16,0.0,11.9333333333,10.2666666667,17.9333333333,62.0666666667,34.0666666667,28.0,2.46666666667,16.5333333333,0.733333333333,0.0,0.866666666667,0.4,0.0666666666667,4.53333333333,2.93333333333,7.06666666667,0.0666666666667,15.2,19.6666666667,5.33333333333,12.6666666667,5.06666666667,13.0,0.382,0.266666666667,0.666666666667,0.178,7.53333333333,1.66666666667,62.4,15.6,21.9333333333,355.933333333,100.266666667,3.92666666667,0.8,255.666666667,7.37333333333,12.0,1.46666666667,51.7333333333,16.2,62.4,13.4,-0.0666666666667,0.733333333333,0.4,0.8,0.4,2,13,0,22.8,18.0,31.2666666667,0.565,181.333333333,5.56,10.84,1.33333333333,0.666666666667,77.66,2.8,15.4,9.66666666667,0.4,0.0666666666667,10.8,28.4666666667,130.466666667,4.71333333333,0.866666666667,7.26666666667,18.8,5.6,1.2,1.4,0.655533333333,28.1333333333,0.0,2.0,2.06666666667,0.9,0.0,18.4666666667,6.26666666667,274.2,43.9733333333,17.0666666667,2.2,43.6666666667,18.0866666667,0.0,20.7333333333,1.4,11.6666666667,8.74666666667,0.0,10.6,22.2666666667,30.3333333333,62.0666666667,45.6666666667,16.4,2.06666666667,10.2666666667,0.666666666667,0.0,1.0,0.666666666667,0.0,4.66666666667,2.93333333333,18.8,0.0,17.9333333333,18.2,7.26666666667,9.66666666667,5.06666666667,14.0666666667,0.354,0.533333333333,1.06666666667,0.433333333333,6.33333333333,1.26666666667,53.7333333333,18.5333333333,19.0666666667,311.8,130.466666667,4.71333333333,0.866666666667,181.333333333,5.56,10.84,1.33333333333,43.6666666667,11.6666666667,53.7333333333,13.8666666667,-0.2,0.666666666667,0.666666666667,0.666666666667,0.866666666667
NO_17_2016,NO,0,ATL,0,7,8,0,7.26666666667,29.5333333333,41.6,0.710066666667,315.533333333,7.65333333333,11.18,2.4,0.933333333333,102.386666667,1.66666666667,11.6666666667,16.6,0.333333333333,0.266666666667,16.6666666667,25.4,107.333333333,4.1,1.0,6.46666666667,11.4,8.33333333333,1.73333333333,2.13333333333,0.677866666667,34.2,0.133333333333,3.13333333333,3.2,0.911133333333,0.0666666666667,14.3333333333,3.53333333333,168.466666667,46.0133333333,19.3333333333,1.86666666667,30.8,14.8133333333,0.0,13.9333333333,1.4,14.0666666667,7.26666666667,0.0,6.4,19.1333333333,27.7333333333,55.8666666667,40.2,15.6666666667,1.93333333333,13.6666666667,0.6,0.0,0.733333333333,0.8,0.0,4.2,2.46666666667,5.8,0.0666666666667,8.53333333333,24.6,6.46666666667,16.6,6.66666666667,13.6,0.478,0.666666666667,0.8,0.466666666667,6.73333333333,1.53333333333,59.9333333333,11.2666666667,29.1333333333,422.866666667,107.333333333,4.1,1.0,315.533333333,7.65333333333,11.18,2.4,30.8,14.0666666667,59.9333333333,14.7333333333,-0.133333333333,0.6,0.8,0.933333333333,0.6,10,5,0,9.0,23.1333333333,33.4,0.691133333333,293.466666667,8.84,13.5466666667,2.26666666667,0.466666666667,113.04,2.4,15.1333333333,14.6666666667,0.2,0.133333333333,14.0,26.6,119.066666667,4.33333333333,1.26666666667,6.93333333333,7.8,10.0,2.2,2.4,0.886666666667,39.4,0.0666666666667,3.4,3.46666666667,0.933333333333,0.0,15.2666666667,2.93333333333,137.2,43.7666666667,16.1333333333,1.46666666667,31.6,18.3333333333,0.0,19.1333333333,1.4,15.6,8.75333333333,0.0,12.6,17.2,24.9333333333,57.2,39.5333333333,17.6666666667,2.13333333333,14.6,0.733333333333,0.2,1.06666666667,0.666666666667,0.133333333333,5.0,1.8,3.86666666667,0.0,9.4,23.6,6.93333333333,14.6666666667,4.6,11.1333333333,0.42,0.533333333333,0.933333333333,0.311333333333,6.33333333333,2.0,52.2666666667,6.93333333333,33.4666666667,412.533333333,119.066666667,4.33333333333,1.26666666667,293.466666667,8.84,13.5466666667,2.26666666667,31.6,15.6,52.2666666667,10.6,0.666666666667,0.733333333333,0.666666666667,0.466666666667,0.266666666667
GB_17_2016,GB,0,DET,1,9,6,0,12.3333333333,25.0666666667,38.7333333333,0.649266666667,260.266666667,6.88666666667,11.28,2.4,0.533333333333,100.886666667,2.26666666667,16.0666666667,13.6666666667,0.266666666667,0.133333333333,16.6666666667,22.8666666667,103.2,4.58666666667,0.733333333333,5.46666666667,11.8,7.8,1.66666666667,1.93333333333,0.7556,32.5333333333,0.0666666666667,2.8,2.93333333333,0.944466666667,0.0,17.5333333333,3.4,148.933333333,44.2933333333,14.9333333333,2.13333333333,42.0666666667,19.38,0.0,21.2666666667,1.46666666667,14.3333333333,7.76,0.0,7.0,15.6,24.2666666667,53.6,40.8666666667,12.7333333333,2.53333333333,18.6666666667,1.06666666667,0.0,0.6,0.533333333333,0.0,5.4,2.93333333333,7.0,0.0,13.2666666667,21.4,5.46666666667,13.6666666667,6.06666666667,13.1333333333,0.457333333333,0.466666666667,1.13333333333,0.266666666667,6.0,2.26666666667,50.1333333333,10.5333333333,26.7333333333,363.466666667,103.2,4.58666666667,0.733333333333,260.266666667,6.88666666667,11.28,2.4,42.0666666667,14.3333333333,50.1333333333,11.9333333333,0.466666666667,1.06666666667,0.533333333333,0.533333333333,0.6,9,6,0,14.4,24.1333333333,36.8666666667,0.658933333333,251.933333333,6.9,11.0266666667,1.46666666667,0.6,92.9666666667,2.33333333333,13.4,13.2,0.2,0.133333333333,19.5333333333,21.9333333333,82.2666666667,3.77333333333,0.533333333333,4.73333333333,13.4666666667,7.86666666667,2.0,2.26666666667,0.866733333333,42.7333333333,0.0,1.86666666667,2.0,0.831133333333,0.0666666666667,9.93333333333,3.86666666667,187.333333333,48.7,13.8666666667,2.13333333333,48.0666666667,19.2666666667,0.0,19.4,1.33333333333,16.4,9.16666666667,0.133333333333,13.7333333333,14.0,21.8,55.3333333333,41.8,13.5333333333,1.66666666667,10.4,0.666666666667,0.0666666666667,0.533333333333,0.266666666667,0.0,3.86666666667,2.0,4.73333333333,0.133333333333,14.0666666667,20.3333333333,4.73333333333,13.2,5.2,12.2,0.424666666667,0.466666666667,0.666666666667,0.266666666667,6.33333333333,2.4,55.4,16.0666666667,21.4666666667,334.2,82.2666666667,3.77333333333,0.533333333333,251.933333333,6.9,11.0266666667,1.46666666667,48.0666666667,16.4,55.4,12.6666666667,0.0,0.666666666667,0.266666666667,0.6,0.333333333333
CIN_17_2016,CIN,1,BAL,1,5,9,1,14.7333333333,23.0666666667,35.6666666667,0.654533333333,248.266666667,7.14666666667,11.6133333333,1.13333333333,0.533333333333,91.0333333333,2.66666666667,17.0666666667,12.7333333333,0.266666666667,0.0666666666667,17.8666666667,27.2,107.733333333,3.86666666667,1.0,6.0,16.0,6.93333333333,1.73333333333,2.2,0.6722,29.6,0.0,1.73333333333,2.13333333333,0.8056,0.0,14.0666666667,4.86666666667,224.4,46.2266666667,11.6,2.53333333333,65.9333333333,24.68,0.0,29.9333333333,2.4,15.4,6.23333333333,0.0,8.13333333333,12.5333333333,20.3333333333,58.6,39.0,19.6,2.0,11.2666666667,1.0,0.0,0.4,0.2,0.0,5.2,2.46666666667,5.2,0.0666666666667,13.6666666667,21.0666666667,6.0,12.7333333333,5.4,13.4666666667,0.4,0.466666666667,0.6,0.433333333333,5.73333333333,2.33333333333,47.0666666667,17.7333333333,19.8666666667,356.0,107.733333333,3.86666666667,1.0,248.266666667,7.14666666667,11.6133333333,1.13333333333,65.9333333333,15.4,47.0666666667,13.3333333333,0.0666666666667,1.0,0.2,0.533333333333,0.6,8,7,0,14.0666666667,27.0666666667,41.8666666667,0.644933333333,255.8,6.16666666667,10.28,1.33333333333,0.933333333333,82.76,2.0,15.1333333333,12.7333333333,0.266666666667,0.133333333333,17.2,23.4,92.7333333333,4.0,0.6,4.8,9.46666666667,9.13333333333,2.46666666667,2.53333333333,0.983333333333,47.6666666667,0.0666666666667,1.73333333333,1.73333333333,1.0,0.0,14.2666666667,5.06666666667,232.666666667,45.2133333333,14.1333333333,1.73333333333,41.1333333333,19.9,0.0,22.9333333333,1.93333333333,13.8666666667,5.82,0.0,8.73333333333,13.1333333333,19.6,53.7333333333,37.0,16.7333333333,2.0,14.3333333333,1.2,0.0,0.933333333333,0.666666666667,0.0666666666667,4.66666666667,2.6,5.53333333333,0.0,15.8,19.6,4.8,12.7333333333,5.2,14.4666666667,0.361333333333,0.466666666667,1.06666666667,0.255333333333,8.06666666667,2.06666666667,71.3333333333,15.8,22.2,348.533333333,92.7333333333,4.0,0.6,255.8,6.16666666667,10.28,1.33333333333,41.1333333333,13.8666666667,71.3333333333,11.2666666667,0.466666666667,1.2,0.666666666667,0.933333333333,0.466666666667
TEN_17_2016,TEN,1,HOU,1,8,7,0,17.1333333333,19.4,31.8666666667,0.6112,227.2,7.39333333333,12.6733333333,1.86666666667,0.666666666667,94.32,1.6,10.8,11.0666666667,0.2,0.133333333333,10.4,29.8,138.933333333,4.56666666667,1.0,7.26666666667,15.7333333333,6.6,1.4,1.53333333333,0.833333333333,36.9333333333,0.0,2.4,2.53333333333,0.966666666667,0.0666666666667,17.2666666667,4.8,212.733333333,44.12,17.6666666667,2.0,40.3333333333,15.4333333333,0.0,17.0,1.8,13.0,7.4,0.0,7.86666666667,15.5333333333,24.0666666667,52.0666666667,39.8666666667,12.2,2.4,16.2,0.8,0.0,0.2,0.333333333333,0.0,4.6,1.93333333333,4.13333333333,0.0,14.6666666667,20.4,7.26666666667,11.0666666667,6.06666666667,13.4666666667,0.448,0.266666666667,0.733333333333,0.222,6.86666666667,2.06666666667,64.1333333333,14.7333333333,23.8,366.133333333,138.933333333,4.56666666667,1.0,227.2,7.39333333333,12.6733333333,1.86666666667,40.3333333333,13.0,64.1333333333,13.3333333333,0.0,0.8,0.333333333333,0.666666666667,0.466666666667,9,6,0,20.7333333333,21.4,35.6666666667,0.601133333333,195.533333333,5.49333333333,9.76666666667,0.933333333333,1.06666666667,71.78,1.86666666667,13.8,10.6666666667,0.2,0.0666666666667,12.4,28.9333333333,120.866666667,4.22,0.466666666667,6.4,11.6666666667,8.13333333333,2.26666666667,2.6,0.764466666667,35.6,0.0,1.33333333333,1.53333333333,0.744466666667,0.0666666666667,9.86666666667,4.6,218.733333333,47.8866666667,17.7333333333,1.86666666667,35.2,16.1,0.0,18.2666666667,2.46666666667,28.0666666667,12.3266666667,0.0666666666667,16.9333333333,12.8,20.2666666667,52.9333333333,35.8,17.1333333333,1.8,12.0666666667,0.666666666667,0.0666666666667,0.466666666667,0.4,0.0,4.4,2.6,5.53333333333,0.0666666666667,17.7333333333,19.0,6.4,10.6666666667,5.6,14.5333333333,0.378666666667,0.333333333333,1.13333333333,0.233333333333,5.4,1.93333333333,55.5333333333,19.4,17.4666666667,316.4,120.866666667,4.22,0.466666666667,195.533333333,5.49333333333,9.76666666667,0.933333333333,35.2,28.0666666667,55.5333333333,16.3333333333,-0.466666666667,0.666666666667,0.4,1.06666666667,0.466666666667
TB_17_2016,TB,1,CAR,1,8,7,0,15.0666666667,22.3333333333,36.2,0.621333333333,249.2,7.02666666667,11.96,1.86666666667,1.13333333333,87.58,2.13333333333,15.0,13.9333333333,0.333333333333,0.266666666667,17.2,28.5333333333,100.266666667,3.48,0.533333333333,4.86666666667,16.9333333333,6.2,1.4,1.86666666667,0.5956,25.0666666667,0.0,2.0,2.13333333333,0.8778,0.0,15.0666666667,4.33333333333,199.066666667,45.8266666667,23.0666666667,1.4,20.4666666667,10.24,0.0,10.5333333333,1.8,17.2666666667,7.42666666667,0.0,8.93333333333,15.4,23.5333333333,54.6666666667,43.4666666667,11.2,2.33333333333,13.6,0.933333333333,0.2,1.06666666667,0.8,0.0,5.06666666667,2.26666666667,5.0,0.0666666666667,12.4666666667,21.4666666667,4.86666666667,13.9333333333,6.0,13.4666666667,0.437333333333,0.266666666667,0.6,0.166666666667,6.93333333333,2.66666666667,59.7333333333,14.8666666667,22.4666666667,349.466666667,100.266666667,3.48,0.533333333333,249.2,7.02666666667,11.96,1.86666666667,20.4666666667,17.2666666667,59.7333333333,12.9333333333,0.0666666666667,0.933333333333,0.8,1.13333333333,0.533333333333,6,9,0,16.4666666667,19.2,35.4,0.537066666667,231.866666667,6.59333333333,13.2666666667,1.33333333333,1.06666666667,73.84,2.2,16.4666666667,12.1333333333,0.133333333333,0.133333333333,12.8666666667,28.0666666667,112.4,4.0,1.0,6.2,14.3333333333,7.8,1.93333333333,2.26666666667,0.708933333333,36.2666666667,0.0,2.0,2.2,0.9478,0.133333333333,13.6666666667,4.8,221.066666667,46.3533333333,14.1333333333,2.33333333333,50.8,20.9466666667,0.0,21.2,1.86666666667,13.4666666667,5.40666666667,0.0,6.46666666667,16.2,25.6666666667,59.3333333333,38.7333333333,20.6,2.93333333333,17.0666666667,1.06666666667,0.0666666666667,1.13333333333,0.6,0.133333333333,4.26666666667,2.93333333333,6.93333333333,0.0666666666667,15.6666666667,20.0,6.2,12.1333333333,5.26666666667,13.8666666667,0.37,0.6,1.0,0.416666666667,6.26666666667,1.66666666667,53.6666666667,14.6666666667,23.5333333333,344.266666667,112.4,4.0,1.0,231.866666667,6.59333333333,13.2666666667,1.33333333333,50.8,13.4666666667,53.6666666667,13.6666666667,-0.0666666666667,1.06666666667,0.6,1.06666666667,0.666666666667
PIT_17_2016,PIT,1,CLE,1,10,5,0,13.0,23.8,37.2666666667,0.641,263.933333333,7.27333333333,11.7,2.0,0.933333333333,92.3266666667,1.13333333333,9.4,13.0,0.4,0.133333333333,14.0666666667,25.4,112.733333333,4.34666666667,0.8,6.13333333333,15.2,7.06666666667,1.6,1.86666666667,0.651133333333,31.2,0.0666666666667,2.26666666667,2.26666666667,0.8,0.0,14.9333333333,4.06666666667,182.133333333,45.5333333333,13.4,1.66666666667,37.2666666667,17.7533333333,0.0,18.4666666667,1.26666666667,11.3333333333,5.61333333333,0.0,7.53333333333,13.0,20.2,56.2,39.6666666667,16.5333333333,2.26666666667,15.5333333333,0.8,0.0,0.866666666667,0.466666666667,0.0666666666667,5.0,2.53333333333,5.46666666667,0.0666666666667,14.2,21.0,6.13333333333,13.0,5.33333333333,12.5333333333,0.430666666667,0.466666666667,0.933333333333,0.333333333333,6.93333333333,1.86666666667,68.3333333333,12.4666666667,24.8,376.666666667,112.733333333,4.34666666667,0.8,263.933333333,7.27333333333,11.7,2.0,37.2666666667,11.3333333333,68.3333333333,11.9333333333,0.133333333333,0.8,0.466666666667,0.933333333333,0.2,1,14,0,19.9333333333,20.6,35.1333333333,0.586,203.866666667,5.72,11.2266666667,0.866666666667,0.866666666667,72.0533333333,4.13333333333,26.8666666667,11.2,0.466666666667,0.333333333333,16.4,21.1333333333,98.7333333333,4.40666666667,0.8,4.73333333333,18.2666666667,5.33333333333,1.33333333333,1.66666666667,0.733333333333,29.8,0.0,1.33333333333,1.46666666667,0.911133333333,0.0666666666667,15.8,5.26666666667,238.066666667,45.7,19.2666666667,2.13333333333,38.2666666667,15.98,0.0,15.8,1.8,11.6,5.06666666667,0.0,6.4,21.6,28.3333333333,59.9333333333,39.4,20.5333333333,1.46666666667,9.53333333333,0.6,0.0666666666667,0.4,0.2,0.0,4.13333333333,1.8,3.4,0.0,18.2666666667,17.9333333333,4.73333333333,11.2,4.6,13.1333333333,0.338666666667,0.866666666667,1.2,0.5,6.0,2.0,46.6,22.0666666667,16.0,302.6,98.7333333333,4.40666666667,0.8,203.866666667,5.72,11.2266666667,0.866666666667,38.2666666667,11.6,46.6,16.6666666667,-0.6,0.6,0.2,0.866666666667,0.533333333333
