,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,5,19,36,0.528,306,8.5,17.5,1,1,79.2,4,26,14,0,0,22,25,83,3.3,0,2,6,10,3,4,0.75,40,0,1,1,1.0,0,13,5,232,46.4,19,2,35,17.5,0,21,1,6,6.0,0,6,10,13,62,44,18,4,26,1,0,2,0,0,4,5,13,0,21,17,2,14,6,15,0.4,0,1,0.0,6,1,41,20,16,389,83,3.3,0,306,8.5,17.5,1,35,6,41,11,0,1,0,1,0
ATL,15,19,28,0.679,223,8.0,13.3,1,0,103.7,3,29,12,0,0,7,27,141,5.2,2,7,6,10,2,2,1.0,53,0,4,4,1.0,0,27,4,165,41.3,23,2,31,15.5,0,16,1,0,0.0,0,0,21,23,54,40,14,3,35,1,0,1,1,1,4,1,2,0,17,19,7,12,5,11,0.45,0,0,0.0,6,0,34,5,34,364,141,5.2,2,223,8.0,13.3,1,31,0,34,3,2,1,1,0,0
BAL,21,25,34,0.735,201,5.9,8.7,2,1,95.3,2,16,16,0,0,9,32,136,4.3,1,7,20,6,1,2,0.5,28,0,3,3,1.0,0,12,5,235,47.0,26,0,0,0.0,0,0,3,19,6.3,0,14,7,10,47,39,8,3,7,4,0,2,1,0,9,2,5,0,4,24,7,16,4,11,0.36,0,0,0.0,7,1,45,10,24,337,136,4.3,1,201,5.9,8.7,2,0,19,45,1,3,4,1,1,1
BUF,30,17,25,0.68,107,4.3,7.4,0,0,76.6,3,18,8,0,0,27,23,69,3.0,0,2,30,3,1,1,1.0,45,0,0,0,0.0,0,6,6,297,49.5,26,0,0,0.0,0,0,2,2,1.0,0,2,3,9,71,35,36,6,50,0,0,0,0,0,7,8,13,0,32,10,2,8,4,13,0.31,0,2,0.0,5,0,44,32,3,176,69,3.0,0,107,4.3,7.4,0,0,2,44,11,0,0,0,0,0
CAR,25,20,32,0.625,178,5.6,11.4,0,0,77.3,6,50,12,0,0,25,28,77,2.8,0,6,8,9,3,3,1.0,34,0,0,0,0.0,0,26,6,249,41.5,26,0,0,0.0,0,0,5,30,6.0,0,11,1,3,49,35,14,3,18,0,0,1,0,0,2,4,12,0,17,19,6,12,7,16,0.44,0,0,0.0,6,1,40,27,9,255,77,2.8,0,178,5.6,11.4,0,0,30,40,11,0,0,0,0,0
CHI,8,31,45,0.689,290,6.4,9.7,1,2,75.2,1,11,16,1,1,32,16,20,1.3,0,1,32,1,0,0,0.0,0,0,1,1,1.0,0,1,3,168,56.0,15,2,43,21.5,0,22,2,10,5.0,0,10,27,29,63,49,14,2,10,0,0,1,1,0,2,2,2,0,17,19,1,16,7,14,0.5,0,2,0.0,8,2,59,31,7,310,20,1.3,0,290,6.4,9.7,1,43,10,59,31,-3,0,1,2,2
CIN,16,20,35,0.571,213,6.1,11.2,0,0,75.1,3,11,8,0,0,23,24,82,3.4,0,4,8,9,3,3,1.0,39,0,0,0,0.0,0,11,7,334,47.7,1,2,76,38.0,0,41,6,98,16.3,0,33,10,13,65,37,28,3,27,0,0,0,0,0,5,3,5,0,29,12,4,8,4,15,0.27,1,2,0.5,7,0,45,27,9,295,82,3.4,0,213,6.1,11.2,0,76,98,45,23,-1,0,0,0,1
CLE,7,20,42,0.476,293,7.0,15.0,1,4,39.2,3,7,12,1,1,19,21,93,4.4,0,6,27,4,1,1,1.0,38,0,1,1,1.0,0,3,4,209,52.3,18,1,18,18.0,0,18,1,0,0.0,0,0,22,24,59,49,10,2,16,1,0,1,1,0,3,6,12,0,14,20,6,12,2,12,0.17,1,2,0.5,11,2,65,25,10,386,93,4.4,0,293,7.0,15.0,1,18,0,65,31,-3,1,1,4,1
DAL,13,30,50,0.6,228,4.6,7.9,2,2,67.8,2,10,12,0,0,31,14,40,2.9,0,1,24,5,1,1,1.0,56,0,2,2,1.0,0,5,5,249,49.8,26,0,0,0.0,0,0,1,19,19.0,0,19,31,42,63,48,15,2,29,1,0,2,1,0,3,3,6,0,23,16,1,12,3,14,0.21,2,5,0.4,8,3,69,18,17,268,40,2.9,0,228,4.6,7.9,2,0,19,69,11,0,1,1,2,0
DEN,20,22,32,0.688,202,6.3,10.5,4,1,112.2,2,29,12,1,1,4,39,178,4.6,1,11,20,6,0,1,0.0,0,0,6,6,1.0,0,21,3,129,43.0,6,1,25,25.0,0,25,2,20,10.0,0,20,14,17,48,37,11,2,10,2,1,0,0,0,7,1,5,0,3,26,11,12,9,15,0.6,0,0,0.0,8,3,61,2,42,380,178,4.6,1,202,6.3,10.5,4,25,20,61,11,0,2,0,1,1
