,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ATL,27,11,23,0.478,106,4.6,10.2,1,1,57.5,1,6,6,0,0,8,33,160,4.8,1,12,2,10,2,2,1.0,37,0,4,4,1.0,0,7,4,189,47.3,8,6,143,23.8,0,30,0,0,0.0,0,0,24,31,74,49,25,2,14,1,0,1,1,1,6,2,5,0,10,21,12,6,7,12,0.58,0,0,0.0,10,3,79,3,34,266,160,4.8,1,106,4.6,10.2,1,143,0,79,6,1,1,1,1,0
BAL,13,23,31,0.742,201,6.5,9.3,1,1,88.2,1,12,10,1,0,9,33,150,4.5,0,5,2,10,3,3,1.0,39,0,1,1,1.0,0,5,5,238,47.6,28,1,7,7.0,0,7,3,74,24.7,0,51,1,3,41,35,6,4,31,1,0,2,2,0,5,0,0,0,18,16,5,10,6,15,0.4,2,2,1.0,11,1,97,21,16,351,150,4.5,0,201,6.5,9.3,1,7,74,97,5,2,1,2,1,0
BUF,17,18,26,0.692,164,6.3,9.6,2,2,79.6,1,8,8,0,0,6,39,177,4.5,1,13,5,9,2,2,1.0,50,0,3,3,1.0,0,13,4,171,42.8,5,4,109,27.3,0,43,1,8,8.0,0,8,9,17,46,33,13,5,35,2,0,0,1,0,6,0,0,0,6,24,13,8,5,10,0.5,0,0,0.0,13,3,99,10,27,341,177,4.5,1,164,6.3,9.6,2,109,8,99,6,1,2,1,2,0
CAR,6,20,32,0.625,263,8.2,14.2,3,3,80.6,2,20,13,0,0,26,25,54,2.2,0,0,24,3,0,1,0.0,0,1,3,3,1.0,0,23,5,189,37.8,27,5,72,14.4,0,17,4,14,3.5,0,8,11,20,56,42,14,6,44,1,0,4,3,0,5,2,8,0,23,14,0,13,6,14,0.43,0,1,0.0,10,1,73,15,21,317,54,2.2,0,263,8.2,14.2,3,72,14,73,12,0,1,3,3,1
CHI,28,16,25,0.64,97,3.9,7.3,2,1,81.6,3,20,9,0,0,16,30,95,3.2,2,4,21,4,0,0,0.0,0,0,4,4,1.0,0,22,5,194,38.8,6,2,54,27.0,0,34,3,63,21.0,0,49,1,3,57,49,8,4,34,2,0,0,0,0,10,3,4,0,18,16,4,9,3,10,0.3,0,1,0.0,8,3,58,6,28,192,95,3.2,2,97,3.9,7.3,2,54,63,58,18,-1,2,0,1,2
CIN,5,27,33,0.818,268,8.1,10.1,2,0,120.7,1,4,17,0,0,11,28,119,4.3,1,6,13,7,1,2,0.5,21,0,4,4,1.0,0,6,4,190,47.5,9,3,70,23.3,0,29,1,7,7.0,0,7,15,23,66,46,20,0,0,2,1,2,1,0,6,1,1,0,6,24,6,17,3,10,0.3,0,1,0.0,4,1,32,4,31,387,119,4.3,1,268,8.1,10.1,2,70,7,32,1,3,2,1,0,0
CLE,26,16,30,0.533,116,3.9,9.2,0,1,48.8,4,31,4,1,1,23,18,70,3.9,0,5,24,3,1,1,1.0,24,0,0,0,0.0,0,3,6,302,50.3,22,4,75,18.8,0,24,5,38,7.6,0,29,7,16,76,55,21,1,12,1,0,1,0,0,2,3,8,0,26,12,5,4,4,11,0.36,0,0,0.0,8,3,53,27,3,186,70,3.9,0,116,3.9,9.2,0,75,38,53,24,-2,1,0,1,2
DAL,3,26,37,0.703,293,7.9,12.0,1,1,91.4,3,19,16,1,1,18,38,92,2.4,0,8,2,10,3,5,0.6,45,1,1,1,1.0,0,19,3,121,40.3,15,5,100,20.0,0,26,3,10,3.3,0,6,4,13,40,32,8,4,36,1,0,3,3,0,6,0,0,0,5,25,8,16,9,16,0.56,0,0,0.0,6,1,44,21,16,385,92,2.4,0,293,7.9,12.0,1,100,10,44,12,0,1,3,1,3
DEN,8,17,24,0.708,254,10.6,15.4,2,0,133.0,1,8,10,0,0,5,34,178,5.2,2,10,21,4,0,0,0.0,0,0,4,4,1.0,0,1,7,366,52.3,3,1,30,30.0,0,30,3,8,2.7,0,6,11,20,51,36,15,0,0,0,0,1,0,0,15,2,6,0,12,20,10,10,3,11,0.27,0,0,0.0,11,0,82,6,28,432,178,5.2,2,254,10.6,15.4,2,30,8,82,12,0,0,0,0,0
DET,20,17,28,0.607,157,5.6,11.8,0,1,61.2,6,44,8,2,2,27,24,52,2.2,0,1,9,8,2,3,0.667,52,1,2,2,1.0,0,15,5,213,42.6,4,4,112,28.0,0,43,2,3,1.5,0,5,13,21,53,38,15,2,20,3,2,3,1,0,7,3,4,0,27,11,1,8,4,15,0.27,1,2,0.5,10,2,75,17,20,209,52,2.2,0,157,5.6,11.8,0,112,3,75,12,0,3,1,1,3
HOU,19,19,33,0.576,160,4.8,9.4,1,0,80.4,3,19,10,0,0,24,22,67,3.0,0,3,21,4,1,2,0.5,39,0,1,1,1.0,0,24,6,225,37.5,13,4,90,22.5,0,27,0,0,0.0,0,0,27,42,58,48,10,3,29,1,0,2,0,0,3,3,5,0,23,14,3,10,6,16,0.38,2,2,1.0,13,1,95,26,10,227,67,3.0,0,160,4.8,9.4,1,90,0,95,6,1,1,0,0,0
IND,14,22,32,0.688,187,5.8,8.7,2,0,104.6,2,4,12,0,0,7,38,176,4.6,4,16,5,9,1,2,0.5,22,0,6,6,1.0,0,26,1,36,36.0,21,5,94,18.8,0,29,1,19,19.0,0,19,20,28,60,43,17,1,11,3,0,2,1,0,6,3,8,0,2,31,16,12,8,12,0.67,0,1,0.0,3,3,15,1,45,363,176,4.6,4,187,5.8,8.7,2,94,19,15,1,3,3,1,0,1
JAX,22,19,35,0.543,153,4.4,9.3,1,1,63.2,3,24,9,1,0,17,35,93,2.7,1,6,18,5,1,1,1.0,23,0,2,2,1.0,0,9,9,422,46.9,15,2,40,20.0,0,20,3,15,5.0,0,9,9,17,57,36,21,2,9,3,1,1,1,0,9,5,14,0,16,17,6,9,7,19,0.37,0,1,0.0,10,2,106,13,23,246,93,2.7,1,153,4.4,9.3,1,40,15,106,1,3,3,1,1,0
KC,16,15,25,0.6,178,7.1,12.1,1,0,95.1,1,3,7,0,0,15,32,96,3.0,1,7,9,8,2,2,1.0,38,0,2,2,1.0,0,27,5,168,33.6,24,4,72,18.0,0,20,2,2,1.0,0,3,13,21,60,53,7,4,34,0,0,3,3,1,4,2,3,0,15,18,7,7,4,12,0.33,1,1,1.0,4,4,24,6,28,274,96,3.0,1,178,7.1,12.1,1,72,2,24,1,3,0,3,0,0
