,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,3,29,45,0.644,339,7.5,12.2,1,2,76.1,2,15,14,0,0,26,23,65,2.8,0,3,6,9,3,3,1.0,35,0,0,0,0.0,0,32,5,131,26.2,18,3,57,19.0,0,27,3,17,5.7,0,10,8,10,44,32,12,3,16,3,0,2,1,0,8,2,2,0,13,18,3,14,5,16,0.31,0,1,0.0,11,1,80,15,17,404,65,2.8,0,339,7.5,12.2,1,57,17,80,4,2,3,1,2,0
ATL,21,17,35,0.486,148,4.2,10.1,0,2,36.4,4,23,8,0,0,12,24,111,4.6,0,5,12,6,2,3,0.667,43,0,0,0,0.0,0,29,6,214,35.7,4,4,113,28.3,0,47,3,20,6.7,0,17,23,24,61,41,20,0,0,1,0,0,0,0,5,0,0,0,24,14,5,8,7,17,0.41,0,1,0.0,4,1,37,28,6,259,111,4.6,0,148,4.2,10.1,0,113,20,37,19,-1,1,0,2,0
BAL,17,17,33,0.515,165,5.0,11.6,0,0,65.8,4,33,9,2,0,24,23,73,3.2,1,3,19,4,1,1,1.0,38,0,1,1,1.0,0,20,8,321,40.1,11,3,67,22.3,0,29,1,0,0.0,0,0,13,15,72,54,18,5,32,1,1,1,1,0,4,1,1,0,22,15,3,9,4,13,0.31,1,1,1.0,8,3,71,17,16,238,73,3.2,1,165,5.0,11.6,0,67,0,71,15,0,1,1,0,2
BUF,14,14,27,0.519,202,7.5,16.2,3,1,98.1,2,25,8,1,1,21,33,92,2.8,0,5,24,3,0,0,0.0,0,0,3,3,1.0,0,10,8,353,44.1,13,5,111,22.2,0,37,5,35,7.0,0,36,23,24,61,45,16,3,26,1,0,1,1,0,13,1,2,1,17,16,5,8,6,14,0.43,0,0,0.0,7,3,55,11,23,294,92,2.8,0,202,7.5,16.2,3,111,35,55,19,-1,1,1,1,2
CAR,18,17,27,0.63,164,6.1,9.6,2,1,89.1,0,0,8,0,0,5,34,142,4.2,1,6,12,6,1,1,1.0,20,0,3,3,1.0,0,9,7,312,44.6,20,3,56,18.7,0,26,0,0,0.0,0,0,5,6,57,37,20,4,23,2,0,0,0,0,10,4,15,0,24,14,6,8,5,15,0.33,1,1,1.0,3,0,38,8,24,306,142,4.2,1,164,6.1,9.6,2,56,0,38,9,1,2,0,1,0
CHI,32,6,17,0.353,49,2.9,11.3,0,1,19.5,3,19,2,0,0,6,31,141,4.5,0,8,2,13,4,5,0.8,40,0,1,1,1.0,0,3,6,292,48.7,31,2,29,14.5,0,18,4,36,9.0,0,21,6,7,66,57,9,2,19,2,1,3,2,0,12,3,3,0,32,10,8,2,0,10,0.0,0,0,0.0,4,0,61,14,19,190,141,4.5,0,49,2.9,11.3,0,29,36,61,4,2,2,2,1,1
CIN,9,22,38,0.579,222,5.8,10.3,3,0,101.0,1,5,12,0,0,16,25,102,4.1,2,7,8,8,1,1,1.0,30,0,5,5,1.0,0,6,5,234,46.8,1,5,197,39.4,0,94,1,3,3.0,0,3,27,31,72,47,25,2,7,3,0,2,1,0,4,4,16,0,6,21,7,12,6,14,0.43,0,1,0.0,4,2,30,2,38,324,102,4.1,2,222,5.8,10.3,3,197,3,30,2,4,3,1,0,0
CLE,13,13,20,0.65,205,10.3,17.4,2,0,132.3,5,21,9,0,0,18,32,98,3.1,0,4,29,2,0,1,0.0,0,0,2,2,1.0,0,25,6,223,37.2,26,5,84,16.8,0,28,0,0,0.0,0,0,20,20,66,43,23,1,1,1,0,0,0,0,4,3,14,0,22,15,4,9,4,12,0.33,0,1,0.0,7,2,97,21,14,303,98,3.1,0,205,10.3,17.4,2,84,0,97,9,1,1,0,0,0
DAL,26,15,39,0.385,125,3.2,9.7,1,2,34.7,4,21,7,1,1,22,27,81,3.0,0,6,19,4,1,1,1.0,34,0,1,1,1.0,0,21,7,280,40.0,28,4,66,16.5,0,23,2,30,15.0,0,26,17,17,62,46,16,1,2,2,0,0,0,0,4,3,5,0,17,16,6,7,4,16,0.25,1,1,1.0,7,3,46,22,10,206,81,3.0,0,125,3.2,9.7,1,66,30,46,25,-2,2,0,2,2
DEN,5,18,29,0.621,257,8.9,15.3,1,2,73.5,2,19,8,0,0,8,29,131,4.5,2,11,6,9,2,2,1.0,40,0,3,3,1.0,0,2,2,98,49.0,19,6,113,18.8,0,36,1,1,1.0,0,1,27,31,52,49,3,0,0,2,0,1,1,0,4,2,5,0,9,19,11,8,3,10,0.3,0,1,0.0,8,0,55,7,27,388,131,4.5,2,257,8.9,15.3,1,113,1,55,9,1,2,1,2,0
DET,28,17,35,0.486,118,3.4,7.4,0,1,44.7,1,8,9,0,0,13,23,105,4.6,1,7,3,10,3,3,1.0,45,0,1,1,1.0,0,5,5,235,47.0,17,4,80,20.0,0,34,3,69,23.0,0,38,21,21,56,41,15,2,14,0,0,0,0,0,3,8,24,0,9,19,7,9,5,13,0.38,0,0,0.0,3,3,30,17,16,223,105,4.6,1,118,3.4,7.4,0,80,69,30,19,-1,0,0,1,0
GB,4,31,58,0.534,258,4.4,8.9,0,2,50.8,2,19,19,2,1,17,24,100,4.2,1,5,30,1,0,0,0.0,0,0,1,1,1.0,0,28,7,250,35.7,25,6,102,17.0,0,23,1,3,3.0,0,3,19,19,48,39,9,3,19,1,0,0,1,0,2,2,2,0,2,26,5,19,5,16,0.31,3,4,0.75,9,2,70,27,7,358,100,4.2,1,258,4.4,8.9,0,102,3,70,25,-2,1,1,2,2
