,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,2,29,45,0.644,359,8.0,12.4,1,0,96.4,0,0,18,0,0,27,16,38,2.4,1,3,12,7,2,2,1.0,51,0,1,1,1.0,0,23,4,153,38.3,20,5,97,19.4,0,31,5,29,5.8,0,12,19,29,59,40,19,1,5,0,0,0,0,0,4,4,14,0,10,21,3,18,6,13,0.46,0,1,0.0,9,0,80,14,21,397,38,2.4,1,359,8.0,12.4,1,97,29,80,18,-1,0,0,0,1
ATL,17,20,30,0.667,192,6.4,10.5,2,0,106.5,3,17,11,1,0,11,29,129,4.4,1,7,17,5,1,1,1.0,37,0,2,2,1.0,0,22,5,197,39.4,19,8,156,19.5,0,28,3,34,11.3,0,29,25,33,59,51,8,1,12,1,0,2,0,0,5,3,6,0,15,19,7,11,4,11,0.36,1,1,1.0,8,1,58,11,25,321,129,4.4,1,192,6.4,10.5,2,156,34,58,20,-2,1,0,0,3
BAL,25,19,33,0.576,110,3.3,7.5,0,3,26.1,4,32,5,0,0,26,17,53,3.1,0,2,23,3,1,1,1.0,41,0,0,0,0.0,0,6,7,312,44.6,14,4,85,21.3,0,23,2,46,23.0,0,39,20,30,51,44,7,1,6,0,0,0,0,0,4,3,4,0,28,8,2,5,4,14,0.29,0,1,0.0,9,1,86,26,3,163,53,3.1,0,110,3.3,7.5,0,85,46,86,26,-3,0,0,3,0
BUF,21,13,22,0.591,148,6.7,12.5,2,0,109.7,2,14,5,1,1,21,28,61,2.2,0,4,28,2,0,2,0.0,0,0,2,2,1.0,0,1,5,241,48.2,27,2,32,16.0,0,18,0,0,0.0,0,0,1,3,92,59,33,6,54,3,0,2,1,0,8,3,6,0,26,9,4,5,3,13,0.23,0,1,0.0,5,0,37,24,14,209,61,2.2,0,148,6.7,12.5,2,32,0,37,4,2,3,1,0,2
CAR,24,10,20,0.5,119,6.0,11.9,1,2,45.6,0,0,8,0,0,16,36,101,2.8,1,6,2,12,3,3,1.0,42,0,3,3,1.0,0,12,3,128,42.7,24,2,35,17.5,0,24,2,25,12.5,0,18,1,3,54,42,12,3,21,4,1,3,2,0,7,0,0,0,20,15,6,8,5,11,0.45,0,0,0.0,3,1,25,8,30,220,101,2.8,1,119,6.0,11.9,1,35,25,25,1,4,4,2,2,0
CHI,27,8,14,0.571,67,4.8,8.4,0,1,39.9,0,0,2,0,0,4,40,172,4.3,1,8,17,5,1,2,0.5,37,0,2,2,1.0,0,25,5,189,37.8,15,4,83,20.8,0,22,4,31,7.8,0,17,4,9,59,48,11,0,0,1,0,1,1,0,3,8,18,0,23,12,8,2,4,13,0.31,0,1,0.0,5,2,34,19,17,239,172,4.3,1,67,4.8,8.4,0,83,31,34,20,-2,1,1,1,3
CLE,11,17,34,0.5,242,7.1,14.9,1,1,71.0,2,11,12,0,0,21,19,61,3.2,1,4,23,3,0,0,0.0,0,0,3,3,1.0,0,26,4,148,37.0,26,7,119,17.0,0,25,0,0,0.0,0,0,26,34,78,46,32,0,0,0,0,0,0,0,2,6,15,0,19,16,4,12,5,11,0.45,1,2,0.5,9,0,75,14,21,303,61,3.2,1,242,7.1,14.9,1,119,0,75,20,-2,0,0,1,1
DAL,18,17,24,0.708,183,7.6,11.5,1,1,89.4,2,13,8,0,0,25,24,58,2.4,1,2,23,3,0,0,0.0,0,0,3,3,1.0,0,12,9,384,42.7,13,5,107,21.4,0,27,1,1,1.0,0,1,11,20,62,56,6,2,5,1,1,2,0,0,14,2,4,0,22,13,2,8,3,13,0.23,0,0,0.0,4,3,31,14,21,241,58,2.4,1,183,7.6,11.5,1,107,1,31,12,0,1,0,1,0
DEN,14,16,22,0.727,205,9.3,12.8,1,0,116.7,0,0,9,0,0,14,38,121,3.2,1,5,4,11,3,3,1.0,38,0,2,2,1.0,0,7,4,177,44.3,8,2,49,24.5,0,29,1,52,52.0,0,52,8,17,53,46,7,4,35,3,1,1,0,0,5,1,2,0,18,18,5,9,5,13,0.38,0,0,0.0,4,4,30,5,31,326,121,3.2,1,205,9.3,12.8,1,49,52,30,10,1,3,0,0,2
DET,12,21,31,0.677,226,7.3,11.0,3,0,121.2,1,5,12,0,0,6,32,157,4.9,0,6,7,9,2,2,1.0,26,0,3,3,1.0,0,8,6,262,43.7,6,4,106,26.5,0,37,1,13,13.0,0,13,12,21,52,35,17,0,0,0,0,1,1,0,4,5,11,1,6,22,6,12,5,14,0.36,1,1,1.0,7,4,50,10,29,383,157,4.9,0,226,7.3,11.0,3,106,13,50,10,1,0,1,0,0
