,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,3,31,42,0.738,284,6.8,9.6,1,1,89.8,3,13,14,0,0,13,31,129,4.2,0,7,17,7,2,2,1.0,42,0,1,1,1.0,0,24,5,194,38.8,29,4,58,14.5,0,20,1,9,9.0,0,9,10,17,34,28,6,2,5,1,0,1,0,0,5,1,5,0,4,23,7,14,8,17,0.47,1,2,0.5,12,2,98,25,13,413,129,4.2,0,284,6.8,9.6,1,58,9,98,21,-1,1,0,1,1
ATL,16,24,37,0.649,185,5.0,9.4,1,1,74.7,5,40,11,0,0,30,15,26,1.7,0,3,26,3,1,1,1.0,29,0,0,0,0.0,0,11,3,134,44.7,11,8,181,22.6,0,39,2,15,7.5,0,15,32,44,55,48,7,1,6,0,0,0,0,0,5,1,1,0,19,15,3,11,5,12,0.42,0,2,0.0,7,1,70,28,11,211,26,1.7,0,185,5.0,9.4,1,181,15,70,29,-4,0,0,1,3
BAL,25,15,36,0.417,138,3.8,10.1,0,2,29.6,2,13,7,0,0,13,32,129,4.0,0,5,8,10,3,3,1.0,43,0,1,1,1.0,0,10,8,359,44.9,32,4,44,11.0,0,14,6,30,5.0,0,10,13,20,61,47,14,5,27,1,0,4,2,1,3,4,12,0,29,12,5,7,4,18,0.22,0,2,0.0,8,0,64,24,16,267,129,4.0,0,138,3.8,10.1,0,44,30,64,13,0,1,2,2,1
BUF,18,23,37,0.622,172,4.6,8.0,2,4,51.7,2,12,11,1,0,6,30,159,5.3,0,9,1,14,4,4,1.0,52,0,2,2,1.0,0,3,1,48,48.0,16,7,151,21.6,0,39,2,26,13.0,0,14,25,30,49,40,9,4,27,0,0,0,0,0,1,4,10,0,7,21,9,11,8,14,0.57,0,1,0.0,3,1,30,11,26,331,159,5.3,0,172,4.6,8.0,2,151,26,30,29,-4,0,0,4,0
CAR,17,16,25,0.64,174,7.0,11.3,2,0,111.1,1,6,7,0,0,1,38,229,6.0,2,13,1,14,3,3,1.0,41,0,5,5,1.0,0,26,3,112,37.3,30,2,28,14.0,0,17,1,8,8.0,0,8,5,11,46,43,3,5,40,1,0,2,3,1,6,2,8,0,4,23,13,7,7,13,0.54,0,0,0.0,6,3,55,1,44,403,229,6.0,2,174,7.0,11.3,2,28,8,55,2,4,1,3,0,0
CHI,31,14,23,0.609,97,4.2,8.6,1,0,84.9,3,24,6,0,0,8,33,154,4.7,0,7,24,4,1,1,1.0,22,0,1,1,1.0,0,32,5,146,29.2,17,7,148,21.1,0,34,1,12,12.0,0,12,28,34,50,32,18,0,0,0,0,0,0,0,3,2,10,0,26,13,7,6,6,16,0.38,2,4,0.5,8,0,45,29,10,251,154,4.7,0,97,4.2,8.6,1,148,12,45,13,0,0,0,0,0
CIN,30,18,32,0.563,124,3.9,7.2,0,2,39.1,1,6,7,0,0,29,22,37,1.7,0,3,26,3,1,1,1.0,49,0,0,0,0.0,0,2,7,346,49.4,20,8,167,20.9,0,38,1,10,10.0,0,10,30,37,53,47,6,2,9,0,0,1,1,0,1,1,1,0,32,10,3,7,6,16,0.38,1,2,0.5,6,0,50,32,3,161,37,1.7,0,124,3.9,7.2,0,167,10,50,21,-1,0,1,2,0
CLE,18,22,37,0.595,172,4.6,9.0,1,1,68.8,5,27,10,2,2,28,23,54,2.3,0,2,12,8,2,2,1.0,39,0,2,2,1.0,0,17,8,325,40.6,8,5,128,25.6,0,54,6,91,15.2,1,62,9,16,67,46,21,2,13,2,0,1,1,0,10,3,5,0,29,12,2,10,6,18,0.33,0,1,0.0,9,0,64,17,20,226,54,2.3,0,172,4.6,9.0,1,128,91,64,13,0,2,1,1,2
DAL,9,18,39,0.462,214,5.5,13.4,1,2,50.6,5,28,11,1,1,26,22,57,2.6,0,2,24,4,1,2,0.5,22,0,1,1,1.0,0,28,6,223,37.2,4,5,143,28.6,0,44,5,28,5.6,0,8,13,20,54,46,8,2,11,0,0,0,0,0,3,6,13,0,19,15,2,11,6,16,0.38,0,0,0.0,10,2,78,29,10,271,57,2.6,0,214,5.5,13.4,1,143,28,78,29,-4,0,0,2,2
DEN,32,10,22,0.455,84,3.8,9.8,0,0,55.9,2,14,5,1,0,7,40,157,3.9,3,12,26,3,0,1,0.0,0,0,3,3,1.0,0,9,7,319,45.6,24,3,53,17.7,0,21,3,17,5.7,0,9,2,7,55,46,9,6,38,1,0,3,1,0,6,3,6,1,15,17,12,5,3,14,0.21,2,2,1.0,4,0,22,13,23,241,157,3.9,3,84,3.8,9.8,0,53,17,22,6,2,1,1,0,0
DET,13,17,33,0.515,203,6.2,12.5,3,0,100.9,1,9,12,0,0,17,25,105,4.2,0,3,26,3,0,0,0.0,0,0,3,3,1.0,0,21,6,235,39.2,18,6,126,21.0,0,33,2,1,0.5,0,6,29,35,63,37,26,1,3,2,0,0,0,0,3,1,5,0,17,16,3,12,10,17,0.59,0,0,0.0,5,1,47,15,21,308,105,4.2,0,203,6.2,12.5,3,126,1,47,13,0,2,0,0,2
GB,5,21,37,0.568,246,6.6,12.3,1,1,74.8,3,13,12,1,1,25,33,68,2.1,1,5,7,11,3,3,1.0,32,0,2,2,1.0,0,30,3,98,32.7,18,3,63,21.0,0,32,3,-5,-1.7,0,0,10,17,55,47,8,4,27,1,0,1,1,0,3,3,7,0,7,21,5,12,11,20,0.55,0,0,0.0,7,4,50,13,23,314,68,2.1,1,246,6.6,12.3,1,63,-5,50,21,-1,1,1,1,2
HOU,14,18,36,0.5,196,5.4,10.9,1,2,52.5,0,0,8,0,0,22,25,88,3.5,1,5,20,5,1,2,0.5,21,0,2,2,1.0,0,19,7,280,40.0,12,4,89,22.3,0,29,3,27,9.0,0,23,13,20,77,49,28,3,17,1,0,0,0,0,6,3,8,0,26,13,5,8,4,15,0.27,0,0,0.0,8,0,74,21,17,284,88,3.5,1,196,5.4,10.9,1,89,27,74,21,-1,1,0,2,0
IND,11,21,32,0.656,207,6.5,10.1,2,1,91.5,2,5,10,1,0,32,10,11,1.1,0,0,20,5,1,1,1.0,44,0,2,2,1.0,0,7,5,232,46.4,27,4,65,16.3,0,24,2,15,7.5,0,9,6,13,89,63,26,3,13,1,0,2,1,0,6,1,1,0,19,15,0,10,2,8,0.25,0,0,0.0,7,5,50,21,17,218,11,1.1,0,207,6.5,10.1,2,65,15,50,7,1,1,1,1,0
JAX,10,19,31,0.613,213,6.9,12.3,2,0,103.3,3,21,14,2,1,15,35,122,3.5,3,6,8,10,2,2,1.0,46,0,4,5,0.8,0,25,3,116,38.7,6,2,53,26.5,0,31,3,31,10.3,0,13,6,13,50,37,13,1,8,1,0,2,1,0,6,1,2,0,1,25,6,14,7,14,0.5,0,0,0.0,7,5,50,2,40,335,122,3.5,3,213,6.9,12.3,2,53,31,50,7,1,1,1,0,1
KC,1,23,29,0.793,335,11.6,15.0,1,0,126.3,2,9,13,0,0,3,32,202,6.3,3,9,4,13,3,3,1.0,39,0,4,4,1.0,0,1,2,99,49.5,13,1,22,22.0,0,22,4,34,8.5,0,17,1,3,50,41,9,1,6,2,0,0,0,0,8,4,6,0,3,24,9,13,5,11,0.45,0,0,0.0,9,2,80,3,37,537,202,6.3,3,335,11.6,15.0,1,22,34,80,7,1,2,0,0,1
MIA,8,22,35,0.629,230,6.6,10.9,1,0,91.4,2,9,14,0,0,12,40,148,3.7,1,9,1,14,4,4,1.0,42,0,2,2,1.0,0,23,4,155,38.8,25,4,69,17.3,0,23,2,18,9.0,0,10,21,26,45,37,8,1,1,1,0,1,0,0,4,3,10,1,1,25,9,14,9,17,0.53,0,0,0.0,9,2,77,9,28,378,148,3.7,1,230,6.6,10.9,1,69,18,77,7,1,1,0,0,0
