,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,9,27,39,0.692,278,7.1,10.6,3,0,115.1,1,7,16,1,1,19,26,94,3.6,1,7,3,12,3,3,1.0,51,0,3,3,1.0,0,30,2,61,30.5,1,5,199,39.8,0,90,2,17,8.5,0,12,24,28,51,47,4,5,34,0,0,2,2,0,3,5,11,0,5,27,7,16,5,11,0.45,0,0,0.0,10,4,111,4,38,372,94,3.6,1,278,7.1,10.6,3,199,17,111,5,1,0,2,0,1
ATL,7,21,38,0.553,293,7.7,14.6,2,0,97.8,3,13,15,2,2,6,36,150,4.2,1,8,9,9,2,3,0.667,31,0,3,3,1.0,0,24,2,77,38.5,22,6,112,18.7,0,23,1,19,19.0,0,19,26,30,38,34,4,0,0,1,0,0,0,0,1,2,4,0,6,26,8,15,11,17,0.65,0,1,0.0,11,3,87,10,27,443,150,4.2,1,293,7.7,14.6,2,112,19,87,23,-1,1,0,0,2
BAL,27,21,36,0.583,137,3.8,7.8,1,1,64.2,5,26,9,0,0,18,38,104,2.7,0,7,6,10,3,3,1.0,47,0,1,1,1.0,0,12,8,350,43.8,4,4,130,32.5,0,45,5,54,10.8,0,30,6,13,58,50,8,6,34,1,0,1,1,0,6,4,10,0,17,18,7,9,7,20,0.35,0,0,0.0,11,2,70,23,16,241,104,2.7,0,137,3.8,7.8,1,130,54,70,11,0,1,1,1,1
BUF,27,20,36,0.556,137,3.8,8.4,1,1,61.9,6,31,7,2,0,24,13,65,5.0,0,5,27,4,1,1,1.0,53,0,1,1,1.0,0,5,4,194,48.5,6,9,239,26.6,0,45,0,0,0.0,0,0,32,48,75,55,20,1,2,0,0,1,0,0,1,1,1,0,29,12,5,7,3,13,0.23,2,4,0.5,9,0,65,28,10,202,65,5.0,0,137,3.8,8.4,1,239,0,65,29,-2,0,0,1,1
CAR,21,22,39,0.564,183,4.7,10.7,0,2,47.3,8,52,9,1,0,27,16,55,3.4,0,1,29,3,1,2,0.5,38,0,0,0,0.0,0,17,7,291,41.6,32,4,51,12.8,0,19,2,18,9.0,0,15,6,13,51,43,8,0,0,1,0,0,0,0,5,2,3,0,26,13,1,9,4,17,0.24,1,2,0.5,7,3,62,30,3,238,55,3.4,0,183,4.7,10.7,0,51,18,62,23,-1,1,0,2,0
CHI,29,15,26,0.577,136,5.2,9.1,1,1,68.8,0,0,7,0,0,13,31,122,3.9,0,5,18,7,2,2,1.0,39,0,1,1,1.0,0,11,7,308,44.0,31,2,26,13.0,0,19,3,3,1.0,0,4,3,3,56,48,8,8,52,2,0,3,0,0,9,1,1,0,23,15,5,7,3,13,0.23,0,0,0.0,9,3,75,25,13,258,122,3.9,0,136,5.2,9.1,1,26,3,75,5,1,2,0,1,0
CIN,5,25,38,0.658,328,8.6,13.4,2,1,99.5,1,7,13,0,0,4,26,164,6.3,2,9,1,13,3,3,1.0,44,0,4,4,1.0,0,32,1,18,18.0,13,8,181,22.6,0,39,1,0,0.0,0,0,30,45,54,36,18,1,6,1,0,0,0,0,4,3,6,0,8,23,9,13,6,13,0.46,0,2,0.0,9,1,85,5,37,492,164,6.3,2,328,8.6,13.4,2,181,0,85,11,0,1,0,1,0
CLE,18,17,29,0.586,195,6.7,11.5,1,1,76.1,0,0,9,0,0,3,39,181,4.6,1,8,6,10,3,3,1.0,40,0,1,2,0.5,0,27,4,144,36.0,28,1,16,16.0,0,16,2,47,23.5,0,37,1,0,48,34,14,2,12,2,0,0,0,0,9,1,3,0,15,19,8,9,7,16,0.44,1,1,1.0,5,2,35,16,22,376,181,4.6,1,195,6.7,11.5,1,16,47,35,5,1,2,0,1,0
DAL,31,12,23,0.522,104,4.5,9.2,0,0,64.4,1,6,7,1,0,7,42,149,3.5,2,10,15,8,2,2,1.0,56,0,2,2,1.0,0,28,3,97,32.3,17,2,42,21.0,0,21,3,24,8.0,0,10,4,7,43,25,18,1,0,0,0,1,1,0,2,3,5,0,6,26,10,7,6,12,0.5,1,1,1.0,5,9,40,17,20,253,149,3.5,2,104,4.5,9.2,0,42,24,40,11,0,0,1,0,1
DEN,15,18,26,0.692,213,8.2,12.5,0,0,93.9,2,12,7,0,0,2,48,191,4.0,3,18,9,9,2,2,1.0,47,0,3,3,1.0,0,8,2,93,46.5,11,1,23,23.0,0,23,1,4,4.0,0,4,1,0,34,28,6,3,19,2,0,2,3,0,4,0,0,0,1,28,18,7,7,15,0.47,2,3,0.67,3,3,30,10,27,404,191,4.0,3,213,8.2,12.5,0,23,4,30,1,4,2,3,0,1
DET,25,17,25,0.68,169,6.8,9.9,0,0,86.9,1,0,8,1,1,26,19,57,3.0,1,3,30,1,0,1,0.0,0,0,1,1,1.0,0,20,5,198,39.6,21,5,95,19.0,0,26,1,-6,-6.0,0,-6,15,20,59,42,17,1,6,0,0,2,1,0,2,5,9,0,31,11,3,8,3,10,0.3,1,1,1.0,17,0,129,29,7,226,57,3.0,1,169,6.8,9.9,0,95,-6,129,11,0,0,1,0,1
GB,14,20,33,0.606,215,6.5,11.4,2,2,74.7,2,12,9,0,0,30,14,21,1.5,0,1,23,5,1,1,1.0,46,0,2,2,1.0,0,25,7,254,36.3,23,4,72,18.0,0,24,4,21,5.3,0,8,15,20,78,52,26,5,25,1,0,1,1,0,8,1,5,0,26,13,1,9,2,10,0.2,0,0,0.0,5,3,31,19,17,236,21,1.5,0,215,6.5,11.4,2,72,21,31,11,0,1,1,2,0
HOU,22,19,36,0.528,181,5.0,9.6,0,1,55.4,1,1,9,1,0,22,19,78,4.1,1,4,23,5,1,1,1.0,22,0,2,2,1.0,0,18,4,161,40.3,2,8,278,34.8,1,99,1,37,37.0,0,37,30,45,70,54,16,0,0,1,0,1,0,0,5,1,2,0,25,14,4,9,1,11,0.09,1,4,0.25,6,1,43,19,17,259,78,4.1,1,181,5.0,9.6,0,278,37,43,29,-2,1,0,1,2
IND,1,24,40,0.6,359,9.0,15.2,3,1,104.1,1,6,15,0,0,20,30,92,3.1,3,11,9,9,1,1,1.0,19,0,6,6,1.0,0,21,2,78,39.0,29,7,107,15.3,0,25,0,0,0.0,0,0,28,37,59,36,23,1,7,1,0,0,0,0,5,0,0,0,1,28,11,15,8,14,0.57,1,1,1.0,4,2,30,2,45,451,92,3.1,3,359,9.0,15.2,3,107,0,30,11,0,1,0,1,0
JAX,10,22,38,0.579,246,6.5,11.7,3,0,103.6,2,12,15,1,1,29,30,49,1.6,1,5,18,7,1,1,1.0,31,0,4,4,1.0,0,3,6,301,50.2,11,3,69,23.0,0,25,2,23,11.5,0,12,24,28,56,38,18,3,17,1,0,0,0,0,7,2,5,0,10,22,5,15,10,17,0.59,0,0,0.0,3,2,15,6,31,295,49,1.6,1,246,6.5,11.7,3,69,23,15,11,0,1,0,0,1
KC,13,19,29,0.655,220,7.6,11.6,3,1,108.4,0,0,11,0,0,1,42,226,5.4,2,15,9,9,1,1,1.0,35,0,6,6,1.0,0,19,4,159,39.8,8,4,94,23.5,0,34,3,5,1.7,0,7,11,17,40,37,3,1,1,1,1,2,2,0,10,2,3,0,1,28,15,11,7,14,0.5,1,1,1.0,5,2,30,2,45,446,226,5.4,2,220,7.6,11.6,3,94,5,30,2,2,1,2,1,0
MIA,32,9,28,0.321,55,2.0,7.4,0,2,11.6,2,12,3,0,0,11,25,139,5.6,0,9,31,0,0,0,0.0,0,0,0,0,0.0,0,10,6,266,44.3,20,5,98,19.6,0,28,2,23,11.5,0,13,17,22,78,52,26,0,0,1,0,0,0,0,5,3,9,0,29,12,9,3,2,12,0.17,2,4,0.5,7,0,43,31,0,194,139,5.6,0,55,2.0,7.4,0,98,23,43,23,-1,1,0,2,0
MIN,24,18,30,0.6,171,5.7,10.9,0,1,61.9,5,25,11,2,1,5,37,160,4.3,1,9,15,8,2,3,0.667,27,0,2,2,1.0,0,23,5,193,38.6,23,4,72,18.0,0,33,5,40,8.0,0,18,11,17,45,31,14,2,12,2,1,1,0,0,6,4,12,0,10,22,9,11,6,15,0.4,0,0,0.0,6,2,77,17,20,331,160,4.3,1,171,5.7,10.9,0,72,40,77,11,0,2,0,1,1
