,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,22,12,28,0.429,118,4.2,11.7,1,1,52.4,4,22,5,0,0,24,22,55,2.5,0,2,7,8,2,2,1.0,33,0,2,2,1.0,0,1,10,496,49.6,7,3,88,29.3,0,40,4,10,2.5,0,5,2,10,61,53,8,3,11,1,1,2,2,0,7,3,7,0,26,9,2,5,3,15,0.2,0,0,0.0,9,2,71,11,20,173,55,2.5,0,118,4.2,11.7,1,88,10,71,1,2,1,2,1,0
ATL,24,11,26,0.423,105,4.0,10.5,0,3,14.6,3,11,5,1,0,2,38,205,5.4,2,13,5,9,2,2,1.0,41,0,3,3,1.0,0,16,4,161,40.3,9,3,74,24.7,0,28,2,17,8.5,0,11,9,14,45,42,3,4,40,1,0,2,3,1,3,2,4,0,13,19,13,5,6,16,0.38,2,2,1.0,4,1,30,6,27,310,205,5.4,2,105,4.0,10.5,0,74,17,30,4,1,1,3,3,0
BAL,19,18,32,0.563,133,4.2,9.1,0,0,66.3,4,31,7,0,0,23,22,66,3.0,0,5,16,6,2,2,1.0,40,0,0,0,0.0,0,11,9,397,44.1,14,3,64,21.3,0,24,3,11,3.7,0,6,2,10,43,43,0,2,12,0,0,0,0,0,2,2,2,0,24,12,5,7,6,17,0.35,0,0,0.0,11,0,100,28,6,199,66,3.0,0,133,4.2,9.1,0,64,11,100,11,0,0,0,0,0
BUF,21,19,27,0.704,126,4.7,8.4,2,0,104.9,3,33,10,0,0,21,23,84,3.7,0,3,18,5,1,1,1.0,41,0,2,2,1.0,0,8,4,180,45.0,10,7,162,23.1,0,57,3,22,7.3,0,12,26,38,60,53,7,2,7,0,0,1,1,0,4,3,5,0,21,15,3,10,3,10,0.3,0,1,0.0,7,2,51,16,17,210,84,3.7,0,126,4.7,8.4,2,162,22,51,11,0,0,1,0,1
CHI,19,15,29,0.517,133,4.6,9.7,1,0,75.8,2,12,7,1,0,9,29,143,4.9,0,6,22,4,1,2,0.5,23,0,1,1,1.0,0,23,7,262,37.4,21,2,36,18.0,0,20,3,34,11.3,0,17,1,6,55,43,12,4,31,0,0,0,0,0,4,2,2,0,16,17,6,7,2,12,0.17,1,1,1.0,9,4,60,24,10,276,143,4.9,0,133,4.6,9.7,1,36,34,60,11,0,0,0,0,0
CIN,13,21,36,0.583,211,5.9,10.8,0,2,52.0,2,16,11,0,0,19,19,91,4.8,1,7,13,7,2,3,0.667,39,0,1,1,1.0,0,21,4,150,37.5,19,6,115,19.2,0,28,1,-6,-6.0,0,-6,22,27,57,41,16,1,10,1,0,1,1,0,4,1,1,0,9,20,7,11,3,11,0.27,0,0,0.0,4,2,35,21,13,302,91,4.8,1,211,5.9,10.8,0,115,-6,35,11,0,1,1,2,0
CLE,26,10,19,0.526,56,2.9,7.3,0,3,18.9,4,17,4,0,0,14,22,118,5.4,0,6,22,4,1,1,1.0,30,0,1,1,1.0,0,24,6,224,37.3,1,4,152,38.0,1,90,3,27,9.0,0,10,6,13,81,55,26,0,0,0,0,1,1,0,3,3,7,0,25,11,6,4,0,8,0.0,0,0,0.0,8,1,50,24,10,174,118,5.4,0,56,2.9,7.3,0,152,27,50,26,-2,0,1,3,0
DAL,23,13,24,0.542,111,4.6,10.5,1,2,45.7,5,25,8,0,0,7,39,164,4.2,0,7,22,4,1,2,0.5,21,0,1,1,1.0,0,15,9,363,40.3,3,3,94,31.3,0,39,5,17,3.4,0,10,6,13,52,43,9,1,7,2,0,1,1,0,7,2,3,0,17,16,7,8,3,15,0.2,0,0,0.0,9,1,81,24,10,275,164,4.2,0,111,4.6,10.5,1,94,17,81,4,1,2,1,2,0
DEN,15,18,29,0.621,194,6.7,10.8,1,0,93.2,0,0,9,0,0,5,33,191,5.8,1,10,2,11,3,4,0.75,49,0,2,2,1.0,0,27,3,103,34.3,20,4,74,18.5,0,30,3,18,6.0,0,16,21,24,54,40,14,0,0,1,0,1,1,0,5,2,7,0,9,20,10,9,5,13,0.38,1,1,1.0,6,1,53,9,23,385,191,5.8,1,194,6.7,10.8,1,74,18,53,4,1,1,1,0,1
DET,14,22,34,0.647,210,6.2,9.5,0,0,81.7,0,0,11,0,0,12,37,119,3.2,1,7,13,7,2,3,0.667,50,0,1,1,1.0,0,19,5,193,38.6,25,3,50,16.7,0,20,1,18,18.0,0,18,2,10,45,34,11,4,17,3,0,0,0,0,4,0,0,0,13,19,7,11,5,14,0.36,1,1,1.0,11,1,72,21,13,329,119,3.2,1,210,6.2,9.5,0,50,18,72,1,2,3,0,0,1
