,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,19,18,36,0.5,176,4.9,11.2,0,1,52.5,3,26,10,1,1,16,21,90,4.3,0,5,3,12,4,4,1.0,54,0,0,0,0.0,0,5,5,243,48.6,23,8,142,17.8,0,28,2,16,8.0,0,15,27,37,71,54,17,0,0,0,0,0,0,0,4,7,19,0,22,15,5,10,3,13,0.23,0,0,0.0,12,0,71,25,12,266,90,4.3,0,176,4.9,11.2,0,142,16,71,22,-2,0,0,1,1
ATL,22,15,27,0.556,167,6.2,11.1,2,1,83.4,0,0,11,0,0,2,36,236,6.6,1,11,18,6,1,1,1.0,27,0,3,3,1.0,0,28,4,144,36.0,27,4,56,14.0,0,22,2,14,7.0,0,10,6,16,64,42,22,4,39,1,0,1,1,0,7,3,7,0,5,24,11,11,7,12,0.58,0,0,0.0,7,2,75,11,24,403,236,6.6,1,167,6.2,11.1,2,56,14,75,11,0,1,1,1,1
BUF,28,10,23,0.435,36,1.6,7.5,0,1,32.7,4,39,2,1,1,4,35,172,4.9,1,12,7,10,3,3,1.0,41,0,1,1,1.0,0,8,3,141,47.0,4,2,55,27.5,0,28,2,24,12.0,0,17,16,24,61,42,19,0,0,1,0,1,1,0,5,5,11,0,15,18,12,2,6,14,0.43,1,2,0.5,3,4,35,21,16,208,172,4.9,1,36,1.6,7.5,0,55,24,35,11,0,1,1,1,1
CAR,11,19,35,0.543,238,6.8,15.0,3,1,92.3,4,47,13,1,1,27,26,61,2.3,0,4,18,6,1,1,1.0,52,0,3,3,1.0,0,9,5,227,45.4,17,4,85,21.3,0,30,3,17,5.7,0,11,20,27,51,29,22,0,0,1,0,0,0,0,6,2,5,0,8,23,4,13,6,13,0.46,0,0,0.0,4,6,39,11,24,299,61,2.3,0,238,6.8,15.0,3,85,17,39,22,-2,1,0,1,2
CHI,24,17,39,0.436,149,3.8,8.8,0,5,14.7,0,0,9,0,0,13,28,106,3.8,1,4,28,1,0,1,0.0,0,0,1,1,1.0,0,18,6,253,42.2,24,5,88,17.6,0,21,4,12,3.0,0,8,16,24,55,43,12,1,8,0,0,2,1,0,3,4,7,0,19,16,4,9,3,15,0.2,2,3,0.67,7,3,88,27,7,255,106,3.8,1,149,3.8,8.8,0,88,12,88,28,-5,0,1,5,1
CIN,23,16,23,0.696,161,7.0,10.6,3,0,128.8,1,8,6,0,0,20,34,83,2.4,0,4,18,6,1,1,1.0,33,0,3,3,1.0,0,22,9,360,40.0,3,2,56,28.0,0,36,3,17,5.7,0,13,2,7,51,44,7,0,0,5,0,2,1,0,8,4,8,0,28,11,4,6,2,14,0.14,0,0,0.0,9,1,77,11,24,244,83,2.4,0,161,7.0,10.6,3,56,17,77,1,5,5,1,0,1
CLE,16,22,29,0.759,188,6.5,9.5,0,0,92.3,4,20,8,1,0,24,23,75,3.3,0,6,18,6,2,2,1.0,40,0,0,0,0.0,0,20,5,209,41.8,26,4,61,15.3,0,22,1,12,12.0,0,12,5,13,64,49,15,0,0,1,0,1,0,0,3,2,4,0,25,14,6,8,6,14,0.43,1,1,1.0,7,0,62,28,6,263,75,3.3,0,188,6.5,9.5,0,61,12,62,8,1,1,0,0,0
DAL,2,24,38,0.632,348,9.2,15.1,2,2,88.5,2,15,16,0,0,15,32,95,3.0,3,9,27,2,0,0,0.0,0,0,2,3,0.667,0,19,3,126,42.0,21,6,114,19.0,0,30,2,8,4.0,0,5,23,31,51,45,6,2,3,2,0,1,1,0,7,2,10,0,2,26,9,16,6,13,0.46,1,3,0.33,6,1,45,3,34,443,95,3.0,3,348,9.2,15.1,2,114,8,45,11,0,2,1,2,1
DEN,25,13,18,0.722,137,7.6,11.7,1,0,112.5,1,15,9,0,0,3,37,221,6.0,2,12,3,12,3,4,0.75,51,0,3,3,1.0,0,1,1,55,55.0,1,1,32,32.0,0,32,2,1,0.5,0,1,3,10,51,45,6,2,10,0,0,1,1,0,9,2,3,0,5,24,12,9,2,8,0.25,1,1,1.0,4,3,30,7,30,358,221,6.0,2,137,7.6,11.7,1,32,1,30,8,1,0,1,0,0
GB,17,14,24,0.583,185,7.7,13.9,2,3,71.0,2,10,8,0,0,24,25,75,3.0,0,5,24,4,1,2,0.5,32,0,1,2,0.5,0,3,2,98,49.0,16,4,86,21.5,0,29,3,23,7.7,0,10,9,17,73,48,25,2,7,1,0,0,0,0,4,4,9,0,22,15,5,8,3,10,0.3,1,1,1.0,8,2,65,21,16,260,75,3.0,0,185,7.7,13.9,2,86,23,65,26,-3,1,0,3,1
IND,12,19,23,0.826,228,9.9,12.0,0,1,89.9,0,0,13,0,0,12,33,111,3.4,1,6,15,7,2,2,1.0,23,0,1,1,1.0,0,22,3,120,40.0,18,3,61,20.3,0,25,2,10,5.0,0,12,1,6,64,49,15,4,20,0,0,1,0,0,4,2,2,0,12,20,6,13,4,10,0.4,0,0,0.0,3,1,15,24,13,339,111,3.4,1,228,9.9,12.0,0,61,10,15,19,-1,0,0,1,0
JAX,21,16,24,0.667,169,7.0,11.1,2,1,97.4,2,8,7,1,1,9,47,139,3.0,1,8,11,8,2,2,1.0,40,0,2,2,1.0,0,2,6,300,50.0,13,4,93,23.3,0,34,5,31,6.2,0,11,10,20,55,39,16,4,16,2,0,2,1,0,6,1,1,0,19,16,8,7,10,20,0.5,1,1,1.0,9,1,85,10,26,308,139,3.0,1,169,7.0,11.1,2,93,31,85,11,0,2,1,1,2
