,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
JAX,JAX,11,4,0,0,HOU,38,1
NYG,NYG,10,5,0,0,WSH,20,0
PIT,PIT,10,5,0,0,CLE,41,1
SD,SD,9,6,0,0,KC,7,0
SF,SF,3,12,0,0,STL,24,1
TEN,TEN,4,11,0,0,MIA,10,0
DET,DET,5,10,0,0,NO,13,1
DAL,DAL,9,6,0,0,CAR,24,1
ATL,ATL,8,7,0,0,TB,24,0
BUF,BUF,5,10,0,0,CIN,37,1
PHI,PHI,6,9,0,0,ARZ,21,0
IND,IND,13,2,0,0,SEA,13,0
OAK,OAK,4,11,0,0,DEN,3,0
CHI,CHI,11,4,0,0,GB,24,1
MIN,MIN,8,7,0,0,BAL,23,0
NE,NE,10,5,0,0,NYJ,31,1
HOU,HOU,2,13,0,1,JAX,20,0
WSH,WSH,9,6,0,1,NYG,35,1
CLE,CLE,5,10,0,1,PIT,0,0
KC,KC,9,6,0,1,SD,20,1
STL,STL,5,10,0,1,SF,20,0
MIA,MIA,8,7,0,1,TEN,24,1
NO,NO,3,12,0,1,DET,12,0
CAR,CAR,10,5,0,1,DAL,20,0
TB,TB,10,5,0,1,ATL,27,1
CIN,CIN,11,4,0,1,BUF,27,0
ARZ,ARZ,5,10,0,1,PHI,27,1
SEA,SEA,13,2,0,1,IND,28,1
DEN,DEN,12,3,0,1,OAK,22,1
GB,GB,3,12,0,1,CHI,17,0
BAL,BAL,6,9,0,1,MIN,30,1
NYJ,NYJ,3,12,0,1,NE,21,0
