,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
IND,IND,13,0,0,0,JAX,26,1
STL,STL,5,8,0,0,MIN,13,0
TB,TB,9,4,0,0,CAR,20,1
NE,NE,8,5,0,0,BUF,35,1
OAK,OAK,4,9,0,0,NYJ,10,0
HOU,HOU,1,12,0,0,TEN,10,0
CLE,CLE,4,9,0,0,CIN,20,0
CHI,CHI,9,4,0,0,PIT,9,0
NYG,NYG,9,4,0,0,PHI,26,1
WSH,WSH,7,6,0,0,ARZ,17,1
SF,SF,2,11,0,0,SEA,3,0
MIA,MIA,6,7,0,0,SD,23,1
KC,KC,8,5,0,0,DAL,28,0
BAL,BAL,4,9,0,0,DEN,10,0
DET,DET,4,9,0,0,GB,13,0
NO,NO,3,10,0,0,ATL,17,0
JAX,JAX,9,4,0,1,IND,18,0
MIN,MIN,8,5,0,1,STL,27,1
CAR,CAR,9,4,0,1,TB,10,0
BUF,BUF,4,9,0,1,NE,7,0
NYJ,NYJ,3,10,0,1,OAK,26,1
TEN,TEN,4,9,0,1,HOU,13,1
CIN,CIN,10,3,0,1,CLE,23,1
PIT,PIT,8,5,0,1,CHI,21,1
PHI,PHI,5,8,0,1,NYG,23,0
ARZ,ARZ,4,9,0,1,WSH,13,0
SEA,SEA,11,2,0,1,SF,41,1
SD,SD,8,5,0,1,MIA,21,0
DAL,DAL,8,5,0,1,KC,31,1
DEN,DEN,10,3,0,1,BAL,12,1
GB,GB,3,10,0,1,DET,16,1
ATL,ATL,8,5,0,1,NO,36,1
