,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CAR,CAR,1,2,0,0,MIA,24,0
CIN,CIN,3,0,0,0,CHI,24,1
CLE,CLE,1,2,0,0,IND,6,0
JAX,JAX,2,1,0,0,NYJ,26,1
NO,NO,1,2,0,0,MIN,16,0
TB,TB,3,0,0,0,GB,17,1
TEN,TEN,1,2,0,0,STL,27,0
ATL,ATL,2,1,0,0,BUF,24,1
OAK,OAK,0,3,0,0,PHI,20,0
DAL,DAL,2,1,0,0,SF,34,1
ARZ,ARZ,0,3,0,0,SEA,12,0
NE,NE,2,1,0,0,PIT,23,1
NYG,NYG,2,1,0,0,SD,23,0
KC,KC,2,1,0,0,DEN,10,0
MIA,MIA,2,1,0,1,CAR,27,1
CHI,CHI,1,2,0,1,CIN,7,0
IND,IND,3,0,0,1,CLE,13,1
NYJ,NYJ,1,2,0,1,JAX,20,0
MIN,MIN,1,2,0,1,NO,33,1
GB,GB,0,3,0,1,TB,16,0
STL,STL,2,1,0,1,TEN,31,1
BUF,BUF,1,2,0,1,ATL,16,0
PHI,PHI,2,1,0,1,OAK,23,1
SF,SF,1,2,0,1,DAL,31,0
SEA,SEA,2,1,0,1,ARZ,37,1
PIT,PIT,2,1,0,1,NE,20,0
SD,SD,1,2,0,1,NYG,45,1
DEN,DEN,2,1,0,1,KC,30,1
