,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
KC,KC,4,2,0,0,MIA,30,1
GB,GB,1,5,0,0,MIN,20,0
IND,IND,7,0,0,0,HOU,38,1
NO,NO,2,5,0,0,STL,17,0
PIT,PIT,4,2,0,0,CIN,27,1
DET,DET,3,3,0,0,CLE,13,1
SD,SD,3,4,0,0,PHI,17,0
SF,SF,1,5,0,0,WSH,17,0
DAL,DAL,4,3,0,0,SEA,10,0
BAL,BAL,2,4,0,0,CHI,6,0
BUF,BUF,3,4,0,0,OAK,17,0
DEN,DEN,5,2,0,0,NYG,23,0
TEN,TEN,2,5,0,0,ARZ,10,0
NYJ,NYJ,2,5,0,0,ATL,14,0
MIA,MIA,2,4,0,1,KC,20,0
MIN,MIN,2,4,0,1,GB,23,1
HOU,HOU,0,6,0,1,IND,20,0
STL,STL,3,4,0,1,NO,28,1
CIN,CIN,5,2,0,1,PIT,13,0
CLE,CLE,2,4,0,1,DET,10,0
PHI,PHI,4,2,0,1,SD,20,1
WSH,WSH,4,2,0,1,SF,52,1
SEA,SEA,5,2,0,1,DAL,13,1
CHI,CHI,3,3,0,1,BAL,10,1
OAK,OAK,2,4,0,1,BUF,38,1
NYG,NYG,4,2,0,1,DEN,24,1
ARZ,ARZ,2,4,0,1,TEN,20,1
ATL,ATL,5,2,0,1,NYJ,27,1
