,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CAR,CAR,6,2,0,0,TB,34,1
CIN,CIN,7,2,0,0,BAL,21,1
DET,DET,3,5,0,0,MIN,14,0
HOU,HOU,1,7,0,0,JAX,14,0
ATL,ATL,6,2,0,0,MIA,17,1
OAK,OAK,3,5,0,0,KC,23,0
TEN,TEN,2,7,0,0,CLE,14,0
SD,SD,5,4,0,0,NYJ,31,1
NYG,NYG,6,2,0,0,SF,24,1
SEA,SEA,6,2,0,0,ARZ,33,1
CHI,CHI,5,3,0,0,NO,20,1
PIT,PIT,6,2,0,0,GB,20,1
PHI,PHI,4,4,0,0,WSH,10,0
IND,IND,8,0,0,0,NE,40,1
TB,TB,5,3,0,1,CAR,14,0
BAL,BAL,2,6,0,1,CIN,9,0
MIN,MIN,3,5,0,1,DET,27,1
JAX,JAX,5,3,0,1,HOU,21,1
MIA,MIA,3,5,0,1,ATL,10,0
KC,KC,5,3,0,1,OAK,27,1
CLE,CLE,3,5,0,1,TEN,20,1
NYJ,NYJ,2,6,0,1,SD,26,0
SF,SF,2,6,0,1,NYG,6,0
ARZ,ARZ,2,6,0,1,SEA,19,0
NO,NO,2,7,0,1,CHI,17,0
GB,GB,1,7,0,1,PIT,10,0
WSH,WSH,5,3,0,1,PHI,17,1
NE,NE,4,4,0,1,IND,21,0
