,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
TB,TB,9,5,0,0,NE,0,0
KC,KC,8,6,0,0,NYG,17,0
DEN,DEN,11,3,0,0,BUF,28,1
SD,SD,9,5,0,0,IND,26,1
PHI,PHI,6,8,0,0,STL,17,1
SF,SF,2,12,0,0,JAX,9,0
SEA,SEA,12,2,0,0,TEN,28,1
PIT,PIT,9,5,0,0,MIN,18,1
NYJ,NYJ,3,11,0,0,MIA,20,0
CAR,CAR,10,4,0,0,NO,27,1
ARZ,ARZ,4,10,0,0,HOU,19,0
CLE,CLE,5,9,0,0,OAK,9,1
CIN,CIN,11,3,0,0,DET,41,1
DAL,DAL,8,6,0,0,WSH,7,0
ATL,ATL,8,6,0,0,CHI,3,0
GB,GB,3,11,0,0,BAL,3,0
NE,NE,9,5,0,1,TB,28,1
NYG,NYG,10,4,0,1,KC,27,1
BUF,BUF,4,10,0,1,DEN,17,0
IND,IND,13,1,0,1,SD,17,0
STL,STL,5,9,0,1,PHI,16,0
JAX,JAX,10,4,0,1,SF,10,1
TEN,TEN,4,10,0,1,SEA,24,0
MIN,MIN,8,6,0,1,PIT,3,0
MIA,MIA,7,7,0,1,NYJ,24,1
NO,NO,3,11,0,1,CAR,10,0
HOU,HOU,2,12,0,1,ARZ,30,1
OAK,OAK,4,10,0,1,CLE,7,0
DET,DET,4,10,0,1,CIN,17,0
WSH,WSH,8,6,0,1,DAL,35,1
CHI,CHI,10,4,0,1,ATL,16,1
BAL,BAL,5,9,0,1,GB,48,1
