,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CAR,CAR,4,2,0,0,DET,21,1
CIN,CIN,5,1,0,0,TEN,31,1
CLE,CLE,2,3,0,0,BAL,3,0
JAX,JAX,4,2,0,0,PIT,23,1
MIA,MIA,2,3,0,0,TB,13,0
NYG,NYG,3,2,0,0,DAL,13,0
WSH,WSH,3,2,0,0,KC,21,0
ATL,ATL,4,2,0,0,NO,34,1
MIN,MIN,1,4,0,0,CHI,3,0
NYJ,NYJ,2,4,0,0,BUF,17,0
SD,SD,3,3,0,0,OAK,27,1
NE,NE,3,3,0,0,DEN,20,0
HOU,HOU,0,5,0,0,SEA,10,0
STL,STL,2,4,0,0,IND,28,0
DET,DET,2,3,0,1,CAR,20,0
TEN,TEN,2,4,0,1,CIN,23,0
BAL,BAL,2,3,0,1,CLE,16,1
PIT,PIT,3,2,0,1,JAX,17,0
TB,TB,5,1,0,1,MIA,27,1
DAL,DAL,4,2,0,1,NYG,16,1
KC,KC,3,2,0,1,WSH,28,1
NO,NO,2,4,0,1,ATL,31,0
CHI,CHI,2,3,0,1,MIN,28,1
BUF,BUF,3,3,0,1,NYJ,27,1
OAK,OAK,1,4,0,1,SD,14,0
DEN,DEN,5,1,0,1,NE,28,1
SEA,SEA,4,2,0,1,HOU,42,1
IND,IND,6,0,0,1,STL,45,1
