,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
PIT,PIT,7,3,0,0,BAL,13,0
DET,DET,4,6,0,0,DAL,7,0
JAX,JAX,7,3,0,0,TEN,31,1
MIA,MIA,3,7,0,0,CLE,0,0
NO,NO,2,8,0,0,NE,17,0
OAK,OAK,4,6,0,0,WSH,16,1
PHI,PHI,4,6,0,0,NYG,17,0
TB,TB,7,3,0,0,ATL,30,1
ARZ,ARZ,3,7,0,0,STL,38,1
CAR,CAR,7,3,0,0,CHI,3,0
SEA,SEA,8,2,0,0,SF,27,1
IND,IND,10,0,0,0,CIN,45,1
BUF,BUF,4,6,0,0,SD,10,0
NYJ,NYJ,2,8,0,0,DEN,0,0
KC,KC,6,4,0,0,HOU,45,1
MIN,MIN,5,5,0,0,GB,20,1
BAL,BAL,3,7,0,1,PIT,16,1
DAL,DAL,7,3,0,1,DET,20,1
TEN,TEN,2,8,0,1,JAX,28,0
CLE,CLE,4,6,0,1,MIA,22,1
NE,NE,6,4,0,1,NO,24,1
WSH,WSH,5,5,0,1,OAK,13,0
NYG,NYG,7,3,0,1,PHI,27,1
ATL,ATL,6,4,0,1,TB,27,0
STL,STL,4,6,0,1,ARZ,28,0
CHI,CHI,7,3,0,1,CAR,13,1
SF,SF,2,8,0,1,SEA,25,0
CIN,CIN,7,3,0,1,IND,37,0
SD,SD,6,4,0,1,BUF,48,1
DEN,DEN,8,2,0,1,NYJ,27,1
HOU,HOU,1,9,0,1,KC,17,0
GB,GB,2,8,0,1,MIN,17,0
