,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
DEN,DEN,3,1,0,0,JAX,20,1
DET,DET,1,2,0,0,TB,13,0
HOU,HOU,0,3,0,0,CIN,10,0
IND,IND,4,0,0,0,TEN,31,1
BUF,BUF,1,3,0,0,NO,7,0
SD,SD,2,2,0,0,NE,41,1
STL,STL,2,2,0,0,NYG,24,0
SEA,SEA,2,2,0,0,WSH,17,0
NYJ,NYJ,1,3,0,0,BAL,3,0
DAL,DAL,2,2,0,0,OAK,13,0
MIN,MIN,1,3,0,0,ATL,10,0
PHI,PHI,3,1,0,0,KC,37,1
SF,SF,1,3,0,0,ARZ,14,0
GB,GB,0,4,0,0,CAR,29,0
JAX,JAX,2,2,0,1,DEN,7,0
TB,TB,4,0,0,1,DET,17,1
CIN,CIN,4,0,0,1,HOU,16,1
TEN,TEN,1,3,0,1,IND,10,0
NO,NO,2,2,0,1,BUF,19,1
NE,NE,2,2,0,1,SD,17,0
NYG,NYG,3,1,0,1,STL,44,1
WSH,WSH,3,0,0,1,SEA,20,1
BAL,BAL,1,2,0,1,NYJ,13,1
OAK,OAK,1,3,0,1,DAL,19,1
ATL,ATL,3,1,0,1,MIN,30,1
KC,KC,2,2,0,1,PHI,31,0
ARZ,ARZ,1,3,0,1,SF,31,1
CAR,CAR,2,2,0,1,GB,32,1
