,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CHI,CHI,1,3,0,0,CLE,10,0
MIA,MIA,2,2,0,0,BUF,14,0
NE,NE,3,2,0,0,ATL,31,1
NO,NO,2,3,0,0,GB,3,0
SEA,SEA,3,2,0,0,STL,37,1
TEN,TEN,2,3,0,0,HOU,34,1
BAL,BAL,1,3,0,0,DET,17,0
TB,TB,4,1,0,0,NYJ,12,0
IND,IND,5,0,0,0,SF,28,1
CAR,CAR,3,2,0,0,ARZ,24,1
PHI,PHI,3,2,0,0,DAL,10,0
WSH,WSH,3,1,0,0,DEN,19,0
CIN,CIN,4,1,0,0,JAX,20,0
PIT,PIT,3,1,0,0,SD,24,1
CLE,CLE,2,2,0,1,CHI,20,1
BUF,BUF,2,3,0,1,MIA,20,1
ATL,ATL,3,2,0,1,NE,28,0
GB,GB,1,4,0,1,NO,52,1
STL,STL,2,3,0,1,SEA,31,0
HOU,HOU,0,4,0,1,TEN,20,0
DET,DET,2,2,0,1,BAL,35,1
NYJ,NYJ,2,3,0,1,TB,14,1
SF,SF,1,4,0,1,IND,3,0
ARZ,ARZ,1,4,0,1,CAR,20,0
DAL,DAL,3,2,0,1,PHI,33,1
DEN,DEN,4,1,0,1,WSH,21,1
JAX,JAX,3,2,0,1,CIN,23,1
SD,SD,2,3,0,1,PIT,22,0
