,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
HOU,HOU,1,8,0,0,IND,17,0
KC,KC,5,4,0,0,BUF,3,0
MIN,MIN,4,5,0,0,NYG,24,1
NE,NE,5,4,0,0,MIA,23,1
BAL,BAL,2,7,0,0,JAX,3,0
SF,SF,2,7,0,0,CHI,9,0
ARZ,ARZ,2,7,0,0,DET,21,0
DEN,DEN,7,2,0,0,OAK,31,1
NYJ,NYJ,2,7,0,0,CAR,3,0
STL,STL,4,5,0,0,SEA,16,0
GB,GB,2,7,0,0,ATL,33,1
WSH,WSH,5,4,0,0,TB,35,0
CLE,CLE,3,6,0,0,PIT,21,0
DAL,DAL,6,3,0,0,PHI,21,1
IND,IND,9,0,0,1,HOU,31,1
BUF,BUF,4,5,0,1,KC,14,1
NYG,NYG,6,3,0,1,MIN,21,0
MIA,MIA,3,6,0,1,NE,16,0
JAX,JAX,6,3,0,1,BAL,30,1
CHI,CHI,6,3,0,1,SF,17,1
DET,DET,4,5,0,1,ARZ,29,1
OAK,OAK,3,6,0,1,DEN,17,0
CAR,CAR,7,2,0,1,NYJ,30,1
SEA,SEA,7,2,0,1,STL,31,1
ATL,ATL,6,3,0,1,GB,25,0
TB,TB,6,3,0,1,WSH,36,1
PIT,PIT,7,2,0,1,CLE,34,1
PHI,PHI,4,5,0,1,DAL,20,0
