,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
OAK,OAK,0,1,0,0,NE,20,0
TB,TB,1,0,0,0,MIN,24,1
NYJ,NYJ,0,1,0,0,KC,7,0
NO,NO,1,0,0,0,CAR,23,1
HOU,HOU,0,1,0,0,BUF,7,0
CHI,CHI,0,1,0,0,WSH,7,0
TEN,TEN,0,1,0,0,PIT,7,0
DEN,DEN,0,1,0,0,MIA,10,0
CIN,CIN,1,0,0,0,CLE,27,1
SEA,SEA,0,1,0,0,JAX,14,0
DAL,DAL,1,0,0,0,SD,28,1
STL,STL,0,1,0,0,SF,25,0
ARZ,ARZ,0,1,0,0,NYG,19,0
GB,GB,0,1,0,0,DET,3,0
IND,IND,1,0,0,0,BAL,24,1
PHI,PHI,0,1,0,0,ATL,10,0
NE,NE,1,0,0,1,OAK,30,1
MIN,MIN,0,1,0,1,TB,13,0
KC,KC,1,0,0,1,NYJ,27,1
CAR,CAR,0,1,0,1,NO,20,0
BUF,BUF,1,0,0,1,HOU,22,1
WSH,WSH,1,0,0,1,CHI,9,1
PIT,PIT,1,0,0,1,TEN,34,1
MIA,MIA,1,0,0,1,DEN,34,1
CLE,CLE,0,1,0,1,CIN,13,0
JAX,JAX,1,0,0,1,SEA,26,1
SD,SD,0,1,0,1,DAL,24,0
SF,SF,1,0,0,1,STL,28,1
NYG,NYG,1,0,0,1,ARZ,42,1
DET,DET,1,0,0,1,GB,17,1
BAL,BAL,0,1,0,1,IND,7,0
ATL,ATL,1,0,0,1,PHI,14,1
