,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,19,13,18,0.722,147,8.2,13.2,2,1,110.2,3,25,9,0,0,2,30,201,6.7,1,5,5,9,2,2,1.0,39,0,3,3,1.0,0,11,5,232,46.4,23,0,0,0.0,0,0,2,-4,-2.0,0,3,5,13,51,47,4,4,36,4,0,0,0,0,12,2,5,0,18,17,5,9,3,10,0.3,0,0,0.0,8,3,52,10,27,348,201,6.7,1,147,8.2,13.2,2,0,-4,52,2,3,4,0,1,0
ATL,7,34,61,0.557,265,4.3,8.9,1,4,44.8,4,36,17,0,0,26,14,27,1.9,0,1,10,7,2,2,1.0,30,0,1,1,1.0,0,12,4,183,45.8,7,2,54,27.0,0,27,2,27,13.5,0,14,16,27,46,42,4,3,25,1,0,1,0,0,3,4,16,0,10,20,1,17,8,20,0.4,1,2,0.5,10,2,55,21,13,292,27,1.9,0,265,4.3,8.9,1,54,27,55,24,-3,1,0,4,0
BUF,12,22,39,0.564,211,5.4,10.6,1,1,69.5,4,23,13,2,1,16,25,88,3.5,1,5,17,5,1,2,0.5,37,0,2,2,1.0,0,13,3,137,45.7,23,0,0,0.0,0,0,1,4,4.0,0,4,22,35,57,39,18,4,23,0,0,0,0,0,3,2,3,0,10,20,5,13,5,13,0.38,0,1,0.0,6,2,45,16,17,299,88,3.5,1,211,5.4,10.6,1,0,4,45,24,-3,0,0,1,2
CAR,14,23,32,0.719,195,6.1,9.6,2,0,108.2,3,26,11,0,0,10,27,129,4.8,2,9,10,7,1,1,1.0,29,0,4,4,1.0,0,21,5,216,43.2,16,2,44,22.0,0,23,2,7,3.5,0,5,5,13,52,45,7,3,26,0,0,0,1,0,7,0,0,0,8,21,9,11,5,12,0.42,1,1,1.0,6,1,59,6,31,324,129,4.8,2,195,6.1,9.6,2,44,7,59,7,1,0,1,0,0
CIN,3,19,30,0.633,323,10.8,17.1,5,1,125.4,1,2,16,0,0,18,25,79,3.2,0,3,10,7,0,0,0.0,0,0,7,7,1.0,0,2,3,161,53.7,3,4,133,33.3,0,71,4,20,5.0,0,13,2,9,64,38,26,4,29,2,2,0,0,0,7,2,5,0,10,20,3,16,6,11,0.55,0,1,0.0,4,1,45,1,49,402,79,3.2,0,323,10.8,17.1,5,133,20,45,7,1,2,0,1,0
CLE,5,22,36,0.611,283,7.9,13.3,2,0,104.3,1,10,9,0,0,21,15,57,3.8,0,4,17,5,1,1,1.0,44,0,2,2,1.0,0,8,6,280,46.7,11,3,76,25.3,0,36,4,19,4.8,0,10,15,23,57,53,4,6,30,0,0,0,0,0,5,1,1,0,23,13,4,9,3,12,0.25,1,2,0.5,9,0,70,16,17,340,57,3.8,0,283,7.9,13.3,2,76,19,70,16,-1,0,0,0,1
DAL,13,14,30,0.467,206,6.9,14.7,3,0,102.9,0,0,8,0,0,20,26,62,2.4,0,3,3,12,3,3,1.0,53,0,3,3,1.0,0,16,7,313,44.7,4,4,126,31.5,0,56,2,25,12.5,0,17,19,31,70,48,22,1,8,2,0,2,2,0,5,2,13,0,23,13,3,8,3,13,0.23,0,0,0.0,2,2,31,9,30,268,62,2.4,0,206,6.9,14.7,3,126,25,31,1,4,2,2,0,0
DEN,2,30,44,0.682,339,7.7,11.8,4,3,92.9,2,15,23,1,1,13,34,107,3.1,1,6,5,9,1,1,1.0,19,0,6,6,1.0,0,5,3,147,49.0,5,1,30,30.0,0,30,1,10,10.0,0,10,13,21,55,42,13,3,26,4,1,2,1,0,11,2,5,0,1,29,6,23,4,12,0.33,2,2,1.0,6,0,57,2,45,446,107,3.1,1,339,7.7,11.8,4,30,10,57,7,1,4,1,3,1
DET,1,33,48,0.688,480,10.0,14.8,1,2,90.6,1,8,17,0,0,8,29,143,4.9,3,11,10,7,1,1,1.0,20,0,4,4,1.0,0,3,4,203,50.8,1,1,44,44.0,0,44,1,4,4.0,0,4,18,30,39,34,5,0,0,0,0,0,0,0,2,6,14,0,1,29,11,17,3,11,0.27,1,2,0.5,8,1,61,6,31,623,143,4.9,3,480,10.0,14.8,1,44,4,61,26,-4,0,0,2,2
GB,6,24,29,0.828,282,9.7,11.9,2,0,130.2,2,3,13,0,0,5,42,182,4.3,2,11,2,14,3,3,1.0,45,0,5,5,1.0,0,26,0,0,0.0,20,2,34,17.0,0,18,2,93,46.5,1,93,19,31,39,25,14,3,13,0,0,0,0,0,1,0,0,0,3,26,11,13,13,18,0.72,2,2,1.0,6,2,120,3,44,464,182,4.3,2,282,9.7,11.9,2,34,93,120,12,0,0,0,0,0
