,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,27,19,28,0.679,160,5.7,9.2,1,3,54.8,2,15,9,0,0,20,28,90,3.2,1,6,15,8,2,2,1.0,50,0,2,2,1.0,0,5,4,199,49.8,25,1,18,18.0,0,18,2,20,10.0,0,10,2,6,47,43,4,7,50,3,0,1,1,0,8,2,3,1,16,19,6,9,4,12,0.33,0,0,0.0,3,4,30,17,22,250,90,3.2,1,160,5.7,9.2,1,18,20,30,6,1,3,1,3,0
ATL,6,37,46,0.804,299,6.5,8.4,2,0,108.2,2,12,20,1,1,22,22,64,2.9,2,3,24,4,0,0,0.0,0,0,4,4,1.0,0,26,3,99,33.0,17,1,23,23.0,0,23,2,22,11.0,0,15,21,30,50,26,24,4,29,0,0,0,0,0,2,1,1,0,4,26,3,20,6,12,0.5,1,2,0.5,4,3,46,9,28,363,64,2.9,2,299,6.5,8.4,2,23,22,46,19,-1,0,0,0,1
BAL,13,19,32,0.594,251,7.8,14.2,0,1,71.2,2,18,12,0,0,8,40,133,3.3,2,6,4,14,4,4,1.0,50,0,2,2,1.0,0,25,5,171,34.2,2,4,128,32.0,0,47,4,50,12.5,0,16,13,23,37,35,2,6,35,0,0,0,0,0,7,1,1,0,11,20,6,12,6,16,0.38,0,0,0.0,6,2,64,12,26,384,133,3.3,2,251,7.8,14.2,0,128,50,64,24,-2,0,0,1,1
BUF,22,19,40,0.475,188,4.7,11.0,0,1,50.8,4,21,10,0,0,5,31,155,5.0,3,8,19,6,1,1,1.0,52,0,3,3,1.0,0,17,8,364,45.5,24,2,37,18.5,0,19,2,34,17.0,0,25,26,37,68,28,40,5,23,0,0,2,0,0,1,4,11,0,11,20,8,10,5,16,0.31,1,2,0.5,7,2,56,15,24,343,155,5.0,3,188,4.7,11.0,0,37,34,56,19,-1,0,0,1,0
CAR,12,21,39,0.538,258,6.6,14.7,0,3,42.5,7,50,15,1,1,17,20,95,4.8,0,5,19,6,2,2,1.0,51,0,0,0,0.0,0,7,4,195,48.8,4,2,63,31.5,0,38,1,6,6.0,0,6,11,22,48,38,10,2,15,3,0,0,0,0,4,2,3,0,7,21,5,15,5,12,0.42,0,1,0.0,9,1,79,26,6,353,95,4.8,0,258,6.6,14.7,0,63,6,79,19,-1,3,0,3,1
CHI,4,24,33,0.727,340,10.3,14.9,2,0,125.8,3,18,16,1,1,18,18,94,5.2,0,4,24,4,1,1,1.0,27,0,1,1,1.0,0,19,4,181,45.3,11,2,49,24.5,0,26,1,17,17.0,0,17,15,26,66,50,16,1,5,0,0,1,0,0,1,5,13,0,11,20,4,16,4,10,0.4,0,1,0.0,6,0,43,21,18,434,94,5.2,0,340,10.3,14.9,2,49,17,43,19,-1,0,0,0,1
CIN,24,20,27,0.741,179,6.6,10.6,0,1,76.0,4,33,13,0,0,4,39,162,4.2,1,8,18,7,2,2,1.0,50,0,1,1,1.0,0,16,6,275,45.8,5,1,29,29.0,0,29,3,17,5.7,0,10,2,6,50,32,18,4,31,1,0,3,1,0,5,0,0,0,7,21,8,13,6,15,0.4,1,1,1.0,7,0,59,24,13,341,162,4.2,1,179,6.6,10.6,0,29,17,59,11,0,1,1,1,1
CLE,20,15,28,0.536,199,7.1,14.8,1,0,88.2,5,23,11,1,0,19,32,91,2.8,1,6,8,13,3,3,1.0,44,0,4,4,1.0,0,15,6,276,46.0,26,3,44,14.7,0,18,7,179,25.6,1,79,14,24,64,38,26,4,21,1,1,0,0,0,7,1,1,0,16,19,6,11,7,17,0.41,0,0,0.0,6,2,66,3,37,290,91,2.8,1,199,7.1,14.8,1,44,179,66,6,1,1,0,0,0
DAL,1,25,36,0.694,470,13.1,20.2,5,1,140.0,4,36,20,0,0,26,14,52,3.7,1,3,11,10,2,2,1.0,48,0,4,4,1.0,0,3,1,51,51.0,10,5,123,24.6,0,28,0,0,0.0,0,0,28,51,65,48,17,0,0,1,0,2,1,0,2,4,9,0,5,24,3,20,4,6,0.67,0,0,0.0,9,1,81,2,48,522,52,3.7,1,470,13.1,20.2,5,123,0,81,11,0,1,1,1,1
DEN,2,33,42,0.786,414,9.9,12.5,4,1,129.6,0,0,20,0,0,15,31,103,3.3,2,9,3,15,3,3,1.0,50,0,6,6,1.0,0,28,0,0,0.0,14,4,93,23.3,0,40,1,9,9.0,0,9,27,48,41,34,7,4,36,1,0,1,1,0,3,2,4,0,1,34,9,20,9,13,0.69,0,0,0.0,5,5,55,1,51,517,103,3.3,2,414,9.9,12.5,4,93,9,55,11,0,1,1,1,1
DET,16,25,40,0.625,222,5.6,10.5,1,0,85.6,5,40,12,1,0,22,19,64,3.4,0,5,26,3,1,1,1.0,53,0,0,0,0.0,0,2,6,311,51.8,20,2,40,20.0,0,23,0,0,0.0,0,0,11,22,62,48,14,1,5,0,0,1,0,0,1,2,6,0,16,19,5,12,7,15,0.47,0,1,0.0,7,2,50,25,9,286,64,3.4,0,222,5.6,10.5,1,40,0,50,11,0,0,0,0,0
