,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
HOU,HOU,1,1,0,0,CIN,13,1
CLE,CLE,0,2,0,0,BAL,10,0
CHI,CHI,0,2,0,0,TB,7,0
MIN,MIN,1,1,0,0,PIT,9,0
NE,NE,1,1,0,0,NO,36,1
PHI,PHI,1,1,0,0,KC,20,0
TEN,TEN,1,1,0,0,JAX,37,1
ARZ,ARZ,1,1,0,0,IND,16,1
BUF,BUF,1,1,0,0,CAR,3,0
NYJ,NYJ,0,2,0,0,OAK,20,0
MIA,MIA,1,0,0,0,LAC,19,1
SF,SF,0,2,0,0,SEA,9,0
WSH,WSH,1,1,0,0,LA,27,1
DAL,DAL,1,1,0,0,DEN,17,0
GB,GB,1,1,0,0,ATL,23,0
DET,DET,2,0,0,0,NYG,24,1
CIN,CIN,0,2,0,1,HOU,9,0
BAL,BAL,2,0,0,1,CLE,24,1
TB,TB,1,0,0,1,CHI,29,1
PIT,PIT,2,0,0,1,MIN,26,1
NO,NO,0,2,0,1,NE,20,0
KC,KC,2,0,0,1,PHI,27,1
JAX,JAX,1,1,0,1,TEN,16,0
IND,IND,0,2,0,1,ARZ,13,0
CAR,CAR,2,0,0,1,BUF,9,1
OAK,OAK,2,0,0,1,NYJ,45,1
LAC,LAC,0,2,0,1,MIA,17,0
SEA,SEA,1,1,0,1,SF,12,1
LA,LA,1,1,0,1,WSH,20,0
DEN,DEN,2,0,0,1,DAL,42,1
ATL,ATL,2,0,0,1,GB,34,1
NYG,NYG,0,2,0,1,DET,10,0
