,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
LA,LA,1,1,0,0,SF,-1,0
BAL,BAL,2,0,0,0,JAX,-1,0
CLE,CLE,0,2,0,0,IND,-1,0
NYG,NYG,0,2,0,0,PHI,-1,0
MIA,MIA,1,0,0,0,NYJ,-1,0
DEN,DEN,2,0,0,0,BUF,-1,0
NO,NO,0,2,0,0,CAR,-1,0
PIT,PIT,2,0,0,0,CHI,-1,0
ATL,ATL,2,0,0,0,DET,-1,0
TB,TB,1,0,0,0,MIN,-1,0
HOU,HOU,1,1,0,0,NE,-1,0
SEA,SEA,1,1,0,0,TEN,-1,0
CIN,CIN,0,2,0,0,GB,-1,0
KC,KC,2,0,0,0,LAC,-1,0
OAK,OAK,2,0,0,0,WSH,-1,0
DAL,DAL,1,1,0,0,ARZ,-1,0
SF,SF,0,2,0,1,LA,-1,1
JAX,JAX,1,1,0,1,BAL,-1,1
IND,IND,0,2,0,1,CLE,-1,1
PHI,PHI,1,1,0,1,NYG,-1,1
NYJ,NYJ,0,2,0,1,MIA,-1,1
BUF,BUF,1,1,0,1,DEN,-1,1
CAR,CAR,2,0,0,1,NO,-1,1
CHI,CHI,0,2,0,1,PIT,-1,1
DET,DET,2,0,0,1,ATL,-1,1
MIN,MIN,1,1,0,1,TB,-1,1
NE,NE,1,1,0,1,HOU,-1,1
TEN,TEN,1,1,0,1,SEA,-1,1
GB,GB,1,1,0,1,CIN,-1,1
LAC,LAC,0,2,0,1,KC,-1,1
WSH,WSH,1,1,0,1,OAK,-1,1
ARZ,ARZ,1,1,0,1,DAL,-1,1
