,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIA,MIA,8,7,0,0,BUF,0,0
MIN,MIN,4,10,1,0,CIN,14,0
DEN,DEN,12,3,0,0,HOU,37,1
TEN,TEN,6,9,0,0,JAX,20,1
CLE,CLE,4,11,0,0,NYJ,13,0
NO,NO,10,5,0,0,CAR,13,0
IND,IND,10,5,0,0,KC,23,1
DAL,DAL,8,7,0,0,WSH,24,1
TB,TB,4,11,0,0,STL,13,0
NYG,NYG,6,9,0,0,DET,23,1
ARZ,ARZ,10,5,0,0,SEA,17,1
OAK,OAK,4,11,0,0,SD,13,0
PIT,PIT,7,8,0,0,GB,38,1
NE,NE,11,4,0,0,BAL,41,1
CHI,CHI,8,7,0,0,PHI,11,0
ATL,ATL,4,11,0,0,SF,24,0
BUF,BUF,6,9,0,1,MIA,19,1
CIN,CIN,10,5,0,1,MIN,42,1
HOU,HOU,2,13,0,1,DEN,13,0
JAX,JAX,4,11,0,1,TEN,16,0
NYJ,NYJ,7,8,0,1,CLE,24,1
CAR,CAR,11,4,0,1,NO,17,1
KC,KC,11,4,0,1,IND,7,0
WSH,WSH,3,12,0,1,DAL,23,0
STL,STL,7,8,0,1,TB,23,1
DET,DET,7,8,0,1,NYG,20,0
SEA,SEA,12,3,0,1,ARZ,10,0
SD,SD,8,7,0,1,OAK,26,1
GB,GB,7,7,1,1,PIT,31,0
BAL,BAL,8,7,0,1,NE,7,0
PHI,PHI,9,6,0,1,CHI,54,1
SF,SF,11,4,0,1,ATL,34,1
