,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
KC,KC,3,0,0,0,PHI,26,1
HOU,HOU,2,1,0,0,BAL,9,0
NYG,NYG,0,3,0,0,CAR,0,0
DET,DET,2,1,0,0,WSH,27,1
SD,SD,1,2,0,0,TEN,17,0
ARZ,ARZ,1,2,0,0,NO,7,0
TB,TB,0,3,0,0,NE,3,0
GB,GB,1,2,0,0,CIN,30,0
STL,STL,1,2,0,0,DAL,7,0
CLE,CLE,1,2,0,0,MIN,31,1
ATL,ATL,1,2,0,0,MIA,23,0
BUF,BUF,1,2,0,0,NYJ,20,0
IND,IND,2,1,0,0,SF,27,1
JAX,JAX,0,3,0,0,SEA,17,0
CHI,CHI,3,0,0,0,PIT,40,1
OAK,OAK,1,2,0,0,DEN,21,0
PHI,PHI,1,2,0,1,KC,16,0
BAL,BAL,2,1,0,1,HOU,30,1
CAR,CAR,1,2,0,1,NYG,38,1
WSH,WSH,0,3,0,1,DET,20,0
TEN,TEN,2,1,0,1,SD,20,1
NO,NO,3,0,0,1,ARZ,31,1
NE,NE,3,0,0,1,TB,23,1
CIN,CIN,2,1,0,1,GB,34,1
DAL,DAL,2,1,0,1,STL,31,1
MIN,MIN,0,3,0,1,CLE,27,0
MIA,MIA,3,0,0,1,ATL,27,1
NYJ,NYJ,2,1,0,1,BUF,27,1
SF,SF,1,2,0,1,IND,7,0
SEA,SEA,3,0,0,1,JAX,45,1
PIT,PIT,0,3,0,1,CHI,23,0
DEN,DEN,3,0,0,1,OAK,37,1
