,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
BUF,BUF,2,3,0,0,CLE,24,0
NE,NE,4,1,0,0,CIN,6,0
DET,DET,3,2,0,0,GB,9,0
SEA,SEA,4,1,0,0,IND,28,0
BAL,BAL,3,2,0,0,MIA,26,1
NO,NO,5,0,0,0,CHI,26,1
PHI,PHI,2,3,0,0,NYG,36,1
KC,KC,5,0,0,0,TEN,26,1
JAX,JAX,0,5,0,0,STL,20,0
CAR,CAR,1,3,0,0,ARZ,6,0
DEN,DEN,5,0,0,0,DAL,51,1
HOU,HOU,2,3,0,0,SF,3,0
SD,SD,2,3,0,0,OAK,17,0
NYJ,NYJ,3,2,0,0,ATL,30,1
CLE,CLE,3,2,0,1,BUF,37,1
CIN,CIN,3,2,0,1,NE,13,1
GB,GB,2,2,0,1,DET,22,1
IND,IND,4,1,0,1,SEA,34,1
MIA,MIA,3,2,0,1,BAL,23,0
CHI,CHI,3,2,0,1,NO,18,0
NYG,NYG,0,5,0,1,PHI,21,0
TEN,TEN,3,2,0,1,KC,17,0
STL,STL,2,3,0,1,JAX,34,1
ARZ,ARZ,3,2,0,1,CAR,22,1
DAL,DAL,2,3,0,1,DEN,48,0
SF,SF,3,2,0,1,HOU,34,1
OAK,OAK,2,3,0,1,SD,27,1
ATL,ATL,1,4,0,1,NYJ,28,0
