,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
IND,IND,7,3,0,0,TEN,30,1
NYJ,NYJ,5,5,0,0,BUF,14,0
ATL,ATL,2,8,0,0,TB,28,0
DET,DET,6,4,0,0,PIT,27,0
WSH,WSH,3,7,0,0,PHI,16,0
ARZ,ARZ,6,4,0,0,JAX,27,1
OAK,OAK,4,6,0,0,HOU,28,1
BAL,BAL,4,6,0,0,CHI,20,0
CLE,CLE,4,6,0,0,CIN,20,0
SD,SD,4,6,0,0,MIA,16,0
GB,GB,5,5,0,0,NYG,13,0
MIN,MIN,2,8,0,0,SEA,20,0
SF,SF,6,4,0,0,NO,20,0
KC,KC,9,1,0,0,DEN,17,0
NE,NE,7,3,0,0,CAR,20,0
TEN,TEN,4,6,0,1,IND,27,0
BUF,BUF,4,7,0,1,NYJ,37,1
TB,TB,2,8,0,1,ATL,41,1
PIT,PIT,4,6,0,1,DET,37,1
PHI,PHI,6,5,0,1,WSH,24,1
JAX,JAX,1,9,0,1,ARZ,14,0
HOU,HOU,2,8,0,1,OAK,23,0
CHI,CHI,6,4,0,1,BAL,23,1
CIN,CIN,7,4,0,1,CLE,41,1
MIA,MIA,5,5,0,1,SD,20,1
NYG,NYG,4,6,0,1,GB,27,1
SEA,SEA,10,1,0,1,MIN,41,1
NO,NO,8,2,0,1,SF,23,1
DEN,DEN,9,1,0,1,KC,27,1
CAR,CAR,7,3,0,1,NE,24,1
