,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NYJ,NYJ,1,1,0,0,NE,10,0
STL,STL,1,1,0,0,ATL,24,0
SD,SD,1,1,0,0,PHI,33,1
DAL,DAL,1,1,0,0,KC,16,0
MIA,MIA,2,0,0,0,IND,24,1
TEN,TEN,1,1,0,0,HOU,24,0
WSH,WSH,0,2,0,0,GB,20,0
CLE,CLE,0,2,0,0,BAL,6,0
CAR,CAR,0,2,0,0,BUF,23,0
MIN,MIN,0,2,0,0,CHI,30,0
NO,NO,2,0,0,0,TB,16,1
DET,DET,1,1,0,0,ARZ,21,0
JAX,JAX,0,2,0,0,OAK,9,0
DEN,DEN,2,0,0,0,NYG,41,1
SF,SF,1,1,0,0,SEA,3,0
PIT,PIT,0,2,0,0,CIN,10,0
NE,NE,2,0,0,1,NYJ,13,1
ATL,ATL,1,1,0,1,STL,31,1
PHI,PHI,1,1,0,1,SD,30,0
KC,KC,2,0,0,1,DAL,17,1
IND,IND,1,1,0,1,MIA,20,0
HOU,HOU,2,0,0,1,TEN,30,1
GB,GB,1,1,0,1,WSH,38,1
BAL,BAL,1,1,0,1,CLE,14,1
BUF,BUF,1,1,0,1,CAR,24,1
CHI,CHI,2,0,0,1,MIN,31,1
TB,TB,0,2,0,1,NO,14,0
ARZ,ARZ,1,1,0,1,DET,25,1
OAK,OAK,1,1,0,1,JAX,19,1
NYG,NYG,0,2,0,1,DEN,23,0
SEA,SEA,2,0,0,1,SF,29,1
CIN,CIN,1,1,0,1,PIT,20,1
