,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
SD,SD,7,7,0,0,DEN,27,1
WSH,WSH,3,11,0,0,ATL,26,0
SF,SF,10,4,0,0,TB,33,1
SEA,SEA,12,2,0,0,NYG,23,1
PHI,PHI,8,6,0,0,MIN,30,0
NE,NE,10,4,0,0,MIA,20,0
BUF,BUF,5,9,0,0,JAX,27,1
HOU,HOU,2,12,0,0,IND,3,0
CHI,CHI,8,6,0,0,CLE,38,1
KC,KC,11,3,0,0,OAK,56,1
NYJ,NYJ,6,8,0,0,CAR,20,0
GB,GB,7,6,1,0,DAL,37,1
ARZ,ARZ,9,5,0,0,TEN,37,1
NO,NO,10,4,0,0,STL,16,0
CIN,CIN,9,5,0,0,PIT,20,0
BAL,BAL,8,6,0,0,DET,18,1
DEN,DEN,11,3,0,1,SD,20,0
ATL,ATL,4,10,0,1,WSH,27,1
TB,TB,4,10,0,1,SF,14,0
NYG,NYG,5,9,0,1,SEA,0,0
MIN,MIN,4,9,1,1,PHI,48,1
MIA,MIA,8,6,0,1,NE,24,1
JAX,JAX,4,10,0,1,BUF,20,0
IND,IND,9,5,0,1,HOU,25,1
CLE,CLE,4,10,0,1,CHI,31,0
OAK,OAK,4,10,0,1,KC,31,0
CAR,CAR,10,4,0,1,NYJ,30,1
DAL,DAL,7,7,0,1,GB,36,0
TEN,TEN,5,9,0,1,ARZ,34,0
STL,STL,6,8,0,1,NO,27,1
PIT,PIT,6,8,0,1,CIN,30,1
DET,DET,7,7,0,1,BAL,16,0
