,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NO,NO,9,2,0,0,ATL,17,1
TB,TB,3,8,0,0,DET,24,1
MIN,MIN,2,8,1,0,GB,26,0
JAX,JAX,2,9,0,0,HOU,13,1
SD,SD,5,6,0,0,KC,41,1
CAR,CAR,8,3,0,0,MIA,20,1
PIT,PIT,5,6,0,0,CLE,27,1
CHI,CHI,6,5,0,0,STL,21,0
NYJ,NYJ,5,6,0,0,BAL,3,0
TEN,TEN,5,6,0,0,OAK,23,1
IND,IND,7,4,0,0,ARZ,11,0
DAL,DAL,6,5,0,0,NYG,24,1
DEN,DEN,9,2,0,0,NE,31,0
SF,SF,7,4,0,0,WSH,27,1
ATL,ATL,2,9,0,1,NO,13,0
DET,DET,6,5,0,1,TB,21,0
GB,GB,5,5,1,1,MIN,26,1
HOU,HOU,2,9,0,1,JAX,6,0
KC,KC,9,2,0,1,SD,38,0
MIA,MIA,5,6,0,1,CAR,16,0
CLE,CLE,4,7,0,1,PIT,11,0
STL,STL,5,6,0,1,CHI,42,1
BAL,BAL,5,6,0,1,NYJ,19,1
OAK,OAK,4,7,0,1,TEN,19,0
ARZ,ARZ,7,4,0,1,IND,40,1
NYG,NYG,4,7,0,1,DAL,21,0
NE,NE,8,3,0,1,DEN,34,1
WSH,WSH,3,8,0,1,SF,6,0
