,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
HOU,HOU,2,11,0,0,JAX,20,0
IND,IND,8,5,0,0,CIN,28,0
CLE,CLE,4,9,0,0,NE,26,0
OAK,OAK,4,9,0,0,NYJ,27,0
KC,KC,10,3,0,0,WSH,45,1
MIN,MIN,3,9,1,0,BAL,26,0
ATL,ATL,3,10,0,0,GB,21,0
BUF,BUF,4,9,0,0,TB,6,0
MIA,MIA,7,6,0,0,PIT,34,1
DET,DET,7,6,0,0,PHI,20,0
TEN,TEN,5,8,0,0,DEN,28,0
STL,STL,5,8,0,0,ARZ,10,0
SEA,SEA,11,2,0,0,SF,17,0
NYG,NYG,5,8,0,0,SD,14,0
CAR,CAR,9,4,0,0,NO,13,0
DAL,DAL,7,6,0,0,CHI,28,0
JAX,JAX,4,9,0,1,HOU,27,1
CIN,CIN,9,4,0,1,IND,42,1
NE,NE,10,3,0,1,CLE,27,1
NYJ,NYJ,6,7,0,1,OAK,37,1
WSH,WSH,3,10,0,1,KC,10,0
BAL,BAL,7,6,0,1,MIN,29,1
GB,GB,6,6,1,1,ATL,22,1
TB,TB,4,9,0,1,BUF,27,1
PIT,PIT,5,8,0,1,MIA,28,0
PHI,PHI,8,5,0,1,DET,34,1
DEN,DEN,11,2,0,1,TEN,51,1
ARZ,ARZ,8,5,0,1,STL,30,1
SF,SF,9,4,0,1,SEA,19,1
SD,SD,6,7,0,1,NYG,37,1
NO,NO,10,3,0,1,CAR,31,1
CHI,CHI,7,6,0,1,DAL,45,1
