,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CIN,CIN,6,3,0,0,MIA,20,0
ATL,ATL,2,6,0,0,CAR,10,0
MIN,MIN,1,7,0,0,DAL,23,0
NO,NO,6,2,0,0,NYJ,20,0
TEN,TEN,4,4,0,0,STL,28,1
KC,KC,9,0,0,0,BUF,23,1
SD,SD,4,4,0,0,WSH,24,0
PHI,PHI,4,5,0,0,OAK,49,1
TB,TB,0,8,0,0,SEA,24,0
BAL,BAL,3,5,0,0,CLE,18,0
PIT,PIT,2,6,0,0,NE,31,0
IND,IND,6,2,0,0,HOU,27,1
CHI,CHI,5,3,0,0,GB,27,1
MIA,MIA,4,4,0,1,CIN,22,1
CAR,CAR,5,3,0,1,ATL,34,1
DAL,DAL,5,4,0,1,MIN,27,1
NYJ,NYJ,5,4,0,1,NO,26,1
STL,STL,3,6,0,1,TEN,21,0
BUF,BUF,3,6,0,1,KC,13,0
WSH,WSH,3,5,0,1,SD,30,1
OAK,OAK,3,5,0,1,PHI,20,0
SEA,SEA,8,1,0,1,TB,27,1
CLE,CLE,4,5,0,1,BAL,24,1
NE,NE,7,2,0,1,PIT,55,1
HOU,HOU,2,6,0,1,IND,24,0
GB,GB,5,3,0,1,CHI,20,0
