,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
SEA,SEA,6,1,0,0,ARZ,34,1
TB,TB,0,6,0,0,ATL,23,0
CHI,CHI,4,3,0,0,WSH,41,0
DAL,DAL,4,3,0,0,PHI,17,1
NE,NE,5,2,0,0,NYJ,27,0
BUF,BUF,3,4,0,0,MIA,23,1
SD,SD,4,3,0,0,JAX,24,1
STL,STL,3,4,0,0,CAR,15,0
CIN,CIN,5,2,0,0,DET,27,1
SF,SF,5,2,0,0,TEN,31,1
HOU,HOU,2,5,0,0,KC,16,0
BAL,BAL,3,4,0,0,PIT,16,0
CLE,CLE,3,4,0,0,GB,13,0
DEN,DEN,6,1,0,0,IND,33,0
MIN,MIN,1,5,0,0,NYG,7,0
ARZ,ARZ,3,4,0,1,SEA,22,0
ATL,ATL,2,4,0,1,TB,31,1
WSH,WSH,2,4,0,1,CHI,45,1
PHI,PHI,3,4,0,1,DAL,3,0
NYJ,NYJ,4,3,0,1,NE,30,1
MIA,MIA,3,3,0,1,BUF,21,0
JAX,JAX,0,7,0,1,SD,6,0
CAR,CAR,3,3,0,1,STL,30,1
DET,DET,4,3,0,1,CIN,24,0
TEN,TEN,3,4,0,1,SF,17,0
KC,KC,7,0,0,1,HOU,17,1
PIT,PIT,2,4,0,1,BAL,19,1
GB,GB,4,2,0,1,CLE,31,1
IND,IND,5,2,0,1,DEN,39,1
NYG,NYG,1,6,0,1,MIN,23,1
