,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
GB,GB,5,6,1,0,DET,10,0
OAK,OAK,4,8,0,0,DAL,24,0
PIT,PIT,5,7,0,0,BAL,20,0
TEN,TEN,5,7,0,0,IND,14,0
ARZ,ARZ,7,5,0,0,PHI,21,0
MIA,MIA,6,6,0,0,NYJ,23,1
CHI,CHI,6,6,0,0,MIN,20,0
NE,NE,9,3,0,0,HOU,34,1
TB,TB,3,9,0,0,CAR,6,0
JAX,JAX,3,9,0,0,CLE,32,1
ATL,ATL,3,9,0,0,BUF,34,1
STL,STL,5,7,0,0,SF,13,0
DEN,DEN,10,2,0,0,KC,35,1
CIN,CIN,8,4,0,0,SD,17,1
NYG,NYG,5,7,0,0,WSH,24,1
NO,NO,9,3,0,0,SEA,7,0
DET,DET,7,5,0,1,GB,40,1
DAL,DAL,7,5,0,1,OAK,31,1
BAL,BAL,6,6,0,1,PIT,22,1
IND,IND,8,4,0,1,TEN,22,1
PHI,PHI,7,5,0,1,ARZ,24,1
NYJ,NYJ,5,7,0,1,MIA,3,0
MIN,MIN,3,8,1,1,CHI,23,1
HOU,HOU,2,10,0,1,NE,31,0
CAR,CAR,9,3,0,1,TB,27,1
CLE,CLE,4,8,0,1,JAX,28,0
BUF,BUF,4,8,0,1,ATL,31,0
SF,SF,8,4,0,1,STL,23,1
KC,KC,9,3,0,1,DEN,28,0
SD,SD,5,7,0,1,CIN,10,0
WSH,WSH,3,9,0,1,NYG,17,0
SEA,SEA,11,1,0,1,NO,34,1
