,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
SF,SF,2,2,0,0,STL,35,1
BAL,BAL,2,2,0,0,BUF,20,0
ARZ,ARZ,2,2,0,0,TB,13,1
PIT,PIT,0,4,0,0,MIN,27,0
NYG,NYG,0,4,0,0,KC,7,0
IND,IND,3,1,0,0,JAX,37,1
SEA,SEA,4,0,0,0,HOU,23,1
CIN,CIN,2,2,0,0,CLE,6,0
CHI,CHI,3,1,0,0,DET,32,0
NYJ,NYJ,2,2,0,0,TEN,13,0
WSH,WSH,1,3,0,0,OAK,24,1
PHI,PHI,1,3,0,0,DEN,20,0
DAL,DAL,2,2,0,0,SD,21,0
NE,NE,4,0,0,0,ATL,30,1
MIA,MIA,3,1,0,0,NO,17,0
STL,STL,1,3,0,1,SF,11,0
BUF,BUF,2,2,0,1,BAL,23,1
TB,TB,0,4,0,1,ARZ,10,0
MIN,MIN,1,3,0,1,PIT,34,1
KC,KC,4,0,0,1,NYG,31,1
JAX,JAX,0,4,0,1,IND,3,0
HOU,HOU,2,2,0,1,SEA,20,0
CLE,CLE,2,2,0,1,CIN,17,1
DET,DET,3,1,0,1,CHI,40,1
TEN,TEN,3,1,0,1,NYJ,38,1
OAK,OAK,1,3,0,1,WSH,14,0
DEN,DEN,4,0,0,1,PHI,52,1
SD,SD,2,2,0,1,DAL,30,1
ATL,ATL,1,3,0,1,NE,23,0
NO,NO,4,0,0,1,MIA,38,1
