,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,5,26,44,0.591,299,6.8,11.8,0,1,70.2,1,8,16,1,0,25,25,75,3.0,3,7,8,8,2,3,0.667,44,0,2,2,1.0,0,2,5,253,50.6,24,4,71,17.8,0,22,5,26,5.2,0,15,25,31,70,56,14,1,7,0,0,1,1,0,3,5,8,0,4,25,7,16,7,16,0.44,0,0,0.0,9,2,61,9,28,374,75,3.0,3,299,6.8,11.8,0,71,26,61,19,-1,0,1,1,1
ATL,28,13,21,0.619,135,6.4,11.2,0,0,80.5,1,10,7,0,0,1,46,219,4.8,4,13,20,5,0,0,0.0,0,0,5,5,1.0,0,30,4,146,36.5,32,2,24,12.0,0,22,2,54,27.0,0,50,5,10,40,33,7,1,1,1,1,2,2,0,4,1,1,0,7,23,13,7,10,16,0.63,0,1,0.0,9,3,75,5,35,354,219,4.8,4,135,6.4,11.2,0,24,54,75,3,3,1,2,0,0
BAL,20,18,34,0.529,184,5.4,12.2,4,0,108.0,4,35,14,2,1,5,44,169,3.8,0,8,1,13,3,3,1.0,46,0,4,4,1.0,0,29,8,293,36.6,8,2,45,22.5,0,24,5,54,10.8,0,20,8,14,40,31,9,2,9,2,0,3,4,0,5,4,9,0,7,23,8,14,6,17,0.35,0,1,0.0,6,1,86,3,37,353,169,3.8,0,184,5.4,12.2,4,45,54,86,1,5,2,4,0,1
BUF,30,13,30,0.433,106,3.5,8.5,1,1,50.1,1,4,6,1,0,2,42,215,5.1,3,15,1,13,3,3,1.0,37,0,4,4,1.0,0,24,3,114,38.0,22,2,36,18.0,0,19,6,34,5.7,0,26,3,7,48,31,17,7,70,2,0,3,3,0,4,5,10,0,10,22,15,6,7,15,0.47,1,2,0.5,7,1,37,3,37,321,215,5.1,3,106,3.5,8.5,1,36,34,37,5,2,2,3,1,2
CAR,17,16,30,0.533,189,6.3,12.9,1,1,70.0,2,17,9,1,0,16,38,119,3.1,1,7,8,8,2,2,1.0,27,0,2,2,1.0,0,12,5,218,43.6,2,2,62,31.0,0,43,3,9,3.0,0,5,3,7,47,37,10,3,20,6,0,1,1,0,10,2,2,0,19,18,7,9,9,17,0.53,0,1,0.0,7,2,55,17,20,308,119,3.1,1,189,6.3,12.9,1,62,9,55,1,5,6,1,1,1
CHI,22,17,33,0.515,179,5.4,12.5,0,1,55.0,5,33,9,1,1,31,14,31,2.2,0,0,27,3,1,2,0.5,42,0,0,0,0.0,0,5,7,338,48.3,3,5,140,28.0,0,52,4,14,3.5,0,18,17,22,55,47,8,0,0,1,0,1,0,0,3,4,11,0,31,10,0,9,2,12,0.17,0,1,0.0,13,1,104,32,3,210,31,2.2,0,179,5.4,12.5,0,140,14,104,19,-1,1,0,1,1
CIN,3,27,37,0.73,328,8.9,12.1,3,2,104.3,0,0,19,0,0,8,31,150,4.8,1,7,25,4,0,0,0.0,0,0,4,4,1.0,0,32,2,61,30.5,11,5,108,21.6,0,27,3,35,11.7,0,18,27,35,62,40,22,1,3,0,0,0,0,0,3,2,3,0,2,26,7,19,9,13,0.69,1,1,1.0,9,0,75,9,28,478,150,4.8,1,328,8.9,12.1,3,108,35,75,29,-3,0,0,2,1
CLE,32,9,21,0.429,-3,-0.1,7.4,1,2,26.6,7,70,3,1,1,32,18,29,1.6,0,2,31,1,0,1,0.0,0,0,1,1,1.0,0,27,6,225,37.5,19,8,154,19.3,0,35,1,8,8.0,0,8,29,37,70,50,20,1,4,1,0,2,2,0,6,3,8,0,32,6,2,3,2,13,0.15,0,0,0.0,7,1,40,29,7,26,29,1.6,0,-3,-0.1,7.4,1,154,8,40,24,-2,1,2,2,3
DAL,24,14,36,0.389,148,4.1,11.4,0,2,28.5,3,12,8,1,1,14,27,121,4.5,1,7,13,7,2,3,0.667,41,0,1,1,1.0,0,4,5,245,49.0,7,5,115,23.0,0,30,3,6,2.0,0,6,21,27,64,41,23,2,13,2,0,0,0,0,5,5,14,0,19,18,7,8,2,13,0.15,0,1,0.0,11,3,76,26,13,269,121,4.5,1,148,4.1,11.4,0,115,6,76,24,-2,2,0,2,2
DEN,15,16,30,0.533,219,7.3,13.7,0,2,49.2,0,0,11,0,0,3,40,196,4.9,2,11,8,8,2,2,1.0,50,0,2,2,1.0,0,23,5,198,39.6,26,1,17,17.0,0,17,7,36,5.1,0,10,12,17,49,36,13,4,26,1,0,1,0,0,9,3,4,0,5,24,11,11,5,13,0.38,1,1,1.0,5,2,43,17,20,415,196,4.9,2,219,7.3,13.7,0,17,36,43,24,-2,1,0,2,1
DET,31,5,22,0.227,35,1.6,9.4,0,0,39.6,2,12,3,0,0,4,39,193,4.9,1,10,13,7,2,2,1.0,36,0,1,1,1.0,0,31,8,245,30.6,25,5,86,17.2,0,30,3,24,8.0,0,14,11,16,69,41,28,1,3,0,0,0,0,0,3,2,4,0,23,17,10,3,5,16,0.31,0,0,0.0,10,4,85,26,13,228,193,4.9,1,35,1.6,9.4,0,86,24,85,15,0,0,0,0,0
GB,19,19,36,0.528,185,5.1,9.9,1,0,76.7,1,3,9,0,0,17,29,116,4.0,0,6,5,10,3,3,1.0,36,0,1,1,1.0,0,21,7,281,40.1,30,2,27,13.5,0,15,0,0,0.0,0,0,6,13,64,42,22,2,12,0,0,0,0,0,5,4,8,0,17,20,6,9,4,14,0.29,0,1,0.0,9,5,94,22,16,301,116,4.0,0,185,5.1,9.9,1,27,0,94,15,0,0,0,0,0
HOU,29,16,21,0.762,125,6.0,10.4,1,1,86.4,5,42,9,0,0,9,28,148,5.3,1,8,28,2,0,0,0.0,0,0,2,2,1.0,0,13,4,173,43.3,17,5,98,19.6,0,27,1,9,9.0,0,9,18,23,74,54,20,2,17,0,0,2,0,0,3,2,2,0,23,17,8,9,4,11,0.36,0,1,0.0,6,0,30,23,14,273,148,5.3,1,125,6.0,10.4,1,98,9,30,24,-2,0,0,1,1
IND,6,26,33,0.788,281,8.5,11.5,2,0,122.3,2,17,18,1,0,21,30,101,3.4,0,3,3,11,3,3,1.0,44,0,2,2,1.0,0,26,3,113,37.7,14,2,41,20.5,0,21,2,8,4.0,0,6,8,14,62,45,17,5,42,1,0,0,1,0,3,2,2,0,10,22,3,18,4,11,0.36,0,0,0.0,8,1,50,14,23,382,101,3.4,0,281,8.5,11.5,2,41,8,50,5,2,1,1,0,0
JAX,10,25,45,0.556,242,5.4,9.7,2,1,76.3,0,0,13,0,0,23,28,90,3.2,0,5,8,8,2,2,1.0,30,0,2,2,1.0,0,15,8,341,42.6,26,3,51,17.0,0,24,6,63,10.5,0,22,1,3,39,34,5,5,33,1,0,0,1,0,4,4,6,1,10,22,5,13,4,15,0.27,0,0,0.0,8,4,75,16,22,332,90,3.2,0,242,5.4,9.7,2,51,63,75,10,1,1,1,1,0
KC,12,18,32,0.563,237,7.4,13.6,3,1,98.0,1,7,10,0,0,10,24,146,6.1,3,8,13,7,0,0,0.0,0,0,7,7,1.0,0,24,5,190,38.0,13,7,144,20.6,0,33,1,4,4.0,0,4,31,38,82,59,23,5,47,0,0,2,4,1,8,1,3,0,5,24,8,10,4,9,0.44,0,0,0.0,7,6,58,1,49,383,146,6.1,3,237,7.4,13.6,3,144,4,58,5,2,0,4,1,1
MIA,26,17,35,0.486,144,4.1,10.0,1,1,57.3,4,26,10,1,0,26,22,70,3.2,1,3,20,5,1,1,1.0,32,0,2,2,1.0,0,10,8,361,45.1,6,4,97,24.3,0,27,2,9,4.5,0,7,15,20,66,40,26,0,0,2,0,2,1,0,6,0,0,0,28,13,3,10,5,15,0.33,0,1,0.0,4,0,40,19,17,214,70,3.2,1,144,4.1,10.0,1,97,9,40,5,2,2,1,1,0
MIN,7,21,34,0.618,261,7.7,12.9,1,1,83.1,1,9,14,0,0,18,25,113,4.5,1,6,3,11,3,3,1.0,48,0,2,2,1.0,0,9,4,182,45.5,8,4,90,22.5,0,30,1,18,18.0,0,18,21,27,66,50,16,3,17,2,0,0,0,0,4,3,12,0,10,22,6,14,3,10,0.3,0,0,0.0,5,2,42,14,23,374,113,4.5,1,261,7.7,12.9,1,90,18,42,15,0,2,0,1,1
NE,8,18,26,0.692,257,9.9,14.4,2,0,126.6,1,3,12,0,0,22,29,94,3.2,2,10,20,5,0,0,0.0,0,0,5,5,1.0,0,1,3,162,54.0,10,5,109,21.8,0,38,0,0,0.0,0,0,23,28,69,49,20,0,0,2,1,1,1,0,6,3,7,0,10,22,10,12,4,10,0.4,1,2,0.5,2,0,13,5,35,351,94,3.2,2,257,9.9,14.4,2,109,0,13,3,3,2,1,0,0
NO,11,18,31,0.581,239,7.7,14.0,1,2,66.5,2,13,11,0,0,20,37,105,2.8,2,5,6,9,2,2,1.0,44,0,3,3,1.0,0,7,5,230,46.0,28,4,66,16.5,0,21,4,58,14.5,0,43,6,13,47,37,10,3,12,2,0,3,2,0,3,4,7,0,15,21,5,11,3,11,0.27,0,1,0.0,9,5,136,11,27,344,105,2.8,2,239,7.7,14.0,1,66,58,136,5,2,2,2,2,0
