,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,22,19,36,0.528,174,4.8,9.5,0,3,31.5,1,7,10,0,0,25,24,71,3.0,0,3,23,3,1,1,1.0,20,0,0,0,0.0,0,18,6,249,41.5,17,1,21,21.0,0,21,2,4,2.0,0,2,8,13,66,54,12,2,14,0,0,2,0,0,3,4,7,0,21,17,3,10,5,13,0.38,0,0,0.0,6,4,51,31,3,245,71,3.0,0,174,4.8,9.5,0,21,4,51,31,-4,0,0,3,1
ATL,16,16,29,0.552,210,7.2,13.3,2,1,86.9,2,2,10,0,0,3,33,186,5.6,1,10,15,6,1,2,0.5,31,0,3,3,1.0,0,15,5,212,42.4,4,4,99,24.8,0,37,2,13,6.5,0,7,14,21,57,41,16,4,24,2,0,1,0,0,7,1,1,0,11,21,10,10,4,11,0.36,1,1,1.0,6,1,46,12,24,396,186,5.6,1,210,7.2,13.3,2,99,13,46,14,0,2,0,1,1
BAL,32,15,35,0.429,47,1.3,6.2,0,1,38.4,4,46,5,1,1,22,20,77,3.9,0,3,23,3,1,1,1.0,22,0,0,0,0.0,0,9,10,444,44.4,25,6,106,17.7,0,28,3,32,10.7,0,12,18,24,80,51,29,1,2,0,0,0,0,0,1,4,9,0,32,8,3,5,3,14,0.21,0,1,0.0,10,0,106,31,3,124,77,3.9,0,47,1.3,6.2,0,106,32,106,25,-2,0,0,1,1
BUF,6,26,38,0.684,286,7.5,11.2,1,3,66.3,1,6,16,0,0,10,37,148,4.0,4,8,11,8,1,1,1.0,25,0,5,5,1.0,0,27,1,36,36.0,31,2,25,12.5,0,23,2,7,3.5,0,4,6,9,45,36,9,2,10,1,0,1,1,0,7,2,4,0,2,25,8,16,9,15,0.6,1,2,0.5,6,1,44,5,38,434,148,4.0,4,286,7.5,11.2,1,25,7,44,20,-1,1,1,3,0
CAR,18,14,21,0.667,188,9.0,15.2,2,1,106.8,4,25,7,0,0,18,25,112,4.5,0,6,23,3,0,2,0.0,0,1,3,3,1.0,0,4,4,191,47.8,8,2,45,22.5,0,23,1,16,16.0,0,16,9,14,68,48,20,2,11,1,1,3,2,0,6,5,8,0,26,15,6,7,6,12,0.5,0,0,0.0,5,2,50,16,21,300,112,4.5,0,188,9.0,15.2,2,45,16,50,4,2,1,2,1,0
CHI,31,15,31,0.484,91,2.9,8.8,0,2,28.0,6,41,8,2,0,30,20,49,2.5,0,1,30,1,0,1,0.0,0,0,1,1,1.0,0,19,10,412,41.2,28,4,62,15.5,0,18,6,68,11.3,0,24,14,21,55,43,12,2,10,2,1,0,0,0,4,6,9,0,30,10,1,8,2,14,0.14,0,1,0.0,7,1,45,28,7,140,49,2.5,0,91,2.9,8.8,0,62,68,45,25,-2,2,0,2,2
CIN,7,22,29,0.759,251,8.7,11.4,4,3,101.4,0,0,11,0,0,1,32,253,7.9,2,12,1,16,3,3,1.0,36,0,7,7,1.0,0,2,2,105,52.5,11,9,200,22.2,0,34,2,60,30.0,0,49,31,48,57,31,26,3,27,2,1,1,0,0,3,1,2,0,1,26,12,11,7,11,0.64,0,0,0.0,8,3,63,1,58,504,253,7.9,2,251,8.7,11.4,4,200,60,63,20,-1,2,0,3,0
CLE,2,30,39,0.769,386,9.9,13.8,5,2,125.6,3,27,17,0,0,24,17,76,4.5,1,4,2,12,2,2,1.0,29,0,6,6,1.0,0,10,4,177,44.3,16,10,212,21.2,0,27,2,6,3.0,0,4,32,58,56,35,21,0,0,3,0,0,0,0,3,3,7,0,7,23,4,17,4,12,0.33,1,2,0.5,12,2,87,2,48,462,76,4.5,1,386,9.9,13.8,5,212,6,87,9,1,3,0,2,0
DAL,27,13,26,0.5,113,4.3,9.5,1,2,42.6,2,10,10,0,0,6,40,154,3.9,2,8,23,3,0,1,0.0,0,0,3,3,1.0,0,14,9,388,43.1,12,1,22,22.0,0,22,5,37,7.4,0,22,4,7,45,35,10,6,41,2,0,2,2,0,5,0,0,0,18,18,8,10,1,13,0.08,0,0,0.0,5,0,30,16,21,267,154,3.9,2,113,4.3,9.5,1,22,37,30,4,2,2,2,2,0
DEN,8,14,23,0.609,245,10.7,17.5,1,1,93.6,0,0,7,0,0,16,34,122,3.6,1,6,15,6,1,2,0.5,32,1,3,3,1.0,0,27,7,252,36.0,15,4,85,21.3,0,24,1,2,2.0,0,2,22,25,46,37,9,1,5,2,1,1,1,0,12,3,4,0,23,16,6,7,2,11,0.18,0,0,0.0,5,3,31,12,24,367,122,3.6,1,245,10.7,17.5,1,85,2,31,14,0,2,1,1,2
DET,13,25,38,0.658,218,5.7,9.3,0,1,69.8,3,15,11,2,1,4,21,168,8.0,0,7,7,9,3,4,0.75,34,0,0,0,0.0,0,20,3,123,41.0,19,5,102,20.4,0,29,3,29,9.7,0,18,29,41,47,46,1,0,0,0,0,0,0,0,3,4,10,0,14,19,7,11,5,13,0.38,0,1,0.0,10,1,60,26,9,386,168,8.0,0,218,5.7,9.3,0,102,29,60,32,-5,0,0,1,4
GB,15,18,27,0.667,215,8.0,11.9,3,0,127.9,0,0,14,0,0,2,28,231,8.3,1,8,7,9,1,1,1.0,27,0,6,6,1.0,0,21,3,121,40.3,23,4,72,18.0,0,26,0,0,0.0,0,0,12,17,63,51,12,4,43,1,0,3,2,2,2,4,11,0,9,22,8,14,3,8,0.38,1,1,1.0,7,0,55,3,45,446,231,8.3,1,215,8.0,11.9,3,72,0,55,3,3,1,2,0,0
HOU,19,21,30,0.7,179,6.0,9.6,2,1,93.6,3,22,13,0,0,9,21,149,7.1,2,6,12,7,1,2,0.5,29,1,4,4,1.0,0,7,3,136,45.3,6,4,93,23.3,0,33,1,0,0.0,0,0,14,21,69,44,25,1,6,1,0,2,2,0,6,1,1,0,14,19,6,13,5,10,0.5,1,1,1.0,3,0,36,7,31,328,149,7.1,2,179,6.0,9.6,2,93,0,36,4,2,1,2,1,0
IND,9,24,31,0.774,243,7.8,10.1,6,0,138.8,0,0,16,0,0,17,29,113,3.9,0,6,19,5,0,0,0.0,0,0,5,6,0.833,1,17,5,209,41.8,5,2,48,24.0,0,25,2,5,2.5,0,8,6,9,56,49,7,3,15,1,0,5,4,0,4,1,1,0,5,24,6,16,4,10,0.4,0,1,0.0,5,2,40,4,41,356,113,3.9,0,243,7.8,10.1,6,48,5,40,1,5,1,4,0,0
JAX,11,19,34,0.559,225,6.6,12.4,1,0,86.0,2,10,10,1,1,6,27,154,5.7,0,7,3,10,3,3,1.0,42,0,1,1,1.0,0,1,2,108,54.0,27,3,52,17.3,0,20,2,11,5.5,0,8,23,27,59,42,17,4,17,1,0,1,1,0,4,4,5,0,18,18,7,10,7,15,0.47,0,1,0.0,6,1,45,22,16,379,154,5.7,0,225,6.6,12.4,1,52,11,45,14,0,1,1,0,2
KC,17,21,34,0.618,200,5.9,9.9,0,1,65.8,1,8,10,0,0,20,20,110,5.5,3,8,19,5,1,1,1.0,28,0,2,3,0.667,0,29,3,99,33.0,1,6,233,38.8,1,96,1,1,1.0,0,1,27,34,57,51,6,1,7,0,0,0,0,0,3,5,11,0,12,20,8,10,3,10,0.3,0,1,0.0,5,2,26,7,31,310,110,5.5,3,200,5.9,9.9,0,233,1,26,25,-2,0,0,1,1
MIA,25,17,33,0.515,151,4.6,9.4,2,1,71.7,1,8,8,0,0,30,26,49,1.9,0,3,15,6,1,2,0.5,50,0,3,3,1.0,0,13,7,302,43.1,28,2,31,15.5,0,22,5,72,14.4,0,35,12,17,65,45,20,8,34,0,0,4,3,1,8,0,0,0,26,15,3,8,3,14,0.21,0,0,0.0,7,4,50,12,24,200,49,1.9,0,151,4.6,9.4,2,31,72,50,9,1,0,3,1,1
MIN,13,19,27,0.704,218,8.1,12.4,1,1,91.3,4,17,14,1,1,18,30,112,3.7,1,7,7,9,2,2,1.0,33,0,3,3,1.0,0,3,2,98,49.0,17,1,21,21.0,0,21,2,32,16.0,0,20,10,16,60,41,19,2,10,0,0,2,2,1,3,1,2,0,5,24,7,14,6,10,0.6,0,0,0.0,4,3,35,9,27,330,112,3.7,1,218,8.1,12.4,1,21,32,35,14,0,0,2,1,1
NE,23,15,30,0.5,170,5.7,11.5,0,0,67.4,1,2,7,0,0,12,41,144,3.5,1,8,3,10,3,3,1.0,48,0,1,1,1.0,0,30,8,257,32.1,8,2,45,22.5,0,27,6,38,6.3,0,14,1,3,57,39,18,4,46,1,0,1,1,1,7,0,0,0,18,18,8,7,6,17,0.35,0,0,0.0,10,3,97,12,24,314,144,3.5,1,170,5.7,11.5,0,45,38,97,4,2,1,1,0,0
NO,24,19,34,0.559,165,4.9,9.9,1,2,54.2,4,24,12,1,0,13,28,141,5.0,1,6,12,7,2,3,0.667,48,1,1,1,1.0,0,11,5,220,44.0,20,3,56,18.7,0,23,4,2,0.5,0,3,18,24,52,42,10,2,2,1,0,1,1,0,1,3,6,0,14,19,6,12,6,16,0.38,1,2,0.5,5,1,25,16,21,306,141,5.0,1,165,4.9,9.9,1,56,2,25,14,0,1,1,2,0
