,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
BAL,BAL,5,5,0,0,MIA,6,0
JAX,JAX,2,8,0,0,TEN,3,0
NYG,NYG,4,6,0,0,PHI,10,0
HOU,HOU,4,6,0,0,BUF,12,1
STL,STL,7,3,0,0,CHI,23,1
ARZ,ARZ,3,7,0,0,CLE,6,0
ATL,ATL,2,8,0,0,NO,20,0
KC,KC,9,1,0,0,CIN,19,0
WSH,WSH,4,6,0,0,CAR,17,0
NYJ,NYJ,3,7,0,0,IND,31,0
SD,SD,2,8,0,0,DEN,8,0
DET,DET,3,7,0,0,SEA,14,0
GB,GB,5,5,0,0,TB,20,1
MIN,MIN,6,4,0,0,OAK,18,0
DAL,DAL,7,3,0,0,NE,0,0
PIT,PIT,3,7,0,0,SF,14,0
MIA,MIA,6,4,0,1,BAL,9,1
TEN,TEN,8,2,0,1,JAX,10,1
PHI,PHI,7,3,0,1,NYG,28,1
BUF,BUF,4,6,0,1,HOU,10,0
CHI,CHI,3,7,0,1,STL,21,0
CLE,CLE,4,6,0,1,ARZ,44,1
NO,NO,5,5,0,1,ATL,23,1
CIN,CIN,5,5,0,1,KC,24,1
CAR,CAR,8,2,0,1,WSH,20,1
IND,IND,8,2,0,1,NYJ,38,1
DEN,DEN,6,4,0,1,SD,37,1
SEA,SEA,7,3,0,1,DET,35,1
TB,TB,4,6,0,1,GB,13,0
OAK,OAK,3,7,0,1,MIN,28,1
NE,NE,8,2,0,1,DAL,12,1
SF,SF,5,5,0,1,PIT,30,1
