,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
DEN,DEN,4,1,0,0,KC,23,0
MIN,MIN,5,0,0,0,ATL,39,1
OAK,OAK,2,3,0,0,CHI,21,0
TEN,TEN,3,2,0,0,NE,30,0
SEA,SEA,3,1,0,0,GB,13,0
ARZ,ARZ,1,4,0,0,DAL,7,0
CIN,CIN,1,4,0,0,BUF,16,0
MIA,MIA,3,1,0,0,NYG,23,1
NO,NO,1,4,0,0,CAR,13,0
SD,SD,0,5,0,0,JAX,21,0
DET,DET,1,4,0,0,SF,17,0
WSH,WSH,3,2,0,0,PHI,25,0
CLE,CLE,2,3,0,0,PIT,33,1
IND,IND,5,0,0,0,TB,38,1
KC,KC,5,0,0,1,DEN,24,1
ATL,ATL,1,4,0,1,MIN,26,0
CHI,CHI,1,3,0,1,OAK,24,1
NE,NE,3,2,0,1,TEN,38,1
GB,GB,3,2,0,1,SEA,35,1
DAL,DAL,3,1,0,1,ARZ,24,1
BUF,BUF,3,2,0,1,CIN,22,1
NYG,NYG,2,2,0,1,MIA,10,0
CAR,CAR,4,0,0,1,NO,19,1
JAX,JAX,1,4,0,1,SD,27,1
SF,SF,2,3,0,1,DET,24,1
PHI,PHI,2,2,0,1,WSH,27,1
PIT,PIT,2,3,0,1,CLE,13,0
TB,TB,2,2,0,1,IND,35,0
