,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
DET,DET,1,1,0,0,GB,6,0
HOU,HOU,1,1,0,0,NO,10,0
MIA,MIA,1,1,0,0,NYJ,21,1
PIT,PIT,1,1,0,0,KC,20,0
SF,SF,1,1,0,0,STL,24,0
TEN,TEN,1,1,0,0,IND,7,0
WSH,WSH,2,0,0,0,ATL,33,1
BUF,BUF,2,0,0,0,JAX,38,1
CLE,CLE,0,2,0,0,BAL,13,0
SEA,SEA,2,0,0,0,ARZ,38,1
CAR,CAR,2,0,0,0,TB,12,1
CIN,CIN,0,2,0,0,OAK,20,0
DEN,DEN,2,0,0,0,SD,37,1
NE,NE,1,1,0,0,PHI,31,1
CHI,CHI,0,2,0,0,MIN,13,0
DAL,DAL,1,1,0,0,NYG,35,1
GB,GB,1,1,0,1,DET,31,1
NO,NO,1,1,0,1,HOU,31,1
NYJ,NYJ,0,2,0,1,MIA,10,0
KC,KC,2,0,0,1,PIT,41,1
STL,STL,1,1,0,1,SF,27,1
IND,IND,2,0,0,1,TEN,33,1
ATL,ATL,1,1,0,1,WSH,31,0
JAX,JAX,0,2,0,1,BUF,17,0
BAL,BAL,1,1,0,1,CLE,33,1
ARZ,ARZ,0,2,0,1,SEA,0,0
TB,TB,1,1,0,1,CAR,9,0
OAK,OAK,1,1,0,1,CIN,23,1
SD,SD,0,2,0,1,DEN,13,0
PHI,PHI,0,2,0,1,NE,10,0
MIN,MIN,2,0,0,1,CHI,24,1
NYG,NYG,1,1,0,1,DAL,32,0
