,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
BUF,BUF,6,10,0,0,NE,0,0
SEA,SEA,10,6,0,0,SF,24,1
PHI,PHI,12,4,0,0,WSH,31,1
CHI,CHI,7,9,0,0,KC,3,0
DAL,DAL,10,6,0,0,NO,7,0
CLE,CLE,5,11,0,0,CIN,22,1
STL,STL,12,4,0,0,DET,20,0
NYJ,NYJ,6,10,0,0,MIA,21,0
TB,TB,7,9,0,0,TEN,13,0
IND,IND,12,4,0,0,HOU,20,1
JAX,JAX,5,11,0,0,ATL,14,0
CAR,CAR,11,5,0,0,NYG,37,1
MIN,MIN,9,7,0,0,ARZ,17,0
OAK,OAK,4,12,0,0,SD,14,0
DEN,DEN,10,6,0,0,GB,3,0
PIT,PIT,6,10,0,0,BAL,10,0
NE,NE,14,2,0,1,BUF,31,1
SF,SF,7,9,0,1,SEA,17,0
WSH,WSH,5,11,0,1,PHI,7,0
KC,KC,13,3,0,1,CHI,31,1
NO,NO,8,8,0,1,DAL,13,1
CIN,CIN,8,8,0,1,CLE,14,0
DET,DET,5,11,0,1,STL,30,1
MIA,MIA,10,6,0,1,NYJ,23,1
TEN,TEN,12,4,0,1,TB,33,1
HOU,HOU,5,11,0,1,IND,17,0
ATL,ATL,5,11,0,1,JAX,21,1
NYG,NYG,4,12,0,1,CAR,24,0
ARZ,ARZ,4,12,0,1,MIN,18,1
SD,SD,4,12,0,1,OAK,21,1
GB,GB,10,6,0,1,DEN,31,1
BAL,BAL,10,6,0,1,PIT,13,1
