,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
JAX,JAX,1,7,0,0,BAL,17,0
NO,NO,4,5,0,0,TB,17,1
NYG,NYG,4,4,0,0,NYJ,31,1
SD,SD,1,7,0,0,CHI,7,0
OAK,OAK,2,6,0,0,DET,13,0
CAR,CAR,6,2,0,0,HOU,10,0
IND,IND,7,1,0,0,MIA,23,1
CIN,CIN,3,5,0,0,ARZ,14,0
PIT,PIT,2,6,0,0,SEA,16,0
WSH,WSH,3,5,0,0,DAL,14,0
PHI,PHI,5,3,0,0,ATL,23,1
STL,STL,5,3,0,0,SF,10,0
GB,GB,4,4,0,0,MIN,30,1
NE,NE,7,2,0,0,DEN,30,1
BAL,BAL,5,3,0,1,JAX,24,1
TB,TB,4,4,0,1,NO,14,0
NYJ,NYJ,2,6,0,1,NYG,28,0
CHI,CHI,3,5,0,1,SD,20,1
DET,DET,2,6,0,1,OAK,23,1
HOU,HOU,3,5,0,1,CAR,14,1
MIA,MIA,5,3,0,1,IND,17,0
ARZ,ARZ,3,5,0,1,CIN,17,1
SEA,SEA,6,2,0,1,PIT,23,1
DAL,DAL,6,2,0,1,WSH,21,1
ATL,ATL,1,7,0,1,PHI,16,0
SF,SF,4,5,0,1,STL,30,1
MIN,MIN,6,2,0,1,GB,27,0
DEN,DEN,5,4,0,1,NE,26,0
