,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
IND,IND,9,2,0,0,BUF,17,1
NE,NE,9,2,0,0,HOU,23,1
PIT,PIT,4,7,0,0,CLE,13,1
JAX,JAX,2,9,0,0,NYJ,10,0
SEA,SEA,7,4,0,0,BAL,41,0
CAR,CAR,8,3,0,0,DAL,20,0
DET,DET,3,8,0,0,MIN,14,0
NO,NO,5,6,0,0,PHI,20,0
SF,SF,5,6,0,0,GB,10,0
CHI,CHI,4,7,0,0,DEN,19,1
STL,STL,8,3,0,0,ARZ,30,1
CIN,CIN,6,5,0,0,SD,34,1
OAK,OAK,3,8,0,0,KC,24,0
TEN,TEN,9,2,0,0,ATL,38,1
WSH,WSH,4,7,0,0,MIA,23,0
NYG,NYG,4,7,0,0,TB,13,0
BUF,BUF,4,7,0,1,IND,14,0
HOU,HOU,4,7,0,1,NE,20,0
CLE,CLE,4,7,0,1,PIT,6,0
NYJ,NYJ,4,7,0,1,JAX,13,1
BAL,BAL,6,5,0,1,SEA,44,1
DAL,DAL,8,3,0,1,CAR,24,1
MIN,MIN,7,4,0,1,DET,24,1
PHI,PHI,8,3,0,1,NO,33,1
GB,GB,6,5,0,1,SF,20,1
DEN,DEN,6,5,0,1,CHI,10,0
ARZ,ARZ,3,8,0,1,STL,27,0
SD,SD,2,9,0,1,CIN,27,0
KC,KC,10,1,0,1,OAK,27,1
ATL,ATL,2,9,0,1,TEN,31,0
MIA,MIA,7,4,0,1,WSH,24,1
TB,TB,5,6,0,1,NYG,19,1
