,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NYJ,NYJ,0,1,0,0,WSH,13,0
MIN,MIN,1,0,0,0,GB,30,1
STL,STL,0,1,0,0,NYG,13,0
NE,NE,0,1,0,0,BUF,0,0
SD,SD,0,1,0,0,KC,14,0
JAX,JAX,0,1,0,0,CAR,23,0
HOU,HOU,1,0,0,0,MIA,21,1
BAL,BAL,0,1,0,0,PIT,15,0
IND,IND,1,0,0,0,CLE,9,1
ARZ,ARZ,0,1,0,0,DET,24,0
DEN,DEN,1,0,0,0,CIN,30,1
ATL,ATL,1,0,0,0,DAL,27,1
NO,NO,0,1,0,0,SEA,10,0
CHI,CHI,0,1,0,0,SF,7,0
OAK,OAK,0,1,0,0,TEN,20,0
TB,TB,1,0,0,0,PHI,17,1
WSH,WSH,1,0,0,1,NYJ,16,1
GB,GB,0,1,0,1,MIN,25,0
NYG,NYG,1,0,0,1,STL,23,1
BUF,BUF,1,0,0,1,NE,31,1
KC,KC,1,0,0,1,SD,27,1
CAR,CAR,1,0,0,1,JAX,24,1
MIA,MIA,0,1,0,1,HOU,20,0
PIT,PIT,1,0,0,1,BAL,34,1
CLE,CLE,0,1,0,1,IND,6,0
DET,DET,1,0,0,1,ARZ,42,1
CIN,CIN,0,1,0,1,DEN,10,0
DAL,DAL,0,1,0,1,ATL,13,0
SEA,SEA,1,0,0,1,NO,27,1
SF,SF,1,0,0,1,CHI,49,1
TEN,TEN,1,0,0,1,OAK,25,1
PHI,PHI,0,1,0,1,TB,0,0
