,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIN,MIN,3,0,0,0,DET,23,1
KC,KC,3,0,0,0,HOU,42,1
TB,TB,2,1,0,0,ATL,31,1
PIT,PIT,2,1,0,0,CIN,17,1
NYJ,NYJ,0,3,0,0,NE,16,0
NO,NO,1,2,0,0,TEN,12,0
JAX,JAX,0,3,0,0,IND,13,0
GB,GB,1,2,0,0,ARZ,13,0
NYG,NYG,2,1,0,0,WSH,24,1
STL,STL,1,2,0,0,SEA,23,0
BAL,BAL,2,1,0,0,SD,24,1
CLE,CLE,1,2,0,0,SF,13,1
BUF,BUF,2,1,0,0,MIA,7,0
OAK,OAK,1,2,0,0,DEN,10,0
DET,DET,1,2,0,1,MIN,13,0
HOU,HOU,1,2,0,1,KC,14,0
ATL,ATL,1,2,0,1,TB,10,0
CIN,CIN,0,3,0,1,PIT,10,0
NE,NE,2,1,0,1,NYJ,23,1
TEN,TEN,2,1,0,1,NO,27,1
IND,IND,3,0,0,1,JAX,23,1
ARZ,ARZ,1,2,0,1,GB,20,1
WSH,WSH,2,1,0,1,NYG,21,0
SEA,SEA,3,0,0,1,STL,24,1
SD,SD,0,3,0,1,BAL,10,0
SF,SF,1,2,0,1,CLE,12,0
MIA,MIA,2,1,0,1,BUF,17,1
DEN,DEN,3,0,0,1,OAK,31,1
