,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
GB,GB,6,6,0,0,DET,14,0
MIA,MIA,8,4,0,0,DAL,40,1
NE,NE,10,2,0,0,IND,38,1
ARZ,ARZ,3,9,0,0,CHI,3,0
BUF,BUF,5,7,0,0,NYG,24,1
ATL,ATL,2,10,0,0,HOU,13,0
PHI,PHI,9,3,0,0,CAR,25,1
SF,SF,5,7,0,0,BAL,6,0
MIN,MIN,7,5,0,0,STL,17,0
CIN,CIN,7,5,0,0,PIT,24,1
NO,NO,6,6,0,0,WSH,24,1
DEN,DEN,7,5,0,0,OAK,22,1
KC,KC,11,1,0,0,SD,28,1
CLE,CLE,4,8,0,0,SEA,7,0
TB,TB,5,7,0,0,JAX,10,0
TEN,TEN,9,3,0,0,NYJ,17,0
DET,DET,4,8,0,1,GB,22,1
DAL,DAL,8,4,0,1,MIA,21,0
IND,IND,9,3,0,1,NE,34,0
CHI,CHI,5,7,0,1,ARZ,28,1
NYG,NYG,4,8,0,1,BUF,7,0
HOU,HOU,5,7,0,1,ATL,17,1
CAR,CAR,8,4,0,1,PHI,16,0
BAL,BAL,7,5,0,1,SF,44,1
STL,STL,9,3,0,1,MIN,48,1
PIT,PIT,4,8,0,1,CIN,20,0
WSH,WSH,4,8,0,1,NO,20,0
OAK,OAK,3,9,0,1,DEN,8,0
SD,SD,2,10,0,1,KC,24,0
SEA,SEA,8,4,0,1,CLE,34,1
JAX,JAX,3,9,0,1,TB,17,1
NYJ,NYJ,5,7,0,1,TEN,24,1
