,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CHI,CHI,3,6,0,0,DET,10,0
HOU,HOU,3,6,0,0,CIN,27,0
MIA,MIA,5,4,0,0,TEN,7,0
TB,TB,4,5,0,0,CAR,24,0
SEA,SEA,6,3,0,0,WSH,20,0
ARZ,ARZ,3,6,0,0,PIT,15,0
ATL,ATL,2,7,0,0,NYG,27,1
CLE,CLE,3,6,0,0,KC,20,0
IND,IND,7,2,0,0,JAX,23,0
MIN,MIN,6,3,0,0,SD,28,0
BUF,BUF,4,5,0,0,DAL,6,0
NYJ,NYJ,3,6,0,0,OAK,27,1
BAL,BAL,5,4,0,0,STL,22,0
PHI,PHI,6,3,0,0,GB,17,1
DET,DET,3,6,0,1,CHI,12,1
CIN,CIN,4,5,0,1,HOU,34,1
TEN,TEN,7,2,0,1,MIA,31,1
CAR,CAR,7,2,0,1,TB,27,1
WSH,WSH,4,5,0,1,SEA,27,1
PIT,PIT,3,6,0,1,ARZ,28,1
NYG,NYG,4,5,0,1,ATL,7,0
KC,KC,9,0,0,1,CLE,41,1
JAX,JAX,2,7,0,1,IND,28,1
SD,SD,2,7,0,1,MIN,42,1
DAL,DAL,7,2,0,1,BUF,10,1
OAK,OAK,2,7,0,1,NYJ,24,0
STL,STL,6,3,0,1,BAL,33,1
GB,GB,4,5,0,1,PHI,14,0
