,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CLE,CLE,0,4,0,0,BAL,16,0
NE,NE,2,2,0,0,BUF,52,1
SF,SF,3,1,0,0,NYJ,34,1
SEA,SEA,2,2,0,0,STL,13,0
CAR,CAR,1,3,0,0,ATL,28,0
MIN,MIN,3,1,0,0,DET,20,1
SD,SD,3,1,0,0,KC,37,1
TEN,TEN,1,3,0,0,HOU,14,0
CIN,CIN,3,1,0,0,JAX,27,1
OAK,OAK,1,3,0,0,DEN,6,0
MIA,MIA,1,3,0,0,ARZ,21,0
WSH,WSH,2,2,0,0,TB,24,1
NO,NO,0,4,0,0,GB,27,0
NYG,NYG,2,2,0,0,PHI,17,0
CHI,CHI,3,1,0,0,DAL,34,1
BAL,BAL,3,1,0,1,CLE,23,1
BUF,BUF,2,2,0,1,NE,28,0
NYJ,NYJ,2,2,0,1,SF,0,0
STL,STL,2,2,0,1,SEA,19,1
ATL,ATL,4,0,0,1,CAR,30,1
DET,DET,1,3,0,1,MIN,13,0
KC,KC,1,3,0,1,SD,20,0
HOU,HOU,4,0,0,1,TEN,38,1
JAX,JAX,1,3,0,1,CIN,10,0
DEN,DEN,2,2,0,1,OAK,37,1
ARZ,ARZ,4,0,0,1,MIA,24,1
TB,TB,1,3,0,1,WSH,22,0
GB,GB,2,2,0,1,NO,28,1
PHI,PHI,3,1,0,1,NYG,19,1
DAL,DAL,2,2,0,1,CHI,18,0
