,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
KC,KC,1,7,0,0,SD,13,0
ARZ,ARZ,4,5,0,0,GB,17,0
DET,DET,4,4,0,0,JAX,31,1
CHI,CHI,7,1,0,0,TEN,51,1
DEN,DEN,5,3,0,0,CIN,31,1
CAR,CAR,2,6,0,0,WSH,21,1
BAL,BAL,6,2,0,0,CLE,25,1
MIA,MIA,4,4,0,0,IND,20,0
BUF,BUF,3,5,0,0,HOU,9,0
MIN,MIN,5,4,0,0,SEA,20,0
TB,TB,4,4,0,0,OAK,42,1
PIT,PIT,5,3,0,0,NYG,24,1
DAL,DAL,3,5,0,0,ATL,13,0
PHI,PHI,3,5,0,0,NO,13,0
SD,SD,4,4,0,1,KC,31,1
GB,GB,6,3,0,1,ARZ,31,1
JAX,JAX,1,7,0,1,DET,14,0
TEN,TEN,3,6,0,1,CHI,20,0
CIN,CIN,3,5,0,1,DEN,23,0
WSH,WSH,3,6,0,1,CAR,13,0
CLE,CLE,2,7,0,1,BAL,15,0
IND,IND,5,3,0,1,MIA,23,1
HOU,HOU,7,1,0,1,BUF,21,1
SEA,SEA,5,4,0,1,MIN,30,1
OAK,OAK,3,5,0,1,TB,32,0
NYG,NYG,6,3,0,1,PIT,20,0
ATL,ATL,8,0,0,1,DAL,19,1
NO,NO,3,5,0,1,PHI,28,1
