,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
HOU,HOU,10,1,0,0,DET,34,1
WSH,WSH,5,6,0,0,DAL,38,1
NE,NE,8,3,0,0,NYJ,49,1
BUF,BUF,4,7,0,0,IND,13,0
SEA,SEA,6,5,0,0,MIA,21,0
ATL,ATL,10,1,0,0,TB,24,1
OAK,OAK,3,8,0,0,CIN,10,0
PIT,PIT,6,5,0,0,CLE,14,0
TEN,TEN,4,7,0,0,JAX,19,0
DEN,DEN,8,3,0,0,KC,17,1
MIN,MIN,6,5,0,0,CHI,10,0
BAL,BAL,9,2,0,0,SD,16,1
SF,SF,8,2,1,0,NO,31,1
STL,STL,4,6,1,0,ARZ,31,1
GB,GB,7,4,0,0,NYG,10,0
CAR,CAR,3,8,0,0,PHI,30,1
DET,DET,4,7,0,1,HOU,31,0
DAL,DAL,5,6,0,1,WSH,31,0
NYJ,NYJ,4,7,0,1,NE,19,0
IND,IND,7,4,0,1,BUF,20,1
MIA,MIA,5,6,0,1,SEA,24,1
TB,TB,6,5,0,1,ATL,23,0
CIN,CIN,6,5,0,1,OAK,34,1
CLE,CLE,3,8,0,1,PIT,20,1
JAX,JAX,2,9,0,1,TEN,24,1
KC,KC,1,10,0,1,DEN,9,0
CHI,CHI,8,3,0,1,MIN,28,1
SD,SD,4,7,0,1,BAL,13,0
NO,NO,5,6,0,1,SF,21,0
ARZ,ARZ,4,7,0,1,STL,17,0
NYG,NYG,7,4,0,1,GB,38,1
PHI,PHI,3,8,0,1,CAR,22,0
