,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CHI,CHI,1,1,0,0,GB,10,0
TB,TB,1,1,0,0,NYG,34,0
OAK,OAK,0,2,0,0,MIA,13,0
HOU,HOU,2,0,0,0,JAX,27,1
CLE,CLE,0,2,0,0,CIN,27,0
KC,KC,0,2,0,0,BUF,17,0
BAL,BAL,1,1,0,0,PHI,23,0
NO,NO,0,2,0,0,CAR,27,0
ARZ,ARZ,2,0,0,0,NE,20,1
MIN,MIN,1,1,0,0,IND,20,0
WSH,WSH,1,1,0,0,STL,28,0
DAL,DAL,1,1,0,0,SEA,7,0
NYJ,NYJ,1,1,0,0,PIT,10,0
TEN,TEN,0,2,0,0,SD,10,0
DET,DET,1,1,0,0,SF,19,0
DEN,DEN,1,1,0,0,ATL,21,0
GB,GB,1,1,0,1,CHI,23,1
NYG,NYG,1,1,0,1,TB,41,1
MIA,MIA,1,1,0,1,OAK,35,1
JAX,JAX,0,2,0,1,HOU,7,0
CIN,CIN,1,1,0,1,CLE,34,1
BUF,BUF,1,1,0,1,KC,35,1
PHI,PHI,2,0,0,1,BAL,24,1
CAR,CAR,1,1,0,1,NO,35,1
NE,NE,1,1,0,1,ARZ,18,0
IND,IND,1,1,0,1,MIN,23,1
STL,STL,1,1,0,1,WSH,31,1
SEA,SEA,1,1,0,1,DAL,27,1
PIT,PIT,1,1,0,1,NYJ,27,1
SD,SD,2,0,0,1,TEN,38,1
SF,SF,2,0,0,1,DET,27,1
ATL,ATL,2,0,0,1,DEN,27,1
