,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NO,NO,5,7,0,0,ATL,13,0
SEA,SEA,7,5,0,0,CHI,23,1
HOU,HOU,11,1,0,0,TEN,24,1
NE,NE,9,3,0,0,MIA,23,1
JAX,JAX,2,10,0,0,BUF,18,0
IND,IND,8,4,0,0,DET,35,1
CAR,CAR,3,9,0,0,KC,21,0
MIN,MIN,6,6,0,0,GB,14,0
SF,SF,8,3,1,0,STL,13,0
ARZ,ARZ,4,8,0,0,NYJ,6,0
TB,TB,6,6,0,0,DEN,23,0
PIT,PIT,7,5,0,0,BAL,23,1
CIN,CIN,7,5,0,0,SD,20,1
CLE,CLE,4,8,0,0,OAK,20,1
PHI,PHI,3,9,0,0,DAL,33,0
NYG,NYG,7,5,0,0,WSH,16,0
ATL,ATL,11,1,0,1,NO,23,1
CHI,CHI,8,4,0,1,SEA,17,0
TEN,TEN,4,8,0,1,HOU,10,0
MIA,MIA,5,7,0,1,NE,16,0
BUF,BUF,5,7,0,1,JAX,34,1
DET,DET,4,8,0,1,IND,33,0
KC,KC,2,10,0,1,CAR,27,1
GB,GB,8,4,0,1,MIN,23,1
STL,STL,5,6,1,1,SF,16,1
NYJ,NYJ,5,7,0,1,ARZ,7,1
DEN,DEN,9,3,0,1,TB,31,1
BAL,BAL,9,3,0,1,PIT,20,0
SD,SD,4,8,0,1,CIN,13,0
OAK,OAK,3,9,0,1,CLE,17,0
DAL,DAL,6,6,0,1,PHI,38,1
WSH,WSH,6,6,0,1,NYG,17,1
