,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CIN,CIN,8,6,0,0,PHI,34,1
GB,GB,10,4,0,0,CHI,21,1
IND,IND,9,5,0,0,HOU,17,0
DEN,DEN,11,3,0,0,BAL,34,1
JAX,JAX,2,12,0,0,MIA,3,0
WSH,WSH,8,6,0,0,CLE,38,1
MIN,MIN,8,6,0,0,STL,36,1
TB,TB,6,8,0,0,NO,0,0
NYG,NYG,8,6,0,0,ATL,0,0
SEA,SEA,9,5,0,0,BUF,50,1
CAR,CAR,5,9,0,0,SD,31,1
DET,DET,4,10,0,0,ARZ,10,0
KC,KC,2,12,0,0,OAK,0,0
PIT,PIT,7,7,0,0,DAL,24,0
SF,SF,10,3,1,0,NE,41,1
NYJ,NYJ,6,8,0,0,TEN,10,0
PHI,PHI,4,10,0,1,CIN,13,0
CHI,CHI,8,6,0,1,GB,13,0
HOU,HOU,12,2,0,1,IND,29,1
BAL,BAL,9,5,0,1,DEN,17,0
MIA,MIA,6,8,0,1,JAX,24,1
CLE,CLE,5,9,0,1,WSH,21,0
STL,STL,6,7,1,1,MIN,22,0
NO,NO,6,8,0,1,TB,41,1
ATL,ATL,12,2,0,1,NYG,34,1
BUF,BUF,5,9,0,1,SEA,17,0
SD,SD,5,9,0,1,CAR,7,0
ARZ,ARZ,5,9,0,1,DET,38,1
OAK,OAK,4,10,0,1,KC,15,1
DAL,DAL,8,6,0,1,PIT,27,1
NE,NE,10,4,0,1,SF,34,0
TEN,TEN,5,9,0,1,NYJ,14,1
