,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
DAL,DAL,1,0,0,0,NYG,24,1
MIA,MIA,0,1,0,0,HOU,10,0
NE,NE,1,0,0,0,TEN,34,1
STL,STL,0,1,0,0,DET,23,0
WSH,WSH,1,0,0,0,NO,40,1
PHI,PHI,1,0,0,0,CLE,17,1
ATL,ATL,1,0,0,0,KC,40,1
BUF,BUF,0,1,0,0,NYJ,28,0
JAX,JAX,0,1,0,0,MIN,23,0
IND,IND,0,1,0,0,CHI,21,0
SEA,SEA,0,1,0,0,ARZ,16,0
CAR,CAR,0,1,0,0,TB,10,0
SF,SF,1,0,0,0,GB,30,1
PIT,PIT,0,1,0,0,DEN,19,0
CIN,CIN,0,1,0,0,BAL,13,0
SD,SD,1,0,0,0,OAK,22,1
NYG,NYG,0,1,0,1,DAL,17,0
HOU,HOU,1,0,0,1,MIA,30,1
TEN,TEN,0,1,0,1,NE,13,0
DET,DET,1,0,0,1,STL,27,1
NO,NO,0,1,0,1,WSH,32,0
CLE,CLE,0,1,0,1,PHI,16,0
KC,KC,0,1,0,1,ATL,24,0
NYJ,NYJ,1,0,0,1,BUF,48,1
MIN,MIN,1,0,0,1,JAX,26,1
CHI,CHI,1,0,0,1,IND,41,1
ARZ,ARZ,1,0,0,1,SEA,20,1
TB,TB,1,0,0,1,CAR,16,1
GB,GB,0,1,0,1,SF,22,0
DEN,DEN,1,0,0,1,PIT,31,1
BAL,BAL,1,0,0,1,CIN,44,1
OAK,OAK,0,1,0,1,SD,14,0
