,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
TB,TB,3,4,0,0,MIN,36,1
MIA,MIA,4,3,0,0,NYJ,30,1
SD,SD,3,4,0,0,CLE,6,0
IND,IND,4,3,0,0,TEN,19,1
NE,NE,5,3,0,0,STL,45,1
JAX,JAX,1,6,0,0,GB,15,0
ATL,ATL,7,0,0,0,PHI,30,1
WSH,WSH,3,5,0,0,PIT,12,0
SEA,SEA,4,4,0,0,DET,24,0
CAR,CAR,1,6,0,0,CHI,22,0
OAK,OAK,3,4,0,0,KC,26,1
NYG,NYG,6,2,0,0,DAL,29,1
NO,NO,2,5,0,0,DEN,14,0
SF,SF,6,2,0,0,ARZ,24,1
MIN,MIN,5,3,0,1,TB,17,0
NYJ,NYJ,3,5,0,1,MIA,9,0
CLE,CLE,2,6,0,1,SD,7,1
TEN,TEN,3,5,0,1,IND,13,0
STL,STL,3,5,0,1,NE,7,0
GB,GB,5,3,0,1,JAX,24,1
PHI,PHI,3,4,0,1,ATL,17,0
PIT,PIT,4,3,0,1,WSH,27,1
DET,DET,3,4,0,1,SEA,28,1
CHI,CHI,6,1,0,1,CAR,23,1
KC,KC,1,6,0,1,OAK,16,0
DAL,DAL,3,4,0,1,NYG,24,0
DEN,DEN,4,3,0,1,NO,34,1
ARZ,ARZ,4,4,0,1,SF,3,0
