,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CIN,CIN,2,2,0,0,CLE,20,0
BAL,BAL,3,1,0,0,PIT,17,1
DEN,DEN,2,2,0,0,TEN,26,1
DET,DET,0,4,0,0,GB,26,0
SF,SF,0,4,0,0,ATL,14,0
SEA,SEA,2,2,0,0,STL,3,0
NYJ,NYJ,3,1,0,0,BUF,38,1
CAR,CAR,0,4,0,0,NO,14,0
HOU,HOU,3,1,0,0,OAK,31,1
IND,IND,2,2,0,0,JAX,28,0
WSH,WSH,2,2,0,0,PHI,17,1
ARZ,ARZ,2,2,0,0,SD,10,0
CHI,CHI,3,1,0,0,NYG,3,0
NE,NE,3,1,0,0,MIA,41,1
CLE,CLE,1,3,0,1,CIN,23,1
PIT,PIT,3,1,0,1,BAL,14,0
TEN,TEN,2,2,0,1,DEN,20,0
GB,GB,3,1,0,1,DET,28,1
ATL,ATL,3,1,0,1,SF,16,1
STL,STL,2,2,0,1,SEA,20,1
BUF,BUF,0,4,0,1,NYJ,14,0
NO,NO,3,1,0,1,CAR,16,1
OAK,OAK,1,3,0,1,HOU,24,0
JAX,JAX,2,2,0,1,IND,31,1
PHI,PHI,2,2,0,1,WSH,12,0
SD,SD,2,2,0,1,ARZ,41,1
NYG,NYG,2,2,0,1,CHI,17,1
MIA,MIA,2,2,0,1,NE,14,0
