,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CIN,CIN,2,1,0,0,CAR,20,1
PIT,PIT,3,0,0,0,TB,38,1
BUF,BUF,0,3,0,0,NE,30,0
SF,SF,0,3,0,0,KC,10,0
DET,DET,0,3,0,0,MIN,10,0
ATL,ATL,2,1,0,0,NO,27,1
DAL,DAL,1,2,0,0,HOU,27,1
TEN,TEN,2,1,0,0,NYG,29,1
CLE,CLE,0,3,0,0,BAL,17,0
PHI,PHI,2,1,0,0,JAX,28,1
WSH,WSH,1,2,0,0,STL,16,0
OAK,OAK,1,2,0,0,ARZ,23,0
SD,SD,1,2,0,0,SEA,20,0
IND,IND,2,1,0,0,DEN,27,1
NYJ,NYJ,2,1,0,0,MIA,31,1
GB,GB,2,1,0,0,CHI,17,0
CAR,CAR,0,3,0,1,CIN,7,0
TB,TB,2,1,0,1,PIT,13,0
NE,NE,2,1,0,1,BUF,38,1
KC,KC,3,0,0,1,SF,31,1
MIN,MIN,1,2,0,1,DET,24,1
NO,NO,2,1,0,1,ATL,24,0
HOU,HOU,2,1,0,1,DAL,13,0
NYG,NYG,1,2,0,1,TEN,10,0
BAL,BAL,2,1,0,1,CLE,24,1
JAX,JAX,1,2,0,1,PHI,3,0
STL,STL,1,2,0,1,WSH,30,1
ARZ,ARZ,2,1,0,1,OAK,24,1
SEA,SEA,2,1,0,1,SD,27,1
DEN,DEN,1,2,0,1,IND,13,0
MIA,MIA,2,1,0,1,NYJ,23,0
CHI,CHI,3,0,0,1,GB,20,1
