,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
IND,IND,7,6,0,0,TEN,30,1
OAK,OAK,6,7,0,0,JAX,31,0
TB,TB,8,5,0,0,WSH,17,1
GB,GB,8,5,0,0,DET,3,0
CIN,CIN,2,11,0,0,PIT,7,0
CLE,CLE,5,8,0,0,BUF,6,0
ATL,ATL,11,2,0,0,CAR,31,1
STL,STL,6,7,0,0,NO,13,0
SEA,SEA,6,7,0,0,SF,21,0
MIA,MIA,7,6,0,0,NYJ,10,1
DEN,DEN,3,10,0,0,ARZ,13,0
KC,KC,8,5,0,0,SD,0,0
NE,NE,11,2,0,0,CHI,36,1
PHI,PHI,9,4,0,0,DAL,30,1
NYG,NYG,9,4,0,0,MIN,21,1
BAL,BAL,9,4,0,0,HOU,34,1
TEN,TEN,5,8,0,1,IND,28,0
JAX,JAX,8,5,0,1,OAK,38,1
WSH,WSH,5,8,0,1,TB,16,0
DET,DET,3,10,0,1,GB,7,1
PIT,PIT,10,3,0,1,CIN,23,1
BUF,BUF,3,10,0,1,CLE,13,1
CAR,CAR,1,12,0,1,ATL,10,0
NO,NO,10,3,0,1,STL,31,1
SF,SF,5,8,0,1,SEA,40,1
NYJ,NYJ,9,4,0,1,MIA,6,0
ARZ,ARZ,4,9,0,1,DEN,43,1
SD,SD,7,6,0,1,KC,31,1
CHI,CHI,9,4,0,1,NE,7,0
DAL,DAL,4,9,0,1,PHI,27,0
MIN,MIN,5,8,0,1,NYG,3,0
HOU,HOU,5,8,0,1,BAL,28,0
