,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
SD,SD,2,4,0,0,STL,17,0
BAL,BAL,4,2,0,0,NE,20,0
CLE,CLE,1,5,0,0,PIT,10,0
KC,KC,3,2,0,0,HOU,31,0
DET,DET,1,5,0,0,NYG,20,0
SEA,SEA,3,2,0,0,CHI,23,1
NO,NO,4,2,0,0,TB,31,1
MIA,MIA,3,2,0,0,GB,23,1
ATL,ATL,4,2,0,0,PHI,17,0
OAK,OAK,2,4,0,0,SF,9,0
NYJ,NYJ,5,1,0,0,DEN,24,1
DAL,DAL,1,4,0,0,MIN,21,0
IND,IND,4,2,0,0,WSH,27,1
TEN,TEN,4,2,0,0,JAX,30,1
STL,STL,3,3,0,1,SD,20,1
NE,NE,4,1,0,1,BAL,23,1
PIT,PIT,4,1,0,1,CLE,28,1
HOU,HOU,4,2,0,1,KC,35,1
NYG,NYG,4,2,0,1,DET,28,1
CHI,CHI,4,2,0,1,SEA,20,0
TB,TB,3,2,0,1,NO,6,0
GB,GB,3,3,0,1,MIA,20,0
PHI,PHI,4,2,0,1,ATL,31,1
SF,SF,1,5,0,1,OAK,17,1
DEN,DEN,2,4,0,1,NYJ,20,0
MIN,MIN,2,3,0,1,DAL,24,1
WSH,WSH,3,3,0,1,IND,24,0
JAX,JAX,3,3,0,1,TEN,3,0
