,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
HOU,HOU,5,7,0,0,PHI,24,0
BUF,BUF,2,10,0,0,MIN,14,0
NO,NO,9,3,0,0,CIN,34,1
SF,SF,4,8,0,0,GB,16,0
CHI,CHI,9,3,0,0,DET,24,1
WSH,WSH,5,7,0,0,NYG,7,0
DEN,DEN,3,9,0,0,KC,6,0
JAX,JAX,7,5,0,0,TEN,17,1
CLE,CLE,5,7,0,0,MIA,13,1
OAK,OAK,6,6,0,0,SD,28,1
CAR,CAR,1,11,0,0,SEA,14,0
STL,STL,6,6,0,0,ARZ,19,1
DAL,DAL,4,8,0,0,IND,38,1
ATL,ATL,10,2,0,0,TB,28,1
PIT,PIT,9,3,0,0,BAL,13,1
NYJ,NYJ,9,3,0,0,NE,3,0
PHI,PHI,8,4,0,1,HOU,34,1
MIN,MIN,5,7,0,1,BUF,38,1
CIN,CIN,2,10,0,1,NO,30,0
GB,GB,8,4,0,1,SF,34,1
DET,DET,2,10,0,1,CHI,20,0
NYG,NYG,8,4,0,1,WSH,31,1
KC,KC,8,4,0,1,DEN,10,1
TEN,TEN,5,7,0,1,JAX,6,0
MIA,MIA,6,6,0,1,CLE,10,0
SD,SD,6,6,0,1,OAK,13,0
SEA,SEA,6,6,0,1,CAR,31,1
ARZ,ARZ,3,9,0,1,STL,6,0
IND,IND,6,6,0,1,DAL,35,0
TB,TB,7,5,0,1,ATL,24,0
BAL,BAL,8,4,0,1,PIT,10,0
NE,NE,10,2,0,1,NYJ,45,1
