,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIA,MIA,4,4,0,0,BAL,10,0
NE,NE,6,2,0,0,CLE,14,0
SD,SD,4,5,0,0,HOU,29,1
CHI,CHI,5,3,0,0,BUF,22,1
ARZ,ARZ,3,5,0,0,MIN,24,0
NO,NO,6,3,0,0,CAR,34,1
NYJ,NYJ,6,2,0,0,DET,23,1
TB,TB,5,3,0,0,ATL,21,0
NYG,NYG,6,2,0,0,SEA,41,1
IND,IND,5,3,0,0,PHI,24,0
KC,KC,5,3,0,0,OAK,20,0
DAL,DAL,1,7,0,0,GB,7,0
PIT,PIT,6,2,0,0,CIN,27,1
BAL,BAL,6,2,0,1,MIA,26,1
CLE,CLE,3,5,0,1,NE,34,1
HOU,HOU,4,4,0,1,SD,23,0
BUF,BUF,0,8,0,1,CHI,19,0
MIN,MIN,3,5,0,1,ARZ,27,1
CAR,CAR,1,7,0,1,NO,3,0
DET,DET,2,6,0,1,NYJ,20,0
ATL,ATL,6,2,0,1,TB,27,1
SEA,SEA,4,4,0,1,NYG,7,0
PHI,PHI,5,3,0,1,IND,26,1
OAK,OAK,5,4,0,1,KC,23,1
GB,GB,6,3,0,1,DAL,45,1
CIN,CIN,2,6,0,1,PIT,21,0
