,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIN,MIN,0,1,0,0,NO,9,0
IND,IND,0,1,0,0,HOU,24,0
DEN,DEN,0,1,0,0,JAX,17,0
OAK,OAK,0,1,0,0,TEN,13,0
CAR,CAR,0,1,0,0,NYG,18,0
DET,DET,0,1,0,0,CHI,14,0
CIN,CIN,0,1,0,0,NE,24,0
MIA,MIA,1,0,0,0,BUF,15,1
CLE,CLE,0,1,0,0,TB,14,0
ATL,ATL,0,1,0,0,PIT,9,0
GB,GB,1,0,0,0,PHI,27,1
SF,SF,0,1,0,0,SEA,6,0
ARZ,ARZ,1,0,0,0,STL,17,1
DAL,DAL,0,1,0,0,WSH,7,0
BAL,BAL,1,0,0,0,NYJ,10,1
SD,SD,0,1,0,0,KC,14,0
NO,NO,1,0,0,1,MIN,14,1
HOU,HOU,1,0,0,1,IND,34,1
JAX,JAX,1,0,0,1,DEN,24,1
TEN,TEN,1,0,0,1,OAK,38,1
NYG,NYG,1,0,0,1,CAR,31,1
CHI,CHI,1,0,0,1,DET,19,1
NE,NE,1,0,0,1,CIN,38,1
BUF,BUF,0,1,0,1,MIA,10,0
TB,TB,1,0,0,1,CLE,17,1
PIT,PIT,1,0,0,1,ATL,15,1
PHI,PHI,0,1,0,1,GB,20,0
SEA,SEA,1,0,0,1,SF,31,1
STL,STL,0,1,0,1,ARZ,13,0
WSH,WSH,1,0,0,1,DAL,13,1
NYJ,NYJ,0,1,0,1,BAL,9,0
KC,KC,1,0,0,1,SD,21,1
